职位名称,工作地点,招聘状态,参考薪资,学历经验,公司名称,公司信息,联系人
python,上海-浦东新区,,12-20k·13薪,3-5年统招本科,钰真(上海)信息技术有限公司,|互联网/电商|500-999人|,HR
python后端开发工程师,上海-徐汇区,,15-22k·13薪,1-3年本科及以上,媒智科技,|IT服务|A轮|1-49人|,张女士
python开发工程师,上海-徐汇区,,15-25k·13薪,1-3年统招本科,媒智科技,|IT服务|A轮|1-49人|,张女士
Python开发工程师,上海,,13-17k,1-3年本科及以上,SMP,|机械/机电/重工|2000-5000人|,张女士
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
AI开发工程师(Python),上海-杨浦区,,30-45k·13薪,3-5年硕士及以上,上海机颖智能科技有限公司,|人工智能|B轮|100-499人|,徐女士
python开发工程师,上海,,25-50k·16薪,经验不限统招本科,国内某TOP量化私募基金有限公司,|基金/证券/投资|100-499人|,黄女士
Python开发工程师,上海,,40-70k·13薪,1-3年统招本科,上海擎朗智能科技有限公司,|人工智能|C轮|1000-2000人|,江女士
python爬虫工程师,上海-浦东新区,,15-25k,经验不限统招本科,某数据科技(上海)有限公司,|互联网/电商|A轮|1-49人|,陆先生
python后台开发工程师,上海-虹口区,,30-50k·15薪,3-5年统招本科, 上海肯斯爪特科技有限公司,|互联网+|C轮|100-499人|,吴女士
OpenStack网络研发工程师（C++/python/golang),上海-浦东新区,,35-50k·15薪,3-5年统招本科,高速成长期互联网企业,|互联网+|天使轮|100-499人|,高先生
OpenStack存储研发工程师（python/golang),上海-浦东新区,,35-50k·15薪,3-5年统招本科,高速成长期互联网企业,|互联网+|天使轮|100-499人|,高先生
python开发工程师,上海,,15-30k·14薪,3-5年统招本科,某大型数据股份公司,|互联网/电商|融资未公开|100-499人|,牛女士
自动驾驶-工程系统研发岗（C/C++/Python/JAVA语言）,上海,,30-60k·15薪,3-5年学历不限,某知名汽车新能源企业,|汽车/摩托车|2000-5000人|,李女士
python后端开发工程师,上海,,25-40k,经验不限统招本科,JR,|互联网/电商|10000人以上|,董先生
python后端开发工程师,上海,,25-40k,经验不限统招本科,JR,|互联网/电商|10000人以上|,董先生
自动驾驶软件工程师（C/C++/Java/python）,上海,,20-35k·16薪,经验不限统招本科,某通信企业,|计算机软件|融资未公开|10000人以上|,陈先生
python,上海-静安区,,15-23k·16薪,1-3年统招本科,上升期,|人工智能|天使轮|50-99人|,张先生
python开发工程师,上海,,30-50k·15薪,1-3年统招本科,全球头部区块链集团,|互联网+|融资未公开|50-99人|,王女士
python开发工程师,上海,,20-40k·13薪,3-5年统招本科,知名AI工业机器人公司,|人工智能|B轮|100-499人|,郑先生
Senior Python Software Engineer,上海,,30-45k·13薪,5-10年统招本科,某外资知名咨询公司,|IT服务|10000人以上|,范先生
python后端开发工程师,上海,,30-50k,经验不限本科及以上,武汉郭辉科技有限公司,|计算机软件|100-499人|,马先生
python后端开发,上海-长宁区,,15-30k·13薪,1-3年学历不限,某知名企业,|制药/生物工程|100-499人|,汪女士
python开发工程师,上海-徐汇区,,25-45k·15薪,3-5年统招本科,SenseTime（商汤集团）,|计算机软件|C轮|2000-5000人|,陈女士
Python开发工程师 (MJ000079),上海-浦东新区,,40-70k,经验不限本科及以上,概率投资,|基金|1-49人|,张女士
python开发工程师,上海-浦东新区,,20-40k,3-5年统招本科,特斯拉汽车（北京）有限公司,|互联网/电商|500-999人|,蒋女士
python开发工程师,上海,,15-30k,3-5年统招本科,数库(上海)科技有限公司,|互联网/电商|100-499人|,谢女士
python爬虫工程师,上海,,15-30k,3-5年大专及以上,数库(上海)科技有限公司,|互联网/电商|100-499人|,谢女士
Python Developer,上海-长宁区,,面议,经验不限统招本科,新超硕科技(北京)有限公司,|仪器/电气/自动化|500-999人|,陈女士
python开发工程师,上海,,20-40k·14薪,经验不限统招本科,知名机器人公司,|机械/机电/重工|2000-5000人|,邱女士
python开发工程师,上海,,20-30k·14薪,1-3年统招本科,某私募基金公司,|基金/证券/投资|融资未公开|1-49人|,李女士
python开发工程师,上海,,20-40k·15薪,经验不限统招本科,上海某知名基金公司,|银行|融资未公开|100-499人|,林女士
python开发工程师,上海,,17-26k·15薪,3-5年本科及以上,欧美知名的汽车电子百强公司,|汽车/摩托车|2000-5000人|,王先生
Python,上海-闵行区,,20-30k,3-5年本科及以上,好得科技,|批发零售|100-499人|,乔先生
Senior Python Software Engineer,上海-静安区,,30-40k·13薪,10年以上统招本科,毕马威中国 KPMG China,|专业服务|5000-10000人|,章女士
PYTHON专家ZJ,上海,,30-50k·15薪,5-10年统招本科,某知名上市券商【GJ】,|互联网/电商|100-499人|,施先生
PYTHON专家JL,上海,,30-50k·15薪,5-10年统招本科,某知名上市券商【GJ】,|互联网/电商|100-499人|,施先生
PYTHON专家JG,上海,,30-50k·15薪,5-10年统招本科,某知名上市券商【GJ】,|互联网/电商|100-499人|,施先生
PYTHON专家,上海,,30-50k·15薪,5-10年统招本科,某知名上市券商【GJ】,|互联网/电商|100-499人|,施先生
高级Python工程师（AI方向）,上海,,25-40k·16薪,5-10年统招本科,聚时科技(上海)有限公司,|计算机视觉|A轮|100-499人|,崔女士
Python技术经理,上海,,25-40k·15薪,5-10年硕士及以上,聚时科技(上海)有限公司,|计算机视觉|A轮|100-499人|,崔女士
python开发工程师,上海-普陀区,,15-25k,3-5年统招本科,丰贺信息科技(上海)有限公司,|计算机软件|融资未公开|100-499人|,洪女士
资深Python后端开发工程师,上海-闵行区,,25-35k·13薪,5-10年大专及以上,上海翌游信息科技有限公司,|互联网+|天使轮|50-99人|,钱女士
python后端开发工程师,上海-闵行区,,25-35k,3-5年学历不限,点晴信息科技,|互联网/电商|A轮|100-499人|,王女士
python,上海,,20-40k·13薪,经验不限本科及以上,柔性AI机器人科技公司,|计算机软件|B轮|100-499人|,朱先生
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Python开发工程师,上海-浦东新区,,18-35k·13薪,3-5年本科及以上,天旦网络,|计算机软件|100-499人|,杜女士
python开发工程师,上海,,20-30k,3-5年本科及以上,好得科技,|批发零售|100-499人|,梁女士
python开发-华为智能汽车项目,上海-浦东新区,,14-20k,1-3年统招本科,武汉通力易聘人力资源有限公司,|专业服务|100-499人|,刘女士
python,上海-浦东新区,,40-60k,经验不限统招本科,某知名证券公司,|证券|融资未公开|500-999人|,宋女士
python开发,上海,,30-50k,3-5年学历不限,某知名证券公司,|证券|已上市|2000-5000人|,陶先生
资深python工程师,上海-静安区,,20-45k·15薪,3-5年统招本科,上海品览数据科技有限公司,|人工智能|A轮|50-99人|,陈先生
python开发工程师,上海-长宁区,,18-35k·13薪,5-10年本科及以上,北京瑞友科技股份有限公司,|计算机软件|其他|5000-10000人|,张女士
高级python开发工程师,上海,,18-35k,5-10年统招本科,北京瑞友科技股份有限公司,|计算机软件|其他|5000-10000人|,范先生
量化交易系统开发工程师（Python）,上海,,15-25k,3-5年硕士及以上,上海大象金泰科技有限公司,|基金/证券/投资|1000-2000人|,张女士
python工程师,上海-虹口区,,15-30k·14薪,经验不限统招本科,小黑鱼科技有限公司,|电子商务|A轮|100-499人|,庄女士
高级python工程师,上海-徐汇区,,20-30k·14薪,3-5年统招本科,某市场调研类互联网公司,|互联网/电商|100-499人|,史先生
python开发,上海-静安区,,20-40k·14薪,5-10年本科及以上,AI科技公司,|AI行业应用|A轮|50-99人|,黄先生
python工程师,上海-徐汇区,,20-30k·14薪,3-5年统招本科,某市场调研类互联网公司,|互联网/电商|100-499人|,史先生
python开发,上海-青浦区,,10-12k·15薪,经验不限统招本科,汽车涂装企业,|汽车/摩托车|1000-2000人|,王先生
python开发,上海-虹口区,,20-30k·15薪,3-5年统招本科,互联网金融和金融科技公司,|区块链|1000-2000人|,钱女士
Software Engineer (React + Python)(MJ003496),上海-浦东新区,,20-40k,3-5年统招本科,特斯拉汽车（北京）有限公司,|互联网/电商|500-999人|,蒋女士
python开发工程师,上海,,30-50k,5-10年本科及以上,某知名券商企业,|基金/证券/投资|已上市|2000-5000人|,宋女士
Python开发工程师（高级）,上海,,20-30k·13薪,5-10年大专及以上,上海恺域信息科技有限公司,|计算机软件|战略投资|100-499人|,刘女士
python开发工程师（中级）,上海,,15-20k·13薪,3-5年大专及以上,上海恺域信息科技有限公司,|计算机软件|战略投资|100-499人|,刘女士
技术开发经理（go/python/c++）,上海,,25-35k·15薪,5-10年本科及以上,爱数,|计算机软件|D轮|1000-2000人|,HR
python后端开发工程师,上海-黄浦区,,25-50k,经验不限本科及以上,齐柏林科技,|互联网/电商|1-49人|,刘先生
python,上海,,20-30k·13薪,经验不限本科及以上,某互联网科技公司,|互联网/电商|500-999人|,马先生
python,上海-浦东新区,,30-45k·16薪,3-5年统招本科,国内知名某互联网公司,|互联网/电商|A轮|100-499人|,郭女士
Python开发工程师,上海,,20-30k·14薪,5-10年统招本科,某信息科技公司,|游戏平台|A轮|100-499人|,梅女士
Python,上海,,20-35k·14薪,1-3年统招本科,国内某网络安全公司,|互联网/电商|C轮|100-499人|,岳女士
python开发工程师,上海-徐汇区,,14-28k,经验不限本科及以上,某互联,|互联网/电商|100-499人|,陈女士
python开发工程师,上海-浦东新区,,18-30k,经验不限本科及以上,中软国际科技,|IT服务|10000人以上|,展女士
python开发工程师,上海,,10-14k·13薪,1-3年统招本科,ALTRAN,|通信业|10000人以上|,张女士
python后端开发工程师,上海-浦东新区,,21-35k·20薪,5-10年学历不限,某大型互联网有限公司,|基金/证券/投资|已上市|10000人以上|,赖女士
Java/Python Developer,上海,,25-50k·13薪,经验不限统招本科,外资投资银行,|计算机软件|融资未公开|10000人以上|,杨女士
交易平台 资深Python开发工程师/专家（爬虫）,上海-黄浦区,,35-60k·16薪,3-5年统招本科,国内某知名互联网公司,|互联网/电商|5000-10000人|,于女士
Python lead engineers,上海,,45-75k·13薪,5-10年统招本科,某外资金融支付集团公司,|互联网/电商|100-499人|,李女士
python开发工程师G00370,上海,,15-30k,1-3年统招本科,上海谷露软件有限公司,|计算机软件|A轮|100-499人|,陈女士
Python全栈程序员（2021校招 hight count）,上海-静安区,,10-20k,经验不限本科及以上,凯盛融英,|专业服务|500-999人|,周女士
Python后端程序员（2021校招 high count）,上海-静安区,,10-20k,经验不限本科及以上,凯盛融英,|专业服务|500-999人|,周女士
Python支持岗,上海-静安区,,10-20k,经验不限本科及以上,凯盛融英,|专业服务|500-999人|,周女士
python后端开发工程师,上海-徐汇区,,15-25k,1-3年本科及以上,好得科技,|批发零售|100-499人|,赵女士
python后端开发工程师,上海-徐汇区,,15-25k,1-3年本科及以上,好得科技,|批发零售|100-499人|,靳女士
资深python/Golang开发工程师,上海-长宁区,,28-45k·15薪,3-5年统招本科,中国优秀的综合性旅行服务公司,|互联网+|已上市|1000-2000人|,郭女士
服务端开发工程师-Python,上海,,15-25k·16薪,1-3年统招本科,东方财富,|互联网/电商|沪深A股上市|2000-5000人|,陈女士
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
后端开发工程师 (Python/Java/Go/Node),上海-黄浦区,,25-50k·20薪,3-5年本科及以上,齐柏林(上海)网络科技有限公司,|计算机软件|1-49人|,欧女士
Python 开发工程师（数据汇聚、爬虫方向）,上海,,13-20k,3-5年本科及以上,怪猫游戏,|游戏开发|融资未公开|50-99人|,龚女士
python研发工程师,上海-徐汇区,,18-25k·14薪,3-5年统招本科,上海才历网络有限公司,|互联网/电商|融资未公开|50-99人|,府女士
OpenStack网络研发工程师（C++/python/golang),上海-浦东新区,,30-60k,1-3年本科及以上,互联网初创独角兽公司,|互联网/电商|50-99人|,丁先生
OpenStack存储研发工程师（python/golang),上海-浦东新区,,30-60k,1-3年本科及以上,互联网初创独角兽公司,|互联网/电商|50-99人|,丁先生
OpenStack研发工程师（python/golang),上海-浦东新区,,30-60k,1-3年本科及以上,互联网初创独角兽公司,|互联网/电商|50-99人|,丁先生
python,上海,,12-18k·13薪,1-3年大专及以上,上海择仕企业管理有限公司,|IT服务|融资未公开|100-499人|,张女士
python开发工程师,上海-浦东新区,,20-30k,3-5年大专及以上,上海某科技公司,|互联网/电商|10000人以上|,彭女士
python开发工程师-智能驾驶平台,上海-徐汇区,,18-30k,3-5年统招本科,靖禾管理咨询(上海)有限公司,|芯片/集成电路|1-49人|,孟先生
python开发工程师,上海-徐汇区,,18-30k,3-5年本科及以上,上海创鹰网络科技有限公司,|IT服务|1-49人|,张先生
python开发工程师,上海-浦东新区,,25-50k·15薪,经验不限本科及以上,国内知名基金公司,|基金/证券/投资|已上市|2000-5000人|,戚女士
Python技术经理,上海,,20-35k·14薪,5-10年本科及以上,聚时科技(上海)有限公司,|计算机视觉|A轮|100-499人|,王女士
python开发,上海-浦东新区,,7-12k,1-3年大专及以上,上海鋆石智能科技有限公司,|专业服务|1-49人|,李女士
python开发工程师,上海,,15-30k,1-3年统招本科,丰贺信息科技(上海)有限公司,|计算机软件|融资未公开|100-499人|,冯女士
高级python工程师,上海-静安区,,30-40k,1-3年本科及以上,B轮电商公司,|互联网/电商|500-999人|,陈先生
python后端开发工程师,上海-长宁区,,15-30k,3-5年统招本科,某信息化企业,|医疗信息化|100-499人|,吴女士
python工程师,上海-杨浦区,,12-20k·14薪,经验不限统招本科,上海知名电商运营解决方案公司,|互联网/电商|融资未公开|100-499人|,何先生
python开发工程师,上海-静安区,,30-60k,3-5年本科及以上,国内知名人工智能公司,|人工智能|B轮|100-499人|,姜先生
资深Python开发工程师（爬虫）,上海-杨浦区,,30-60k,3-5年统招本科,某互联网公司,|互联网/电商|A轮|2000-5000人|,薛女士
python,上海-浦东新区,,16-25k·13薪,经验不限统招本科,上海软通动力,|计算机软件|2000-5000人|,屈女士
python开发工程师,上海-浦东新区,,20-35k·15薪,3-5年统招本科,亿聘世纪代理发布,|互联网/电商|融资未公开|500-999人|,刘女士
蚂蚁集团-OceanBase开源生态工具研发 java/go/python-北京/杭州/上海/深圳,上海-浦东新区,,40-50k·16薪,3-5年统招本科,阿里巴巴集团,|互联网/电商|港股上市|10000人以上|,徐先生
python开放工程师 (MJ000287),上海-徐汇区,,15-30k·16薪,3-5年本科及以上,数坤科技,|计算机视觉|D轮|500-999人|,刘女士
python开发工程师,上海,,12-24k,3-5年本科及以上,银联智策顾问(上海)有限公司,|大数据|100-499人|,乔女士
Senior Python(机器学习),上海,,20-30k·13薪,3-5年本科及以上,凯捷咨询(中国)有限公司,|专业服务|2000-5000人|,刘女士
医疗器械软件主管/Python软件开发/高级软件研发工程师/后端软件开发工程师,上海-闵行区,,15-25k,5-10年本科及以上,上海锐翌生物科技有限公司,|制药/生物工程|100-499人|,黄女士
python开发工程师,上海-浦东新区,,35-45k·15薪,5-10年统招本科,量投网络科技,|互联网金融|融资未公开|100-499人|,黎先生
高级后端开发工程师（python）,上海,,20-30k·13薪,5-10年本科及以上,爱数,|计算机软件|D轮|1000-2000人|,HR
技术/研发经理（python）,上海-闵行区,,25-35k,5-10年本科及以上,爱数,|计算机软件|D轮|1000-2000人|,HR
python后端开发工程师,上海-虹口区,,30-50k·15薪,3-5年统招本科,知名互联网公司,|社交网络|C轮|100-499人|,皮女士
python开发工程师,上海,,15-18k·13薪,1-3年大专及以上,某互联网公司,|互联网+|C轮|100-499人|,王女士
c/c++/python/java软件工程师,上海,,14-28k·15薪,3-5年统招本科,某知名500强公司,|计算机软件|融资未公开|10000人以上|,韩女士
python后端开发工程师,上海,,30-50k·18薪,经验不限统招本科,区块链行业独角兽，老牌公司,|区块链技术|100-499人|,裘先生
Python开发工程师,上海-徐汇区,,15-20k,1-3年本科及以上,上海创鹰网络科技有限公司,|IT服务|1-49人|,马女士
python开发工程师,上海-闵行区,,18-30k,经验不限本科及以上,上海创鹰网络科技有限公司,|IT服务|1-49人|,张先生
python开发工程师,上海-徐汇区,,15-17k,1-3年统招本科,上海创鹰网络科技有限公司,|IT服务|1-49人|,赵女士
Senior Python Engineer,上海,,15-24k·13薪,3-5年本科及以上,普华永道信息技术,|IT服务|10000人以上|,鲍女士
python开发工程师,上海-嘉定区,,6-15k·13薪,3-5年本科及以上,上海尚勤信息技术有限公司,|IT服务|融资未公开|1-49人|,王晓玲
python开发工程师,上海-闵行区,,20-25k·13薪,5-10年统招本科,杭州望桐潜信息科技有限公司,|人力资源|其他|1-49人|,王女士
Python开发工程师（级别看面试的时候深度）,上海-长宁区,,15-30k,经验不限本科及以上,上海创鹰网络科技有限公司,|IT服务|1-49人|,赵女士
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Data Integration Engineer,上海,急聘,面议,1-3年本科及以上,泰案联信息技术(上海)有限公司,|汽车/摩托车|50-99人|,沈女士
业务分析经理/主管,上海-黄浦区,急聘,13-20k·15薪,3-5年统招本科,宜信公司,|投资理财|10000人以上|,张女士
商业分析师,上海-浦东新区,急聘,10-20k·13薪,1-3年本科及以上,美至科技,|互联网/电商|A轮|50-99人|,周女士
人工智能/機器學習 - 數據標註師 (廣東話),上海,,面议,一年以下本科及以上,Apple,|计算机/网络设备|5000-10000人|,周先生
Data Scientist (Analytics & Data Platforms),上海,,45-60k,5-10年本科及以上,资生堂(中国)投资有限公司,|快消品|5000-10000人|,王女士
Trade & analytics Assistant Manager 贸易与分析助理经理,上海,,面议,3-5年统招本科,潘多拉上海,|珠宝/玩具/工艺品|1000-2000人|,王女士
商务发展部 业务支持专员,上海-浦东新区,,8-10k,1-3年统招本科,交通银行信用卡中心,|银行|10000人以上|,马先生
Data Analysis数据分析,上海-长宁区,,20-30k,1-3年统招本科,慕韬志悦,|专业服务|1-49人|,王女士
车联网数据分析专员 Senior Connectivity Data analysis Analyst,上海,,面议,5-10年本科及以上,福特汽车中国,|汽车/摩托车|其他|10000人以上|,乔女士
Data Analysis Director 数据分析总监,上海-长宁区,,面议,10年以上硕士及以上,dunnhumby 邓韩贝,|其他行业|50-99人|,刘女士
数据分析统计经理,上海,,15-30k,3-5年硕士及以上,WONDERS,|计算机软件|已上市|5000-10000人|,姚先生
EC Data analysist 电商数据分析,上海,,10-15k,1-3年本科及以上,阳狮集团,|广告/市场/会展|500-999人|,徐女士
行政&市场数据分析主管Admin&Data Analysis-00358,上海,,14-18k,经验不限本科及以上,中欧国际工商学院,|教育培训|500-999人|,HR
数据分析统计员,上海-浦东新区,,10-15k,1-3年本科及以上,上海君实生物医药科技股份有限公司,|药品生产|科创板上市|2000-5000人|,王女士
销售运营经理（数据分析、运营管理、绩效统计、销售条线人员管理）,上海,,15-20k·16薪,3-5年统招本科,某知名企业,|互联网/电商|2000-5000人|,王女士
医学统计/临床数据分析,上海-徐汇区,,15-20k,1-3年本科及以上,金赛药业,|制药/生物工程|1000-2000人|,徐女士
商业数据分析师,上海-闵行区,,15-20k·16薪,3-5年统招本科,上海万科产城发展有限公司,|房地产/建筑|10000人以上|,尹女士
数据分析专家,上海-长宁区,,60-90k·16薪,5-10年学历不限,某知名金融科技公司,|银行|融资未公开|5000-10000人|,梅先生
数据分析专家,上海,,60-80k·15薪,5-10年统招本科,某股份制银行,|银行|已上市|10000人以上|,蔡小芳
数据分析,上海-长宁区,,40-55k·15薪,5-10年统招本科,美团点评,|互联网/电商|已上市|10000人以上|,肖女士
数据分析经理,上海-闵行区,,15-25k,5-10年统招本科,好孩子集团,|批发零售|融资未公开|10000人以上|,邱女士
数据分析/高级数据分析,上海,,8-15k,1-3年本科及以上,怡安翰威特,|专业服务|100-499人|,朱女士
数据分析工程师,上海,,14-27k,3-5年统招本科,森大集团,|快消品|5000-10000人|,赵女士
数据分析运营,上海-徐汇区,,18-30k,5-10年本科及以上,字节跳动,|互联网/电商|其他|10000人以上|,姜先生
高级it经理（数据分析）,上海-浦东新区,,25-30k·24薪,5-10年统招本科,知名公募基金公司,|基金/证券/投资|其他|500-999人|,杨女士
数据分析专家（上海/扬州）,上海-普陀区,,30-60k·16薪,经验不限统招本科,某知名互联网公司,|互联网/电商|已上市|10000人以上|,王先生
数据分析岗,上海,,8-15k,1-3年本科及以上,同策咨询,|房地产服务|5000-10000人|,高女士
数据分析专员,上海-黄浦区,,6-10k,1-3年本科及以上,上海恕康,|IT服务|1-49人|,刘女士
CRM Data Analysis Manager,上海,,20-35k,经验不限本科及以上,香港新世界集团成员-K11 CONCEPTS LIMITED,|房地产/建筑|100-499人|,方女士
数据分析专家,上海-长宁区,,30-50k·15薪,10年以上统招本科,交通银行股份有限公司,|银行|已上市|10000人以上|,郑女士
数据分析,上海-浦东新区,,10-15k,1-3年统招本科,某五百强公司,|互联网+|已上市|500-999人|,谭女士
大数据分析师,上海-嘉定区,,20-30k·16薪,经验不限统招本科,国内一级整车厂,|汽车研发|已上市|10000人以上|,吴女士
数据分析岗,上海,,面议,1-3年本科及以上,万家基金,|基金|100-499人|,汤先生
人力资源经理（数据分析）,上海,,面议,5-10年统招本科,同方全球人寿,|保险|1000-2000人|,王先生
数据分析专家,上海-黄浦区,,30-45k·15薪,3-5年统招本科,国内新锐跨境电商公司,|跨境电商|天使轮|100-499人|,林先生
运营数据分析专员,上海-闵行区,,6-8k,1-3年本科及以上,华住酒店管理有限公司,|餐饮/酒旅/服务|已上市|10000人以上|,邵先生
数据分析,上海,,20-30k,3-5年大专及以上,上海寿全斋贸易有限公司,|电子商务|100-499人|,张女士
Data Analysis Manager（JD）,上海,,23-29k,经验不限统招本科,罗技(中国)科技有限公司,|办公设备|100-499人|,马女士
数据分析及财务控制经理,上海,,15-25k·13薪,5-10年统招本科,西万拓听力技术(苏州)有限公司,|医疗器械|500-999人|,李女士
data analysis manager,上海,,20-33k,3-5年本科及以上,罗技(中国)科技有限公司,|办公设备|100-499人|,马女士
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
数据分析,上海,,20-40k·14薪,3-5年统招本科,上海某游戏公司,|游戏产业|其他|100-499人|,郭先生
数据分析专员,上海-静安区,,7-10k,经验不限本科及以上,伺动常客公共关系咨询(上海)有限公司,|广告/市场/会展|50-99人|,彭女士
Data Solution Specialist 数据分析专家,上海-嘉定区,,面议,5-10年本科及以上,autoliv,|汽车/摩托车|5000-10000人|,HR
供应链数据分析,上海,,6-10k·14薪,经验不限统招本科,锐澳酒业,|快消品|1000-2000人|,李女士
资产与财富管理（数据分析管理）,上海,,面议,3-5年本科及以上,普华永道中天会计师事务所(特殊普通合伙),|专业服务|10000人以上|,陈女士
数据分析,上海-静安区,,10-16k,一年以下本科及以上,伺动常客公共关系咨询(上海)有限公司,|广告/市场/会展|50-99人|,彭女士
数据分析经理（营销数据）,上海,,20-25k,5-10年统招本科,交通银行信用卡中心,|银行|10000人以上|,马先生
商业数据分析（偏业务）经理,上海-长宁区,,30-35k,3-5年学历不限,某出海女装品牌,|跨境电商|100-499人|,魏女士
数据分析专家,上海-闵行区,,20-35k,3-5年本科及以上,易买工品,|互联网/电商|B轮|100-499人|,樊先生
数据分析,上海,,18-35k·16薪,3-5年统招本科,知名一线互联网,|互联网/电商|B轮|2000-5000人|,李女士
数据统计（监管报送方向）,上海-浦东新区,,18-28k,3-5年本科及以上,上海交银信息数据有限公司,|银行|5000-10000人|,全女士
商业数据分析专家,上海-闵行区,,25-40k,5-10年本科及以上,上海热风时尚企业发展有限公司,|批发零售|5000-10000人|,张女士
数据分析 Service Intelligence,上海-浦东新区,,10-20k·17薪,经验不限本科及以上,东电电子,|电子/芯片/半导体|100-499人|,陆女士
销售数据分析经理,上海-静安区,,17-22k·14薪,5-10年统招本科,日系知名饮料公司,|食品饮料|100-499人|,吴女士
数据统计岗,上海-静安区,,5-7k,1-3年本科及以上,中融人寿保险股份有限公司,|保险|500-999人|,王女士
人力数据分析专家 15-20k 双休,上海,,15-20k·16薪,3-5年本科及以上,轩天,|房地产服务|1000-2000人|,秦女士
业务数据分析经理,上海,,20-25k,5-10年硕士及以上,交通银行信用卡中心,|银行|10000人以上|,马先生
数据分析（服饰）,上海,,15-30k,3-5年统招本科,上海识装信息科技有限公司,|互联网/电商|其他|2000-5000人|,耿女士
游戏数据分析（广州/上海）,上海,,25-40k·16薪,5-10年统招本科,国内知名企业，行业姣姣者,|互联网/电商|已上市|2000-5000人|,杜女士
药企数据分析（实习生）,上海,,3-4k,经验不限学历不限,海天医药,|制药/生物工程|1000-2000人|,陈女士
数据分析工程师,上海-徐汇区,,20-40k·15薪,经验不限硕士及以上,上海人工智能实验室,|人工智能|100-499人|,吉女士
电商数据分析专员,上海-浦东新区,,10-15k·13薪,1-3年大专及以上,蔚叁数码科技(上海)有限公司,|电子商务|其他|100-499人|,吴先生
数据分析专家,上海,,50-60k·16薪,10年以上统招本科,某银行科技,|互联网/电商|2000-5000人|,冯女士
品牌内容策划（数据分析）(J22920),上海-长宁区,,15-20k·13薪,3-5年统招本科,携程集团,|O2O服务|已上市|10000人以上|,王女士
数据分析经理,上海,,50-60k·13薪,5-10年学历不限,知名法资会计事务所,|咨询服务|融资未公开|100-499人|,张先生
AM/Manager - SFE外部数据分析,上海-浦东新区,,20-30k,5-10年本科及以上,阿斯利康,|制药/生物工程|10000人以上|,张女士
数据分析专员（供应商数据）,上海-浦东新区,,面议,1-3年本科及以上,麦朗,|医疗器械|100-499人|,严女士
商业数据分析（快消零售）,上海-静安区,,10-20k·13薪,1-3年统招本科,凯捷咨询(中国)有限公司,|专业服务|2000-5000人|,林女士
数据统计员/Data Management,上海-静安区,,6-8k,1-3年大专及以上,上海帛鼎进出口贸易有限公司,|其他行业|50-99人|,梅女士
Business Intelligence Lead 数据分析负责人,上海-静安区,,40-45k,5-10年本科及以上,EA,|游戏开发|100-499人|,黄女士
Data Scientist Manager 数据分析经理,上海,,30-50k,5-10年本科及以上,玛泽咨询(上海)有限公司,|专业服务|100-499人|,朱女士
数据分析,上海-黄浦区,,20-40k·16薪,3-5年学历不限,区块链全球化头部公司,|交易平台|100-499人|,郑女士
经营数据分析,上海,,15-30k·20薪,3-5年硕士及以上,某证券股份有限公司,|基金/证券/投资|已上市|10000人以上|,杨先生
数据分析（用户行为）,上海,,40-50k,3-5年学历不限,某全球知名区块链公司,|互联网/电商|1000-2000人|,孙女士
经营数据分析,上海,,20-30k·18薪,1-3年硕士及以上,某证券公司,|基金/证券/投资|2000-5000人|,王女士
经营数据分析,上海,,18-27k·20薪,1-3年硕士及以上,国内某大型券商,|基金/证券/投资|1000-2000人|,时女士
经营数据分析,上海,,18-25k·18薪,3-5年硕士及以上,某知名证券公司,|基金/证券/投资|1000-2000人|,梁女士
高级数据分析经理,上海-浦东新区,,35-50k·14薪,5-10年统招本科,某A股上市制药企业企业,|药物研发|已上市|10000人以上|,杨先生
罗氏制药-商业数据分析,上海-浦东新区,,11-20k,1-3年本科及以上,上海罗氏制药有限公司,|制药/生物工程|融资未公开|2000-5000人|,张女士
数据分析,上海-浦东新区,,20-30k,5-10年统招本科,知名医疗外企,|制药/生物工程|不需要融资|5000-10000人|,陈女士
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
数据分析经理（农村金融运营经理）,上海,,26-35k,5-10年统招本科,某银行,|银行|5000-10000人|,田先生
高级数据分析师/数据分析专家/数据分析经理,上海,,30-60k,5-10年本科及以上,伊纳思,|快消品|100-499人|,冯女士
数据分析师/数据分析主管,上海,,15-25k,3-5年本科及以上,伊纳思,|快消品|100-499人|,冯女士
盒马-招采数据分析专家-总部	,上海-浦东新区,,10-20k·13薪,5-10年本科及以上,杭州盒马网络科技有限公司,|互联网/电商|,王女士
