职位名称,工作地点,招聘状态,参考薪资,学历经验,公司名称,公司信息,联系人
JAVA开发工程师,杭州-上城区,,15-25k,经验不限统招本科,娃哈哈,|快消品|10000人以上|,聂先生
阿里云智能事业群-城市大脑-高级技术专家Java (税务/医疗)-杭州/北京,杭州,,面议,3-5年学历不限,阿里巴巴集团,|互联网/电商|港股上市|10000人以上|,HR
本地生活-高级Java专家-社交增长技术组,杭州,,面议,5-10年学历不限,阿里巴巴集团,|互联网/电商|港股上市|10000人以上|,HR
Java开发工程师 (职位编号：2021017),杭州-拱墅区,,15-20k,5-10年本科及以上,惠每移健(北京)科技有限公司,|医疗信息化|100-499人|,陈女士
高级技术经理（Java）,杭州-余杭区,,120-150k,10年以上统招本科,Michael Page,|人力资源|5000-10000人|,林先生
java软件开发工程师,杭州,,10-20k·14薪,3-5年统招本科,觅睿科技,|计算机软件|100-499人|,韩先生
高级Java开发工程师/Java架构师（电商） (MJ001479),杭州-西湖区,,30-50k·13薪,5-10年本科及以上,欢聚集团,|互联网/电商|美股上市|2000-5000人|,曾女士
JAVA,杭州-西湖区,,12-23k,经验不限统招本科,婚礼纪,|互联网+|D轮|1000-2000人|,宣女士
JAVA开发工程师,杭州,,12-22k,3-5年统招本科,51个税,|互联网+|天使轮|100-499人|,程女士
Java开发工程师（海外ERP） (MJ003213),杭州-西湖区,,20-40k·13薪,3-5年本科及以上,欢聚集团,|互联网/电商|美股上市|2000-5000人|,曾女士
中级JAVA开发工程师,杭州,,10-18k,3-5年本科及以上,鸿程系统,|计算机软件|500-999人|,陈女士
Java工程师（需要出差）,杭州-西湖区,,8-13k,1-3年大专及以上,网新恩普,|计算机软件|已上市|1000-2000人|,洪女士
Java开发工程师（需要出差）,杭州-西湖区,,8-13k,1-3年大专及以上,网新恩普,|计算机软件|已上市|1000-2000人|,洪女士
JAVA开发,杭州,,10-20k·13薪,3-5年统招本科,绿漫科技有限公司,|物联网|融资未公开|100-499人|,付女士
高级java开发工程师,杭州,,15-25k,经验不限本科及以上,浙江深大智能科技有限公司,|互联网/电商|500-999人|,深女士
鲲鹏培训工程师（C/JAVA/Python转型）,杭州-滨江区,,12-20k,1-3年本科及以上,浙江华为,|通信业|融资未公开|500-999人|,方先生
鲲鹏技术支持工程师（java/Python/C++）,杭州,,11-20k·15薪,1-3年统招本科,浙江华为,|通信业|融资未公开|500-999人|,方先生
JAVA工程师,杭州,,10-18k·13薪,3-5年大专及以上,杭州优海信息系统有限公司,|互联网/电商|天使轮|100-499人|,潘先生
资深Java工程师,杭州,,20-40k·14薪,5-10年统招本科,浙江深大智能科技有限公司,|互联网/电商|500-999人|,深女士
JAVA开发专家/高级专家,杭州,,面议,5-10年本科及以上,共道科技,|计算机软件|100-499人|,茅先生
java后端工程师,杭州-西湖区,,12-16k·13薪,1-3年本科及以上,杭州蔚莱信息技术有限公司简介,|计算机软件|不需要融资|1-49人|,梁女士
Java开发工程师,杭州,,20-40k·15薪,5-10年本科及以上,国内某大型互联网公司,|互联网/电商|2000-5000人|,王女士
Java高级技术专家（OMS方向）,杭州,,45-60k·16薪,10年以上统招本科,B轮 - To B领域数字化转型软件提供商,|计算机软件|B轮|1000-2000人|,潘先生
java,杭州,,15-25k·15薪,1-3年学历不限,某知名技术有限公司,|互联网/电商|已上市|2000-5000人|,卢先生
后端java开发工程师,杭州,,25-35k·15薪,1-3年大专及以上,某知名技术有限公司,|互联网/电商|已上市|2000-5000人|,卢先生
Java 高级技术专家-OMS-杭州,杭州,,40-60k·15薪,5-10年统招本科,某大型互联网公司,|互联网/电商|A轮|500-999人|,李先生
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
后端Java开发专家,杭州,,20-40k·16薪,经验不限统招本科,CL.HumanResourcese,|互联网/电商|不需要融资|100-499人|,田先生
java开发专家,杭州,,20-40k·16薪,经验不限统招本科,CL.HumanResourcese,|互联网/电商|不需要融资|100-499人|,田先生
java技术专家-新零售-杭州,杭州,,40-60k·16薪,3-5年统招本科,某大型互联网公司,|互联网/电商|A轮|500-999人|,李先生
软件工程师java,杭州,,13-16k·15薪,经验不限学历不限,某人力资源公司,|人力资源|5000-10000人|,王女士
JAVA开发工程师,杭州-西湖区,,25-35k·15薪,经验不限统招本科,猎头公司,|人力资源|5000-10000人|,刘先生
Java,杭州-西湖区,,45-75k,5-10年统招本科,杭州端点,|IT服务|A轮|500-999人|,刘女士
java开发工程师,杭州,,15-30k·14薪,经验不限本科及以上,某互联网科技公司,|IT服务|2000-5000人|,刘女士
资深java开发工程师（财务系统）,杭州-滨江区,,20-30k·14薪,5-10年统招本科,知名互联网公司,|互联网+|10000人以上|,韩女士
资深java开发工程师（采购系统）,杭州-滨江区,,20-30k·14薪,5-10年统招本科,知名互联网公司,|互联网+|10000人以上|,韩女士
Java末端开发,杭州-西湖区,,15-25k·15薪,1-3年统招本科,阿里巴巴集团旗下菜鸟网络科技,|互联网/电商|A轮|2000-5000人|,冼女士
java开发工程师,杭州-西湖区,,25-35k·16薪,3-5年统招本科,阿里巴巴集团旗下菜鸟网络科技,|互联网/电商|A轮|2000-5000人|,冼女士
java架构师,杭州-西湖区,,25-40k,5-10年统招本科,某TOP电商企业,|互联网/电商|融资未公开|5000-10000人|,赵女士
高级java开发工程师,杭州,,20-30k·13薪,经验不限大专及以上,信息安全领域高新技术企业 ,|互联网/电商|A轮|500-999人|,黄女士
资深java开发工程师,杭州-上城区,,25-40k,5-10年本科及以上,锐仕方达,|人力资源|其他|1-49人|,孙女士
Java开发工程师,杭州,,25-50k,5-10年统招本科,锐仕方达,|人力资源|其他|1-49人|,孙女士
java工程师,杭州-余杭区,,15-25k·14薪,3-5年统招本科,浙江绿城某科技有限公司 ,|计算机软件|100-499人|,何先生
高级java工程师,杭州-上城区,,20-30k·13薪,5-10年大专及以上,某数字化安全领域知名企业,|互联网/电商|A轮|100-499人|,官女士
高级java工程师,杭州-上城区,,20-30k,5-10年大专及以上,某大型上市公司,|互联网/电商|A轮|100-499人|,王先生
java工程师,杭州,,25-30k,3-5年统招本科,某某信息技术有限公司,|互联网+|战略融资|5000-10000人|,施先生
