职位名称,工作地点,招聘状态,参考薪资,学历经验,公司名称,公司信息,联系人
JAVA开发工程师-保险,深圳-福田区,,10-20k·15薪,1-3年统招本科,中国燃气控股有限公司,|新能源|10000人以上|,杨女士
高级JAVA开发工程师（深圳）,深圳-福田区,,20-30k·14薪,5-10年统招本科,中证信用,|基金/证券/投资|500-999人|,徐女士
JAVA开发工程师/高级开发工程师 /开发专家,深圳-南山区,,40-60k,3-5年本科及以上,上海寺信网络科技有限公司,|互联网金融|500-999人|,王先生
Java开发工程师,深圳-南山区,,10-25k,1-3年本科及以上,深圳市云图华祥科技有限公司,|IT服务|融资未公开|50-99人|,符女士
中级java开发工程师（18K-30K）,深圳-宝安区,,18-30k,3-5年大专及以上,佰钧成技术,|计算机软件|融资未公开|5000-10000人|,石女士
java工程师,深圳,,15-25k,3-5年统招本科,固强科技(深圳)有限公司,|贸易/进出口|100-499人|,张女士
Java开发工程师,深圳-罗湖区,,9-15k·15薪,1-3年本科及以上,村田(中国)投资有限公司,|电子/芯片/半导体|100-499人|,孙先生
java中级开发工程师,深圳,,10-20k,3-5年大专及以上,易图资讯,|企业服务软件|100-499人|,杨女士
JAVA软件开发工程师,深圳-光明区,,15-20k·14薪,3-5年本科及以上,振邦智能,|电子/芯片/半导体|沪深A股上市|1000-2000人|,李女士
NLP研发工程师（Java）-AI 独角兽,深圳-南山区,,15-35k,3-5年统招本科,竹间智能,|互联网/电商|C轮|100-499人|,曾女士
System Analysts(C++/Java/Python/Ruby),深圳-南山区,,面议,3-5年大专及以上,港胜技术服务(深圳)有限公司,|计算机软件|100-499人|,欧女士
java架构师,深圳,,30-40k·13薪,5-10年统招本科,深圳市华付信息技术有限公司,|计算机软件|500-999人|,纪先生
JAVA高级程序员-量化交易系统方向,深圳,,面议,3-5年本科及以上,国逹科技(深圳)有限公司,|计算机软件|50-99人|,张女士
JAVA开发工程师（深圳）,深圳-宝安区,,13-20k,3-5年大专及以上,上海创鹰网络科技有限公司,|IT服务|1-49人|,王女士
Java开发工程师,深圳-南山区,,15-28k,5-10年本科及以上,惟客数据,|大数据|B轮|100-499人|,林女士
软件开发工程师（Java）,深圳-南山区,,20-30k·14薪,3-5年本科及以上,浙江和达科技股份有限公司,|IT服务|其他|100-499人|,刘女士
java研发工程师,深圳-南山区,,25-40k·14薪,5-10年统招本科,Flow++,|计算机软件|B轮|100-499人|,陈女士
Java研发工程师,深圳-南山区,,20-35k,1-3年本科及以上,拟合未来,|智能家居|B轮|1000-2000人|,张女士
java工程师,深圳-南山区,,14-18k,3-5年统招本科,深圳数研院,|计算机软件|1000-2000人|,李先生
中高级JAVA开发工程师,深圳-南山区,,12-18k,3-5年大专及以上,BOTSOFT,|计算机软件|融资未公开|500-999人|,梁女士
java工程师,深圳,,15-20k,5-10年大专及以上,电目科技,|电子/芯片/半导体|A轮|50-99人|,麦女士
高级java工程师,深圳,,20-30k·13薪,5-10年统招本科,深圳市华付信息技术有限公司,|计算机软件|500-999人|,纪先生
中级Java工程师,深圳,,18-25k,3-5年大专及以上,得分科技,|计算机软件|天使轮|1-49人|,王先生
高级java架构师,深圳,,25-35k·13薪,3-5年本科及以上,酷开科技,|互联网/电商|500-999人|,谭女士
Java开发（港交所）,深圳-南山区,,17-22k,3-5年统招本科,深圳市睿服科技有限公司,|IT服务|融资未公开|500-999人|,邹女士
高级java开发工程师,深圳,,20-30k,5-10年统招本科,深圳市趣虹科技有限公司,|互联网/电商|融资未公开|50-99人|,凌女士
java架构专家,深圳,,60-90k,10年以上本科及以上,金蝶,|互联网/电商|已上市|5000-10000人|,符女士
java软件工程师,深圳-南山区,,15-30k·14薪,3-5年本科及以上,深圳市风发科技发展有限公司,|机械/机电/重工|100-499人|,康女士
java软件开发工程师,深圳-福田区,,8-16k,1-3年本科及以上,环富通科技(深圳)有限公司,|计算机软件|融资未公开|50-99人|,廖女士
java架构师,深圳,,35-50k·13薪,5-10年大专及以上,深圳前海硬之城信息技术有限公司,|互联网/电商|B轮|100-499人|,张先生
后端java开发工程师,深圳,,12-20k·14薪,3-5年大专及以上,华制智能,|工业互联网|B轮|100-499人|,李先生
前端开发负责人（java）,深圳,,20-40k,3-5年大专及以上,深圳伽美贝拉医疗美容科技有限公司,|医疗/保健/美容|50-99人|,王先生
Java开发工程师（农村金融）,深圳-南山区,,15-35k·16薪,3-5年统招本科,华林证券,|证券|已上市|1000-2000人|,HR
Java开发工程师（深圳）,深圳,,10-18k·13薪,3-5年大专及以上,上海哥瑞利软件股份有限公司,|ERP|融资未公开|100-499人|,HR
JAVA架构师,深圳,,30-45k·15薪,5-10年统招本科,深圳市锐明技术股份有限公司,|智能安防|已上市|1000-2000人|,吴女士
AI开发（Java/Python）,深圳,,15-30k·13薪,3-5年本科及以上,深圳华云信息系统有限公司,|计算机软件|融资未公开|100-499人|,张女士
Java开发工程师（高级）,深圳,,20-30k,5-10年统招本科,深圳市趣虹科技有限公司,|互联网/电商|融资未公开|50-99人|,凌女士
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Java开发工程师（高级）,深圳,,20-30k,5-10年统招本科,深圳市趣虹科技有限公司,|互联网/电商|融资未公开|50-99人|,凌女士
高级Java产品开发工程师-AI独角兽-弹性,深圳-南山区,,20-35k,3-5年统招本科,竹间智能,|互联网/电商|C轮|100-499人|,曾女士
java开发工程师,深圳-南山区,,15-25k·13薪,3-5年本科及以上,万声音乐集团,|互联网/电商|B轮|100-499人|,张先生
资深java架构师,深圳,,面议,5-10年统招本科,万国数据,|IT服务|美股上市|1000-2000人|,齐女士
java开发工程师,深圳,,20-30k,3-5年大专及以上,深圳乐播科技有限公司,|互联网/电商|B轮|100-499人|,张女士
java高级开发工程师,深圳-龙岗区,,20-35k·13薪,3-5年统招本科,中软国际科技,|IT服务|10000人以上|,梁女士
java高级开发,深圳,,20-30k,5-10年统招本科,软通动力技术服务,|互联网/电商|10000人以上|,刘先生
高级java架构师 (MJ000458),深圳,,20-35k,5-10年本科及以上,坎德拉,|机器人|B轮|100-499人|,罗女士
高级java开发工程师,深圳-龙岗区,,17-24k,5-10年统招本科,深圳华工能源技术有限公司,|能源/水利|融资未公开|50-99人|,黄女士
java开发工程师,深圳-南山区,,20-25k,1-3年大专及以上,深圳市云动创想科技有限公司,|电子/芯片/半导体|100-499人|,石女士
高级java开发工程师,深圳-龙岗区,,15-24k,3-5年本科及以上,深圳华工能源技术有限公司,|能源/水利|融资未公开|50-99人|,李女士
高级架构师（Java方向）,深圳-南山区,,40-60k·13薪,5-10年本科及以上,深圳索信达数据技术有限公司,|大数据行业应用|500-999人|,刘女士
Java技术经理/总监（深圳）,深圳-南山区,,25-50k·13薪,10年以上本科及以上,深圳索信达数据技术有限公司,|大数据行业应用|500-999人|,方女士
java工程师,深圳-南山区,,15-25k·13薪,3-5年统招本科,万声音乐集团,|互联网/电商|B轮|100-499人|,张先生
java软件工程师,深圳-南山区,,15-25k,3-5年统招本科,海恒智能,|互联网/电商|100-499人|,饶女士
Java开发工程师 0100071,深圳-龙华区,,10-16k·13薪,1-3年本科及以上,富士康工业互联网股份有限公司,|计算机软件|沪深A股上市|10000人以上|,王先生
java后台开发工程师,深圳,,15-25k,3-5年本科及以上,云领天下,|计算机软件|A轮|50-99人|,戴女士
java开发工程师,深圳-南山区,,20-30k·14薪,1-3年本科及以上,纷享销客,|电子商务|战略投资|500-999人|,刘女士
java开发工程师,深圳,,10-18k·13薪,3-5年统招本科,深圳华工能源技术有限公司,|能源/水利|融资未公开|50-99人|,黄女士
java开发工程师,深圳-龙岗区,,10-15k·13薪,3-5年统招本科,深圳华工能源技术有限公司,|能源/水利|融资未公开|50-99人|,黄女士
java开发工程师-深圳,深圳-福田区,,16-20k·13薪,3-5年大专及以上,复深蓝软件,|计算机软件|2000-5000人|,张女士
集成开发java工程师,深圳-南山区,,14-18k·14薪,1-3年大专及以上,纷享销客,|电子商务|战略投资|500-999人|,刘女士
java开发工程师,深圳,,25-50k,1-3年本科及以上,皓行科技,|计算机软件|港股上市|10000人以上|,宋先生
高级Java开发工程师,深圳-南山区,,20-35k·14薪,5-10年本科及以上,深圳市金溢科技股份有限公司,|电子/芯片/半导体|沪深A股上市|1000-2000人|,李女士
高级java开发工程师,深圳,,15-30k,5-10年统招本科,BYD,|汽车/摩托车|已上市|10000人以上|,陈女士
JAVA开发工程师,深圳-宝安区,,15-25k·13薪,3-5年本科及以上,普菲特(江苏)信息科技有限公司,|ERP|B轮|100-499人|,张女士
Java中高级开发工程师,深圳,,12-20k·13薪,3-5年本科及以上,越海,|仓储服务|A轮|1000-2000人|,祝女士
java架构师,深圳-南山区,,20-35k,10年以上本科及以上,物连家美(深圳)网络科技有限公司,|计算机软件|50-99人|,秦先生
初级java开发工程师,深圳,,7-12k·13薪,一年以下本科及以上,越海,|仓储服务|A轮|1000-2000人|,祝女士
JAVA开发工程师(007446),深圳-福田区,,20-25k,3-5年统招本科,中信银行信用卡中心,|银行|5000-10000人|,蓝女士
高级java开发工程师,深圳,,15-25k,3-5年统招本科,道通科技,|电子/芯片/半导体|已上市|1000-2000人|,何女士
JAVA开发工程师,深圳-龙华区,,25-30k,3-5年本科及以上,佰钧成技术,|计算机软件|融资未公开|5000-10000人|,马女士
高级java开发工程师,深圳,,15-30k,5-10年大专及以上,斯凯荣,|通信业|C轮|100-499人|,谢先生
java,深圳-南山区,,13-30k,3-5年大专及以上,中电金信,|计算机软件|其他|10000人以上|,吴女士
高级JAVA开发工程师（共享服务）（YFSZ-I2091）,深圳-南山区,,25-35k,5-10年本科及以上,深圳市万邑通信息科技有限公司,|跨境物流|2000-5000人|,付女士
Java 高级开发工程师 (MJ000517),深圳-南山区,,20-40k·14薪,5-10年统招本科,和讯华谷,|互联网/电商|美股上市|500-999人|,江女士
java开发工程师,深圳-南山区,,10-20k·15薪,3-5年统招本科,天源迪科,|计算机软件|已上市|2000-5000人|,HR
Java 高级开发工程师-JTRJ,深圳,,20-25k,5-10年本科及以上,今天国际,|计算机软件|沪深A股上市|100-499人|,丹先生
java开发工程师,深圳-南山区,,15-20k·14薪,3-5年大专及以上,深圳银兴智能数据有限公司,|大数据|50-99人|,廖女士
高级Java开发工程师（架构师）,深圳-南山区,,25-40k·13薪,5-10年统招本科,深圳顺丰泰森控股(集团)有限公司,|交通/物流/运输|10000人以上|,李女士
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
区块链开发,深圳-南山区,急聘,25-50k·16薪,5-10年本科及以上,Amber AI Limited,|金融科技|B轮|100-499人|,余女士
量化开发工程师,深圳-南山区,急聘,20-40k·16薪,5-10年本科及以上,Amber AI Limited,|金融科技|B轮|100-499人|,余女士
python开发工程师,深圳,,15-25k·14薪,3-5年统招本科,深圳市万邑通信息科技有限公司,|跨境物流|2000-5000人|,刘女士
python开发工程师,深圳-南山区,,13-20k,1-3年本科及以上,思迪信息,|计算机软件|B轮|500-999人|,岑女士
python开发工程师,深圳-南山区,,10-20k,1-3年本科及以上,Elephant Robotics,|仪器/电气/自动化|A轮|50-99人|,伍先生
python,深圳-南山区,,25-40k·14薪,5-10年统招本科,深圳某知名互联网公司,|互联网/电商|A轮|50-99人|,张先生
高级python开发工程师,深圳-南山区,,16-25k,5-10年本科及以上,有品国际科技(深圳)有限责任公司,|互联网/电商|D轮|100-499人|,谢女士
Python研发工程师,深圳-南山区,,10-20k,3-5年大专及以上,深圳市云图华祥科技有限公司,|IT服务|融资未公开|50-99人|,符女士
python工程师,深圳-南山区,,12-20k,1-3年本科及以上,翼果(深圳)科技有限公司,|互联网/电商|天使轮|50-99人|,谢女士
Python后端开发专家,深圳-南山区,,20-40k·15薪,3-5年统招本科,深信服科技股份有限公司,|互联网/电商|已上市|5000-10000人|,李先生
python开发工程师,深圳-福田区,,15-30k·18薪,3-5年统招本科,山西证券股份有限公司,|基金/证券/投资|已上市|1000-2000人|,郑先生
web前端开发工程师（Python）-深圳,深圳,,8-12k·13薪,经验不限本科及以上,海克斯康,|仪器/电气/自动化|1000-2000人|,黄女士
python研发工程师,深圳-南山区,,15-30k,3-5年本科及以上,爱捷云,|云服务|100-499人|,莫女士
python开发工程师,深圳-南山区,,12-25k,1-3年统招本科,达观数据,|计算机软件|C轮|500-999人|,姚女士
Python 开发工程师,深圳,,12-23k·14薪,1-3年本科及以上,AfterShip,|企业服务软件|B轮|100-499人|,陈先生
Python 工程师（运维方向）,深圳,,15-25k·14薪,1-3年统招本科,AfterShip,|企业服务软件|B轮|100-499人|,陈先生
Python 软件开发工程师,深圳-盐田区,,8-16k,1-3年本科及以上,华大集团,|制药/生物工程|创业板上市|5000-10000人|,马女士
高级 Python 后台工程师,深圳,,25-35k·14薪,3-5年统招本科,AfterShip,|企业服务软件|B轮|100-499人|,陈先生
Python软件工程师,深圳-宝安区,,15-25k·14薪,3-5年大专及以上,珠海市某测控技术有限公司,|电子/芯片/半导体|A轮|100-499人|,张先生
python开发工程师,深圳-南山区,,20-40k,3-5年本科及以上,深圳某知名高新技术企业,|互联网/电商|天使轮|50-99人|,刘先生
python后台开发工程师,深圳-南山区,,20-40k·16薪,3-5年统招本科,某头部金融科技公司,|金融科技|B轮|500-999人|,彭女士
python开发工程师,深圳,,10-15k,1-3年统招本科,知名医疗智能科技公司,|医疗信息化|已上市|1-49人|,温先生
python工程师（存储方向）,深圳,,22-30k·17薪,经验不限统招本科,某国内互联网公司,|互联网/电商|5000-10000人|,黄女士
Python,深圳,,15-25k·15薪,3-5年本科及以上,道通科技,|电子/芯片/半导体|已上市|1000-2000人|,李女士
Python开发工程师,深圳,,15-25k·13薪,1-3年本科及以上,深圳市万邑通信息科技有限公司,|跨境物流|2000-5000人|,庄女士
Python 后端工程师(J4VW2),深圳,,40-60k,3-5年学历不限,思码逸,|企业服务软件|A轮|1-49人|,高女士
python开发工程师,深圳-南山区,,20-40k,5-10年本科及以上,某SaaS头部企业,|人工智能|D轮及以上|100-499人|,陈女士
python,深圳,,15-18k,3-5年大专及以上,深圳市睿服科技有限公司,|IT服务|融资未公开|500-999人|,陈女士
python开发,深圳-罗湖区,,15-20k,3-5年大专及以上,深圳市睿服科技有限公司,|IT服务|融资未公开|500-999人|,邹女士
Python开发工程师,深圳-福田区,,15-30k·15薪,3-5年统招本科,恒利咨询顾问(深圳)有限公司,|证券|100-499人|,何女士
python后端开发工程师,深圳,,20-35k·15薪,5-10年统招本科,联易融,|基金/证券/投资|C轮|500-999人|,林先生
PYTHON爬虫数据分析师,深圳,,10-15k,经验不限学历不限,同溢堂药业有限公司,|制药/生物工程|融资未公开|100-499人|,许女士
System Analysts(C++/Java/Python/Ruby),深圳-南山区,,面议,3-5年大专及以上,港胜技术服务(深圳)有限公司,|计算机软件|100-499人|,欧女士
后端（python）开发工程师,深圳,,15-20k·14薪,3-5年大专及以上,华制智能,|工业互联网|B轮|100-499人|,林女士
Python软件工程师,深圳,,15-30k,1-3年本科及以上,深圳氢时代新能源科技有限公司,|新能源/电动汽车|100-499人|,廖先生
软件开发工程（Python）,深圳-南山区,,20-30k,3-5年本科及以上,浙江和达科技股份有限公司,|IT服务|其他|100-499人|,刘女士
python开发工程师,深圳,,20-30k·13薪,3-5年大专及以上,深圳前海硬之城信息技术有限公司,|互联网/电商|B轮|100-499人|,张先生
python开发工程师,深圳-南山区,,20-35k,1-3年统招本科,拟合未来,|智能家居|B轮|1000-2000人|,张女士
Python,深圳,,12-20k·14薪,3-5年大专及以上,华制智能,|工业互联网|B轮|100-499人|,李先生
AI开发（Java/Python）,深圳,,15-30k·13薪,3-5年本科及以上,深圳华云信息系统有限公司,|计算机软件|融资未公开|100-499人|,张女士
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
python开发工程师,深圳-福田区,,12-20k,1-3年大专及以上,深圳市东荣物流有限公司,|交通/物流/运输|100-499人|,纪女士
Python后台开发工程师,深圳,,15-25k,1-3年统招本科,睿心医疗,|计算机软件|C轮|50-99人|,杨女士
python后台开发工程师,深圳,,15-30k,3-5年大专及以上,文思海辉,|计算机软件|10000人以上|,熊先生
Python开发,深圳,,15-25k,3-5年本科及以上,软通动力分支机构,|互联网/电商|10000人以上|,赵女士
python开发工程师,深圳,,12-25k,1-3年本科及以上,深圳市立新出行信息技术有限公司,|互联网/电商|50-99人|,刘女士
python开发工程师,深圳-龙华区,,18-25k,1-3年本科及以上,佰钧成技术,|计算机软件|融资未公开|5000-10000人|,马女士
高级python开发工程师,深圳,,25-50k·15薪,3-5年统招本科,茂源资本,|基金/证券/投资|50-99人|,蔡女士
python工程师,深圳,,15-25k,3-5年本科及以上,银盛支付,|互联网/电商|1000-2000人|,钟女士
python高级开发工程师,深圳-南山区,,15-30k,3-5年统招本科,达观数据,|计算机软件|C轮|500-999人|,姚女士
python开发工程师,深圳-龙岗区,,13-25k,3-5年统招本科,南京翼海云峰软件技术有限公司,|计算机软件|100-499人|,潘女士
软件开发工程师（Python)339,深圳-福田区,,8-15k,一年以下大专及以上,深圳市大世界信息技术有限公司,|其他行业|1-49人|,刘女士
Python 软件开发(338),深圳-福田区,,6-8k,经验不限本科及以上,深圳市大世界信息技术有限公司,|其他行业|1-49人|,刘女士
Python软件开发工程师,深圳,,15-20k,经验不限本科及以上,金蝶,|互联网/电商|已上市|5000-10000人|,蒋女士
python开发工程师,深圳,,15-30k,5-10年本科及以上,悦服(深圳)管理咨询有限公司,|人力资源|50-99人|,余女士
Python开发工程师,深圳,,15-25k·13薪,1-3年大专及以上,银盛支付,|互联网/电商|1000-2000人|,林女士
后台开发工程师Golang/Java/python,深圳,,30-60k·15薪,经验不限统招本科,国内某独角兽具体,|互联网/电商|D轮及以上|5000-10000人|,袁先生
python研发工程师,深圳,,20-30k·15薪,经验不限统招本科,某头部知名大厂公司,|互联网/电商|融资未公开|10000人以上|,柴女士
高级python开发工程师,深圳-宝安区,,20-25k,3-5年本科及以上,深圳市某医疗科技有限公司,|IT服务|100-499人|,金女士
python工程师,深圳,,15-25k·14薪,3-5年学历不限,发展性金融科技平台,|金融科技|50-99人|,曾女士
python工程师,深圳,,15-25k·14薪,3-5年学历不限,发展性金融科技平台,|金融科技|50-99人|,曾女士
python,深圳-龙岗区,,20-30k·13薪,3-5年统招本科,深圳某科技有限公司,|计算机软件|融资未公开|10000人以上|,韦女士
python开发工程师,深圳-龙岗区,,15-20k,1-3年统招本科,MP,|互联网/电商|已上市|10000人以上|,张女士
python,深圳,,20-40k·13薪,1-3年大专及以上,大型 互联网公司,|互联网/电商|500-999人|,冯女士
量化开发工程师（Python）,深圳-南山区,,25-50k,3-5年本科及以上,某知名新兴资产管理公司,|基金/证券/投资|B轮|100-499人|,张女士
python developer,深圳,,25-40k·16薪,1-3年统招本科,crypto firm,|区块链|50-99人|,李先生
python开发,深圳,,20-40k,1-3年硕士及以上,量化私募基金公司,|证券|50-99人|,高先生
Python开发工程师,深圳,,24-45k·17薪,3-5年学历不限,某外资金融交易所,|区块链技术|100-499人|,赵女士
python (万海大厦）,深圳,,14-15k·13薪,1-3年统招本科,深圳华云信息系统有限公司,|计算机软件|融资未公开|100-499人|,张先生
python开发工程师,深圳,,20-30k,3-5年本科及以上,上海网杉信息技术有限公司,|计算机软件|融资未公开|,王女士
python后台开发工程师,深圳-龙华区,,10-20k,1-3年大专及以上,富士康科技集团CNSBG,|电子/芯片/半导体|10000人以上|,王女士
开发工程师（客开） Java /Python/DBA,深圳-南山区,,8-15k·13薪,1-3年统招本科,珠海金智维信息科技有限公司,|人工智能|A轮|100-499人|,陈女士
python开发工程师,深圳-宝安区,,10-20k·13薪,经验不限大专及以上,深圳市微特精密科技股份有限公司,|仪器/电气/自动化|500-999人|,王女士
python后台开发工程师,深圳-南山区,,10-25k,1-3年统招本科,深圳市观麦网络科技有限公司,|计算机软件|B轮|100-499人|,黄女士
Python开发工程师,深圳,,20-40k·14薪,经验不限本科及以上,金融科技公司,|金融科技|其他|5000-10000人|,JINGQIN WANG
python开发,深圳,,15-30k·16薪,3-5年统招本科,某智能科技公司,|支付|已上市|2000-5000人|,訾女士
python爬虫开发工程师,深圳-福田区,,8-10k,1-3年大专及以上,深圳某知名互联网公司,|互联网/电商|已上市|2000-5000人|,农女士
python高级开发工程师,深圳-南山区,,15-25k,5-10年大专及以上,楚星软件,|互联网/电商|融资未公开|50-99人|,钟女士
python,深圳,,15-30k·13薪,3-5年统招本科,某知名科技有限公司,|人工智能|100-499人|,龙先生
高级软件工程师 - python,深圳-南山区,,20-40k·16薪,经验不限统招本科,SmartX,|计算机软件|C轮|100-499人|,陈女士
python开发工程师,深圳-南山区,,10-20k,3-5年大专及以上,楚星软件,|互联网/电商|融资未公开|50-99人|,钟女士
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Python架构师（自动化测试平台开发）,深圳-龙岗区,,22-32k·15薪,5-10年统招本科,深圳市有为信息技术发展有限公司,|汽车/摩托车|500-999人|,郑女士
高级python开发工程师(J10682),深圳,,20-30k,3-5年统招本科,AKULAKU,|电子商务|D轮|1000-2000人|,蔡女士
python开发工程师,深圳,,25-35k·14薪,1-3年本科及以上,深圳某科技有限公司,|互联网/电商|1000-2000人|,钟女士
python开发工程师,深圳,,25-50k·13薪,经验不限本科及以上,某创新技术公司,|人工智能|100-499人|,凌女士
python开发工程师,深圳,,30-60k·16薪,1-3年统招本科,深圳**资本资产管理有限公司,|基金/证券/投资|融资未公开|50-99人|,朱女士
python开发（运维开发方向）,深圳,,13-18k,1-3年大专及以上,深圳回收宝科技有限公司,|电子商务|C轮|500-999人|,廖先生
python架构师,深圳-南山区,,40-70k·15薪,3-5年统招本科,企知道网络技术有限公司,|大数据|2000-5000人|,刘女士
python开发工程师,深圳,,15-25k·14薪,3-5年统招本科,睿心医疗,|计算机软件|C轮|50-99人|,王先生
python开发工程师,深圳,,12-20k·13薪,3-5年大专及以上,网新新思,|IT服务|500-999人|,麦先生
高级python开发工程师,深圳-南山区,,40-70k·15薪,3-5年统招本科,企知道网络技术有限公司,|大数据|2000-5000人|,刘女士
C++/Python开发程序员,深圳-福田区,,12-25k,1-3年本科及以上,华泰长城资本管理有限公司,|基金/证券/投资|50-99人|,金女士
python工程师,深圳-南山区,,15-30k,3-5年本科及以上,微众信科,|大数据|D轮|100-499人|,郑先生
Python工程师,深圳-龙岗区,,10-30k,1-3年本科及以上,省油灯网络科技,|电子/芯片/半导体|融资未公开|50-99人|,颜女士
Python后端开发工程师,深圳-南山区,,18-35k·13薪,3-5年统招本科,埃克斯工业(广东)有限公司,|计算机软件|A轮|100-499人|,何女士
Python大数据开发工程师,深圳-南山区,,15-25k·14薪,1-3年本科及以上,腾讯,|互联网/电商|已上市|10000人以上|,唐女士
Python 开发工程师（深圳/成都）,深圳,,15-35k,5-10年本科及以上,深圳市杉岩数据技术有限公司,|计算机软件|B轮|100-499人|,李先生
资深Python后端开发工程师,深圳,,16-24k·13薪,3-5年统招本科,深圳市杉岩数据技术有限公司,|计算机软件|B轮|100-499人|,文先生
系统开发工程师（python）,深圳,,10-20k,经验不限硕士及以上,富士康科技集团CNSBG,|电子/芯片/半导体|10000人以上|,王女士
Python开发工程师（校招）,深圳,,8-16k·13薪,经验不限硕士及以上,富士康科技集团CNSBG,|电子/芯片/半导体|10000人以上|,王女士
Python数据运营工程师,深圳-福田区,,面议,经验不限学历不限,深圳前海雅柏宝资本管理有限公司,|基金|1-49人|,邱女士
高级Python开发工程师,深圳,,20-40k·13薪,经验不限本科及以上,埃克斯工业(广东)有限公司,|计算机软件|A轮|100-499人|,郭先生
高级架构师（python）,深圳-南山区,,40-70k·15薪,10年以上统招本科,深圳某知名网络技术有限公司,|互联网/电商|100-499人|,魏先生
Python开发工程师,深圳-南山区,,20-30k·15薪,3-5年统招本科,某互联网公司,|互联网/电商|战略融资|5000-10000人|,陈女士
python开发leader,深圳-福田区,,30-40k,3-5年学历不限,兔大满科技,|互联网/电商|500-999人|,何女士
python工程化,深圳-南山区,,25-35k,1-3年统招本科,深圳呗佬科技有限公司,|互联网/电商|A轮|100-499人|,赫先生
高级python开发工程师,深圳,,25-50k·16薪,经验不限统招本科,知名互联网公司,|互联网/电商|融资未公开|1000-2000人|,龚先生
高级python工程师,深圳-南山区,,20-30k·14薪,5-10年统招本科,Y,|人工智能|已上市|1000-2000人|,王女士
python后端开发工程师,深圳-龙岗区,,18-30k,5-10年统招本科,软通动力技术服务,|互联网/电商|10000人以上|,张女士
python开发工程师,深圳,,25-35k,3-5年统招本科,共达地创新技术(深圳)有限公司,|计算机视觉|50-99人|,赵先生
python后端开发工程师,深圳,,25-40k,5-10年本科及以上,龙创悦动网络,|游戏开发|融资未公开|100-499人|,郑女士
python高级开发工程师,深圳-罗湖区,,20-40k·13薪,3-5年本科及以上,深圳市华运国际物流有限公司,|交通/物流/运输|5000-10000人|,林女士
python工程师,深圳,,15-25k·17薪,3-5年统招本科,国内知名金融平台,|互联网金融|战略融资|2000-5000人|,李先生
python开发工程师,深圳-宝安区,,15-35k,3-5年本科及以上,深圳数鑫科技有限公司,|计算机软件|天使轮|50-99人|,黄女士
python,深圳,,10-20k,3-5年统招本科,深圳华云信息系统有限公司,|计算机软件|融资未公开|100-499人|,王女士
python后端开发工程师（负责人）,深圳,,30-50k,5-10年统招本科,十方教育,|知识付费|A轮|500-999人|,王女士
python开发工程师,深圳-宝安区,,12-20k,1-3年本科及以上,深圳市华净科技有限公司,|环保|融资未公开|100-499人|,李女士
python后端开发工程师,深圳-南山区,,11-14k,1-3年本科及以上,博科资讯,|计算机软件|500-999人|,罗先生
python爬虫工程师,深圳-龙华区,,12-20k,3-5年大专及以上,深圳市简氏商务咨询有限公司,|专业服务|50-99人|,汪女士
python爬虫工程师,深圳-南山区,,15-20k,3-5年统招本科,途窝酒店集团,|餐饮/酒旅/服务|500-999人|,杨女士
高级python工程师,深圳,,15-30k·15薪,3-5年统招本科,道通科技,|电子/芯片/半导体|已上市|1000-2000人|,任女士
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
DevOps-Python开发工程师,深圳-南山区,,面议,经验不限大专及以上,华港联合家族办公室,|投资理财|100-499人|,黄女士
python,深圳,,12-24k·14薪,1-3年统招本科,深圳市金蝶天燕云计算股份有限公司,|计算机软件|新三板上市|100-499人|,张女士
python开发工程师,深圳-南山区,,20-35k·13薪,3-5年统招本科,深信服科技股份有限公司,|互联网/电商|已上市|5000-10000人|,王女士
Python工程师 (MJ000993),深圳,,15-30k·14薪,3-5年统招本科,PatPat,|电子商务|D轮|1000-2000人|,程女士
python开发工程师,深圳,,20-30k,1-3年本科及以上,骞瑞资产管理,|基金|1-49人|,任先生
python工程师,深圳-福田区,,11-22k·13薪,经验不限本科及以上,深圳乾晟信息科技有限公司,|互联网/电商|融资未公开|1-49人|,沈女士
python开发,深圳-南山区,,20-40k·15薪,3-5年统招本科,国内互联网金融公司,|互联网金融|500-999人|,梁女士
python开发工程师,深圳,,25-50k·15薪,3-5年统招本科,互联网大厂,|消费电子|A轮|1000-2000人|,罗先生
python 开发工程师,深圳-南山区,,10-15k,1-3年本科及以上,瑞云科技,|云计算|D轮|100-499人|,向女士
python开发工程师,深圳-南山区,,11-15k,3-5年本科及以上,瑞云科技,|云计算|D轮|100-499人|,向女士
python,深圳-宝安区,,12-25k·13薪,1-3年本科及以上,佰钧成技术,|计算机软件|融资未公开|5000-10000人|,熊女士
python开发工程师,深圳,,13-16k,1-3年大专及以上,百芯智能制造科技(深圳)有限公司,|电子/芯片/半导体|50-99人|,彭女士
