职位名称,工作地点,招聘状态,参考薪资,学历经验,公司名称,公司信息,联系人
高级java开发工程师,广州-天河区,,20-35k-13薪,---3-5年--统招本科-,广州有信科技有限公司,-云计算-B轮-100-499人-,陈女士
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Java开发工程师,广州-天河区,,15-30k-13薪,---3-5年--统招本科-,广州有信科技有限公司,-云计算-B轮-100-499人-,陈女士
高级java开发工程师,广州-荔湾区,,15-25k,---3-5年--大专及以上-,软通动力,-互联网/电商-10000人以上-,谷女士
JAVA开发工程师,广州,,14-17k,---3-5年--大专及以上-,软通动力分支机构,-互联网/电商-10000人以上-,赵女士
JAVA开发工程师,广州-荔湾区,,15-20k,---3-5年--大专及以上-,软通动力分支机构,-互联网/电商-10000人以上-,赵女士
java开发（PL),广州-黄埔区,,12-18k,---1-3年--统招本科-,慧博云通科技股份有限公司,-IT服务-战略投资-2000-5000人-,周女士
java工程师（驻场美国工作）,广州,,20-50k-13薪,---经验不限--大专及以上-,福建摩尔软件有限公司,-计算机软件-B轮-100-499人-,李女士
高级 Java 开发工程师,广州,,20-35k-13薪,---5-10年--统招本科-,新文溯科技,-计算机软件-50-99人-,招女士
Java软件研发工程师,广州,,10-15k,---1-3年--本科及以上-,广东祥龙信息科技有限公司,-计算机软件-100-499人-,郑女士
Java开发工程师,广州-黄埔区,,10-15k,---1-3年--本科及以上-,广东祥龙信息科技有限公司,-计算机软件-100-499人-,郑女士
（初级）Java/web研发工程师,广州-天河区,,7-12k,---1-3年--本科及以上-,广州丰石科技有限公司,-互联网/电商-天使轮-100-499人-,黄女士
java架构师,广州,,20-30k,---5-10年--本科及以上-,恒峰信息技术有限公司,-在线教育-已上市-100-499人-,何女士
java高级开发工程师,广州,,20-25k,---5-10年--大专及以上-,恒峰信息技术有限公司,-在线教育-已上市-100-499人-,何女士
高级java开发工程师,广州,,25-45k,---5-10年--统招本科-,金山办公软件,-互联网/电商-已上市-2000-5000人-,郑女士
高级Java工程师,广州-海珠区,,20-40k,---5-10年--统招本科-,广州市易工品科技有限公司,-互联网/电商-500-999人-,司先生
Java架构师（广告系统） (MJ004409),广州-番禺区,,30-50k-13薪,---5-10年--统招本科-,欢聚集团,-互联网/电商-美股上市-2000-5000人-,曾女士
java开发工程师,广州,,11-22k-15薪,---1-3年--统招本科-,菲亚兰德,-机械设备制造-融资未公开-500-999人-,谢女士
Java开发工程师（高级）,广州-天河区,,20-35k,---5-10年--本科及以上-,乐趣无限,-社交网络-A轮-50-99人-,叶女士
java高级开发工程师,广州-白云区,,10-25k,---5-10年--本科及以上-,云果信息,-计算机软件-融资未公开-1-49人-,梁女士
java开发工程师,广州-黄埔区,,15-20k,---3-5年--本科及以上-,金财互联数据服务有限公司,-互联网/电商-已上市-1000-2000人-,陈女士
高级java开发工程师,广州-黄埔区,,20-30k,---5-10年--本科及以上-,金财互联数据服务有限公司,-互联网/电商-已上市-1000-2000人-,陈女士
JAVA中级开发工程师,广州-黄埔区,,12-18k,---3-5年--大专及以上-,恒峰信息技术有限公司,-在线教育-已上市-100-499人-,何女士
高级java开发工程师,广州-天河区,,18-25k,---5-10年--大专及以上-,贤能数科,-互联网金融-50-99人-,黄女士
Java开发工程师（海外支付） (MJ004295),广州-番禺区,,18-35k-13薪,---3-5年--统招本科-,欢聚集团,-互联网/电商-美股上市-2000-5000人-,曾女士
中级java开发工程师,广州-番禺区,,12-18k-13薪,---3-5年--统招本科-,佳都科技集团股份有限公司,-计算机软件-沪深A股上市-2000-5000人-,郑女士
中级java工程师,广州,,8-15k,---1-3年--本科及以上-,广州白云金融控股集团有限公司,-基金-100-499人-,张女士
Java开发工程师,广州-天河区,,9-15k-13薪,---3-5年--本科及以上-,品高软件,-计算机软件-C轮-500-999人-,吕先生
高级Java开发工程师（低代码方向）,广州-海珠区,,12-20k,---5-10年--大专及以上-,润建股份,-通信业-沪深A股上市-5000-10000人-,周先生
高级Java开发工程师（物联方向）,广州-海珠区,,12-20k,---3-5年--本科及以上-,润建股份,-通信业-沪深A股上市-5000-10000人-,周先生
java开发（加班少）,广州-天河区,,14-23k-13薪,---3-5年--统招本科-,泓信供应链,-互联网/电商-D轮-500-999人-,李先生
java开发工程师（产研组）,广州-海珠区,,10-18k-14薪,---1-3年--本科及以上-,诚毅科技软件,-计算机软件-融资未公开-100-499人-,胡女士
（中高级）Java/web研发工程师,广州-天河区,,12-24k,---3-5年--本科及以上-,广州丰石科技有限公司,-互联网/电商-天使轮-100-499人-,肖女士
java专家（珠海办公）,广州,,30-60k-14薪,---5-10年--统招本科-,金山办公软件,-互联网/电商-已上市-2000-5000人-,王女士
java工程师（项目制非外包）,广州,,12-25k-13薪,---3-5年--大专及以上-,赛意信息,-计算机软件-创业板上市-2000-5000人-,时先生
JAVA工程师,广州-天河区,,8-18k,---3-5年--本科及以上-,易构智能科技(广州)有限公司,-人工智能-1-49人-,饶女士
高级JAVA开发工程师,广州,,15-25k,---5-10年--统招本科-,广州白云金融控股集团有限公司,-基金-100-499人-,张女士
java开发工程师,广州,,8-14k-13薪,---1-3年--统招本科-,广州南天,-计算机软件-1000-2000人-,苏女士
java开发工程师,广州-天河区,,12-20k-13薪,---1-3年--本科及以上-,乐趣无限,-社交网络-A轮-50-99人-,叶女士
java开发工程师,广州-天河区,,15-25k,---3-5年--大专及以上-,94智能,-AI行业应用-A轮-50-99人-,何女士
Java开发工程师（应用架构方向）,广州-天河区,,13-20k,---5-10年--统招本科-,薪宝科技,-计算机软件-天使轮-100-499人-,邓女士
JAVA开发工程师（初、中级）,广州-海珠区,,8-18k,---经验不限--统招本科-,广东立信企业有限公司,-IT服务-1000-2000人-,梁女士
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
java开发工程师,广州-海珠区,,11-23k,---经验不限--大专及以上-,上海华钦信息科技股份有限公司,-计算机软件-1000-2000人-,HR
java程序员,广州-海珠区,,8-12k,---1-3年--本科及以上-,广州艾力彼管理顾问有限公司,-专业服务-1-49人-,冯女士
java开发工程师,广州-海珠区,,12-16k-14薪,---1-3年--本科及以上-,诚毅科技软件,-计算机软件-融资未公开-100-499人-,胡女士
Java开发工程师 (J001824),广州-海珠区,,15-24k,---1-3年--本科及以上-,广东银雁科技,-计算机软件-5000-10000人-,钱女士
JAVA实习生,广州,,3-6k,---经验不限--本科及以上-,正佳科技集团,-行业Saas-100-499人-,张女士
java开发工程师,广州-海珠区,,8-12k,---1-3年--大专及以上-,中创孵化器发展有限公司,-专业服务-50-99人-,冯女士
Java开发工程师（广州）,广州-番禺区,,10-15k-13薪,---3-5年--统招本科-,深圳市巨龙创视科技有限公司,-计算机软件-融资未公开-100-499人-,张女士
Java,广州,,12-20k,---5-10年--本科及以上-,中电金信,-计算机软件-其他-10000人以上-,吴女士
java开发工程师-广州,广州-天河区,,8-13k-14薪,---1-3年--统招本科-,泰格医药,-制药/生物工程-已上市-2000-5000人-,朱女士
高级java开发工程师,广州-天河区,,13-20k,---5-10年--大专及以上-,广东国地规划科技股份有限公司,-规划设计-100-499人-,谭女士
java高级工程师,广州-天河区,,15-30k-15薪,---3-5年--本科及以上-,亚信科技,-通信业-10000人以上-,黎先生
java工程师,广州-天河区,,8-13k,---1-3年--大专及以上-,深圳市香蕉数字科技有限公司,-跨境电商-100-499人-,刘女士
高级java开发工程师,广州-天河区,,25-35k-13薪,---5-10年--本科及以上-,乐趣无限,-社交网络-A轮-50-99人-,陈女士
java开发工程师,广州-越秀区,,10-30k,---3-5年--大专及以上-,中电金信,-计算机软件-其他-10000人以上-,马女士
Java开发工程师,广州-黄埔区,,13-20k-13薪,---1-3年--统招本科-,微位科技,-企业安全-B轮-100-499人-,杨先生
java中级开发工程师,广州-越秀区,,11-18k,---1-3年--统招本科-,广州恒巨信息科技有限公司,-计算机软件-融资未公开-1-49人-,罗女士
Java高级开发工程师,广州-天河区,,20-25k,---5-10年--本科及以上-,嘉为科技,-企业服务软件-B轮-500-999人-,卢先生
java开发工程师（数据组）,广州-天河区,,8-12k,---1-3年--本科及以上-,广州智选网络科技有限公司,-O2O服务-A轮-100-499人-,林女士
java开发工程师,广州,,10-20k,---5-10年--统招本科-,奥格科技股份有限公司,-互联网+-1000-2000人-,陈女士
Java开发工程师,广州-海珠区,,15-25k-13薪,---3-5年--本科及以上-,保利地产投资顾问有限公司,-房地产服务-2000-5000人-,黄女士
初级Java开发工程师,广州,,6-9k-13薪,---1-3年--本科及以上-,新文溯科技,-计算机软件-50-99人-,李女士
java开发工程师-活动组,广州-天河区,,12-16k,---1-3年--本科及以上-,泛华金控,-保险-美股上市-2000-5000人-,高女士
java开发工程师-核心组,广州-天河区,,12-16k,---1-3年--本科及以上-,泛华金控,-保险-美股上市-2000-5000人-,高女士
Java初级开发工程师,广州-白云区,,8-12k,---1-3年--大专及以上-,东软集团有限公司,-计算机软件-10000人以上-,赵先生
中级java开发工程师（大数据）,广州-番禺区,,12-18k-14薪,---3-5年--本科及以上-,佳都科技集团股份有限公司,-计算机软件-沪深A股上市-2000-5000人-,郑女士
大数据Java开发工程师 (MJ003703),广州-番禺区,,20-40k-13薪,---3-5年--本科及以上-,欢聚集团,-互联网/电商-美股上市-2000-5000人-,曾女士
Java Project Manager,广州,,面议,---5-10年--统招本科-,广州宝洁有限公司,-快消品-10000人以上-,杜先生
Web 后台工程师（Java） (MJ003378),广州,,18-35k-13薪,---3-5年--本科及以上-,欢聚集团,-互联网/电商-美股上市-2000-5000人-,曾女士
java前端开发工程师,广州-海珠区,,10-20k,---3-5年--本科及以上-,中大股份,-房地产/建筑-1000-2000人-,任先生
Java开发工程师,广州,,12-18k,---5-10年--本科及以上-,广东国地规划科技股份有限公司,-规划设计-100-499人-,谭女士
中高级Java开发工程师,广州-黄埔区,,15-20k,---3-5年--本科及以上-,广电运通金融电子,-计算机软件-已上市-5000-10000人-,刘先生
高级Java开发工程师 (MJ003466),广州-番禺区,,20-40k-13薪,---5-10年--本科及以上-,欢聚集团,-互联网/电商-美股上市-2000-5000人-,曾女士
Java后端开发工程师 (MJ003459),广州-番禺区,,15-30k-13薪,---经验不限--本科及以上-,欢聚集团,-互联网/电商-美股上市-2000-5000人-,曾女士
java架构师,广州-天河区,,30-35k-15薪,---5-10年--本科及以上-,埋堆堆,-文娱/内容平台-100-499人-,梁先生
Java高级开发工程师,广州-黄埔区,,10-20k-13薪,---5-10年--本科及以上-,高新兴智联科技有限公司,-通信业-100-499人-,王先生
本周热招-Web 后台工程师（Java） (MJ003378),广州,,18-35k-13薪,---3-5年--本科及以上-,欢聚集团,-互联网/电商-美股上市-2000-5000人-,曾女士
JAVA开发（英语读写）,广州-越秀区,,9-16k,---3-5年--本科及以上-,软通动力分支机构,-互联网/电商-10000人以上-,赵女士
Java开发,广州-天河区,,10-25k,---1-3年--统招本科-,京北方信息,-IT服务-已上市-10000人以上-,梁女士
高级Java开发工程师（海外支付） (MJ003012),广州-番禺区,,20-40k-13薪,---5-10年--本科及以上-,欢聚集团,-互联网/电商-美股上市-2000-5000人-,曾女士
高级Java/Golang开发工程师 (MJ003273),广州-番禺区,,15-25k-13薪,---3-5年--本科及以上-,欢聚集团,-互联网/电商-美股上市-2000-5000人-,曾女士
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Java开发工程师（研发部）,广州-海珠区,,14-18k-14薪,---3-5年--统招本科-,诚毅科技软件,-计算机软件-融资未公开-100-499人-,胡女士
Java开发工程师,广州,,8-10k,---1-3年--本科及以上-,卓志集团,-电子商务-1000-2000人-,郭女士
Java Software Engineer,广州-天河区,,面议,---经验不限--统招本科-,广州宝洁有限公司,-快消品-10000人以上-,杜先生
高级Java开发工程师 (MJ003245),广州-番禺区,,25-40k-13薪,---经验不限--本科及以上-,欢聚集团,-互联网/电商-美股上市-2000-5000人-,曾女士
Java高级开发工程师,广州-海珠区,,20-25k,---经验不限--学历不限-,阿凡提,-大数据行业应用-其他-100-499人-,吴女士
JAVA软件工程师,广州-天河区,,8-10k,---1-3年--统招本科-,广州赛宝认证中心服务有限公司,-检测/认证-融资未公开-500-999人-,曾女士
java,广州,,17-25k,---3-5年--大专及以上-,中电金信,-计算机软件-其他-10000人以上-,张女士
Java开发工程师,广州,,8-15k-14薪,---1-3年--统招本科-,通联支付广东,-银行-5000-10000人-,邱女士
高级Java开发工程师,广州-天河区,,20-45k,---5-10年--本科及以上-,富力集团-互联网事业部,-O2O服务-100-499人-,曾女士
Java组长,广州-天河区,,20-45k,---5-10年--统招本科-,京北方信息,-IT服务-已上市-10000人以上-,梁女士
Java中级/高级开发工程师,广州-天河区,,11-20k,---3-5年--本科及以上-,京北方信息,-IT服务-已上市-10000人以上-,梁女士
资深Java后台工程师,广州-番禺区,,25-35k-14薪,---5-10年--统招本科-,广州探迹科技有限公司,-互联网/电商-B轮-1000-2000人-,林女士
JAVA开发工程师（广州越秀区）(J11369),广州-越秀区,,10-20k-13薪,---1-3年--本科及以上-,高新兴科技集团股份有限公司,-IT服务-已上市-2000-5000人-,吕女士
Java开发工程师,广州-天河区,,11-25k-13薪,---经验不限--统招本科-,上海华钦信息科技股份有限公司,-计算机软件-1000-2000人-,HR
Java TL,广州,,15-25k-13薪,---5-10年--统招本科-,上海华钦信息科技股份有限公司,-计算机软件-1000-2000人-,HR
Java开发工程师,广州-海珠区,,23-25k-15薪,---5-10年--本科及以上-,中大股份,-房地产/建筑-1000-2000人-,任先生
Java开发工程师,广州-越秀区,,10-15k,---1-3年--本科及以上-,上海华钦信息科技股份有限公司,-计算机软件-1000-2000人-,HR
JAVA工程师,广州-南沙区,,10-15k-14薪,---3-5年--大专及以上-,得意电子,-电子/芯片/半导体-5000-10000人-,黎先生
Java开发工程师 (MJ002560),广州-番禺区,,15-25k-13薪,---3-5年--本科及以上-,欢聚集团,-互联网/电商-美股上市-2000-5000人-,曾女士
java高级开发,广州-天河区,,15-22k-13薪,---5-10年--大专及以上-,上海华钦信息科技股份有限公司,-计算机软件-1000-2000人-,HR
大数据Java开发工程师,广州,,6-12k,---经验不限--统招本科-,威讯柏睿数据科技(北京)有限公司,-计算机软件-B轮-100-499人-,箭女士
java开发,广州,,12-16k-13薪,---3-5年--本科及以上-,广州图创计算机软件开发有限公司,-企业服务软件-100-499人-,刁女士
java开发,广州-天河区,,8-16k,---1-3年--统招本科-,软通动力技术服务,-互联网/电商-10000人以上-,陈先生
Java开发工程师 (MJ000626),广州,,10-20k-13薪,---1-3年--本科及以上-,欢聚集团,-互联网/电商-美股上市-2000-5000人-,曾女士
中级Java开发工程师,广州,,10-18k-13薪,---1-3年--本科及以上-,新文溯科技,-计算机软件-50-99人-,谭女士
服务端开发工程师（java、php等转erlang）,广州-海珠区,,8-16k-13薪,---经验不限--统招本科-,广州乐牛游戏,-游戏开发-100-499人-,吴女士
JAVA开发工程师,广州,,13-17k-13薪,---3-5年--学历不限-,某知名跨境社交电商企业,-互联网/电商-已上市-2000-5000人-,张女士
资深java架构师,广州,,30-50k-13薪,---5-10年--学历不限-,国内大型电商,-垂直电商-D轮及以上-2000-5000人-,谭女士
架构师（Java）,广州,,30-60k-15薪,---5-10年--本科及以上-,大型独角兽企业,-互联网/电商-D轮及以上-2000-5000人-,赵女士
高级／资深Java开发（数据方向）,广州,,30-50k-15薪,---3-5年--本科及以上-,大型独角兽企业,-互联网/电商-D轮及以上-2000-5000人-,赵女士
高级java工程师,广州,,15-25k-13薪,---3-5年--统招本科-,QL教育,-互联网/电商-融资未公开-100-499人-,郑女士
java中高级开发工程师,广州,,15-30k,---5-10年--统招本科-,知名软件开发公司,-计算机软件-500-999人-,周先生
java中级开发工程师,广州,,15-20k,---经验不限--统招本科-,知名软件开发公司,-计算机软件-500-999人-,周先生
资深java（数据方向）,广州,,30-50k-16薪,---5-10年--本科及以上-,国内电商独角兽,-互联网/电商-D轮及以上-2000-5000人-,林先生
java开发工程师,广州,,18-30k-13薪,---3-5年--大专及以上-,广州知名社群电商平台公司,-互联网/电商-100-499人-,孙女士
架构师（java),广州,,30-50k-16薪,---5-10年--本科及以上-,国内电商独角兽,-互联网/电商-D轮及以上-2000-5000人-,张女士
架构师（Java）,广州,,30-50k-16薪,---5-10年--本科及以上-,国内电商独角兽,-互联网/电商-D轮及以上-2000-5000人-,林先生
资深java开发 （数据方向）,广州,,30-50k-15薪,---5-10年--统招本科-,国内 B2B 行业的独角兽企业,-服装纺织-D轮及以上-2000-5000人-,杨女士
高级java开发工程师,广州-天河区,,18-30k-13薪,---3-5年--本科及以上-,纳斯达克上市网络技术公司,-互联网/电商-已上市-500-999人-,张女士
架构师（Java）,广州,,30-50k-15薪,---5-10年--统招本科-,国内 B2B 行业的独角兽企业,-服装纺织-D轮及以上-2000-5000人-,杨女士
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
高级／资深Java开发（数据方向）,广州,,30-50k-13薪,---3-5年--学历不限-,大型电商企业,-电子商务-D轮及以上-2000-5000人-,梁女士
java技术专家,广州,,25-50k,---经验不限--本科及以上-,国际银行,-银行-战略融资-2000-5000人-,杨女士
高级java开发工程师,广州-番禺区,,25-50k-15薪,---5-10年--大专及以上-,广州本地某准独角兽企业，D轮准上市公司,-智能硬件-D轮及以上-500-999人-,李晓明
中级JAVA工程师,广州-番禺区,,15-20k-13薪,---3-5年--本科及以上-,某自助设备智能化平台，移动支付方案解决专家,-计算机软件-D轮及以上-500-999人-,黄先生
JAVA开发工程师,广州-白云区,,13-17k-15薪,---1-3年--统招本科-,大型快消品公司,-快消品-融资未公开-5000-10000人-,王先生
java工程师,广州,,15-22k-15薪,---3-5年--本科及以上-,某软件研发厂商,-互联网/电商-天使轮-100-499人-,谭先生
高级java工程师,广州,,25-50k-13薪,---3-5年--本科及以上-,某知名跨境电商公司,-跨境电商-融资未公开-1000-2000人-,郑先生
JAVA开发工程师,广州,,13-20k-15薪,---经验不限--统招本科-,大型快消品公司,-快消品-融资未公开-2000-5000人-,黎先生
高级java开发工程师,广州,,20-35k,---5-10年--统招本科-,某外资软件公司,-计算机软件-10000人以上-,何女士
高级全栈工程师【英文好，前端react后端Java】,广州-天河区,,30-45k-14薪,---5-10年--统招本科-,世界500强外资银行,-银行-10000人以上-,祝女士
Java,广州-天河区,,22-30k-14薪,---5-10年--本科及以上-,知名互联网企业,-互联网/电商-2000-5000人-,张先生
java后端开发,广州-越秀区,,25-45k-16薪,---5-10年--统招本科-,数字广东,-大数据-天使轮-1000-2000人-,唐女士
中高级java工程师,广州-番禺区,,15-20k,---1-3年--大专及以上-,广州乐摇摇信息科技有限公司,-互联网+-D轮及以上-500-999人-,汪女士
java工程师（支付业务）,广州,,25-50k,---经验不限--统招本科-,知名互联网公司,-互联网/电商-战略融资-5000-10000人-,陈女士
高级Java开发工程师,广州,,20-30k,---经验不限--本科及以上-,某金融科技,-消费金融-天使轮-50-99人-,金女士
高级java开发工程师,广州-天河区,,25-30k-14薪,---5-10年--统招本科-,中国移动子公司,-互联网/电商-融资未公开-1000-2000人-,廖先生
java高级工程师（广州）,广州-黄埔区,,15-25k-13薪,---5-10年--本科及以上-,广州知名计算机软件公司,-计算机软件-其他-100-499人-,王女士
java工程师,广州-天河区,,30-60k-16薪,---3-5年--统招本科-,某网络科技有限公司,-金融科技-100-499人-,谭女士
java开发,广州-番禺区,,13-16k,---3-5年--大专及以上-,运达科技,-计算机软件-天使轮-500-999人-,周先生
Java开发工程师,广州,,12-20k-13薪,---3-5年--本科及以上-,世纪龙,-互联网+-1000-2000人-,区女士
资深JAVA开发工程师,广州,,26-35k-15薪,---5-10年--统招本科-,某知名公司,-互联网/电商-融资未公开-1000-2000人-,施女士
高级／资深Java开发（数据方向）,广州,,30-50k-13薪,---5-10年--统招本科-,互联网独角兽企业,-互联网/电商-2000-5000人-,刘宝心
JAVA架构师（SRE方向）,广州-天河区,,20-25k-14薪,---3-5年--统招本科-,薪宝信息科技（广州）有限公司,-互联网金融-天使轮-100-499人-,缪先生
Java工程师（中级/高级）,广州,,15-30k-15薪,---经验不限--统招本科-,国内的一站式大数据及AI智能商业应用提供商,-大数据-C轮-100-499人-,杨先生
Java开发（客户端方向）,广州-天河区,,15-30k-13薪,---经验不限--统招本科-,北京某主板上市基础软件公司,-计算机软件-1000-2000人-,金女士
Software Engineering Manager ( Java/ DevOps),广州,,40-60k,---10年以上--本科及以上-,Fulltime hiring for global bank IT team,-计算机软件-5000-10000人-,陈女士
java开发工程师（中、高级）,广州,,15-25k-13薪,---3-5年--大专及以上-,某高新科技企业,-工业互联网-100-499人-,谢女士
中级Java软件工程师,广州-天河区,,30-45k,---5-10年--统招本科-,全球著名外资银行,-银行-融资未公开-5000-10000人-,祝女士
Java服务端开发工程师-数据中台,广州,,25-40k-16薪,---5-10年--统招本科-,国内知名企业，行业姣姣者,-互联网/电商-已上市-2000-5000人-,杜女士
高级java工程师,广州,,20-25k-13薪,---5-10年--本科及以上-,某信息科技集团,-文娱/内容平台-战略融资-50-99人-,潘女士
中级java开发工程师,广州-黄埔区,,20-25k,---5-10年--统招本科-,广东某科技有限公司,-新能源-2000-5000人-,沈女士
java开发工程师,广州-番禺区,,20-30k,---经验不限--统招本科-,欢聚时代,-互联网/电商-已上市-10000人以上-,李女士
Java主管/经理【行业黄埔军校】,广州-天河区,,25-35k-14薪,---5-10年--统招本科-,世界500强快消品行业巨头,-快消品-融资未公开-10000人以上-,祝女士
Java【快消巨头，简历增值】,广州-天河区,,15-25k-14薪,---1-3年--统招本科-,世界500强快消品行业巨头,-快消品-融资未公开-10000人以上-,祝女士
资深java开发工程师,广州-天河区,,25-40k-16薪,---3-5年--统招本科-,某知名上市互联网公司,-开发者服务-D轮及以上-10000人以上-,郑女士
高级Java开发（音频）,广州-天河区,,20-40k-15薪,---3-5年--本科及以上-,某大型互联网上市企业,-互联网/电商-已上市-500-999人-,潘先生
Java开发工程师,广州,,20-30k-15薪,---经验不限--统招本科-,国内某知名互联网金融公司,-基金/证券/投资-C轮-100-499人-,皇女士
java高级工程师,广州,,25-40k-16薪,---5-10年--本科及以上-,国内电商独角兽,-互联网/电商-D轮及以上-2000-5000人-,林先生
java高级工程师,广州,,20-40k-13薪,---3-5年--本科及以上-,国内电商独角兽,-互联网/电商-D轮及以上-2000-5000人-,张女士
java开发工程师,广州,,14-20k-13薪,---1-3年--统招本科-,全球知名数字化转型咨询公司,-IT服务-10000人以上-,蔡女士
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Java developer,广州-天河区,,12-21k-14薪,---3-5年--学历不限-,TEKsystems,-互联网+-500-999人-,赵先生
Java Developer-corebanking project,广州,,22-35k-13薪,---5-10年--大专及以上-,中软国际科技,-IT服务-10000人以上-,赵女士
高级java开发工程师,广州-天河区,,20-30k,---5-10年--本科及以上-,某大型医疗信息化企业,-计算机软件-50-99人-,熊先生
Java开发高级/资深/专家-独角兽 汽车,广州-天河区,,20-40k-15薪,---5-10年--统招本科-,某知名新能源汽车上市公司- 智能电动 独角兽企业,-新能源/电动汽车-10000人以上-,胡女士
高级JAVA工程师,广州,,面议,---3-5年--本科及以上-,周生生,-珠宝/玩具/工艺品-5000-10000人-,苏女士
高级Java工程师,广州,,15-25k,---5-10年--本科及以上-,蘑菇物联,-计算机软件-B轮-100-499人-,李女士
java 开发工程师,广州-天河区,,30-50k-16薪,---3-5年--本科及以上-,国内某金融科技有限公司,-互联网/电商-100-499人-,郑女士
java 资深开发专家,广州-天河区,,35-65k-16薪,---5-10年--本科及以上-,国内某金融科技有限公司,-互联网/电商-100-499人-,郑女士
后端研发经理/JAVA后台主管,广州-天河区,,30-40k,---5-10年--统招本科-,Povison,-跨境电商-A轮-100-499人-,张先生
java开发主管,广州-荔湾区,,30-60k-15薪,---5-10年--本科及以上-,唯品会(中国),-互联网/电商-美股上市-10000人以上-,HR
高级java开发工程师,广州-越秀区,,15-20k,---5-10年--本科及以上-,中科汇联,-IT服务-100-499人-,高女士
Java开发工程师,广州-花都区,,15-22k,---3-5年--统招本科-,联友科技,-计算机软件-1000-2000人-,莫女士
java开发工程师,广州,,8-15k,---经验不限--统招本科-,高新兴科技集团股份有限公司,-IT服务-已上市-2000-5000人-,许女士
java高级开发工程师,广州,,18-30k,---5-10年--大专及以上-,某网络科技有限公司,-计算机软件-A轮-100-499人-,梅先生
java后端开发,广州,,15-25k,---经验不限--大专及以上-,广州市金码信息科技有限公司,-1-49人-,贺先生
java中级开发工程师,广州-番禺区,,10-15k,---1-3年--大专及以上-,尚捷智慧云,-计算机软件-100-499人-,李先生
java高级开发工程师,广州-番禺区,,10-15k,---5-10年--大专及以上-,尚捷智慧云,-计算机软件-100-499人-,李先生
Java开发工程师,广州-番禺区,,14-28k-14薪,---3-5年--本科及以上-,某知名信息科技有限公,-互联网/电商-战略融资-5000-10000人-,梁女士
java高级工程师+16薪+五险一金+餐补,广州,,18-35k-16薪,---3-5年--本科及以上-,希音SHEIN,-互联网/电商-C轮-5000-10000人-,符女士
java工程师,广州,,20-40k-13薪,---3-5年--统招本科-,广东**科技有限公司,-电子/芯片/半导体-融资未公开-100-499人-,胡先生
高级java开发工程师,广州-海珠区,,15-28k,---5-10年--大专及以上-,某it服务技术公司,-IT服务-10000人以上-,龚先生
高级java开发工程师,广州,,17-28k,---5-10年--本科及以上-,某it服务技术公司,-IT服务-10000人以上-,龚先生
java开发经理,广州,,10-30k,---3-5年--本科及以上-,靴雪网络,-科研及技术服务-融资未公开-100-499人-,王先生
java高级工程师,广州-天河区,,20-40k,---5-10年--本科及以上-,沃泰控股集团有限公司,-互联网/电商-融资未公开-1000-2000人-,梁女士
高级JAVA开发工程师-银行核心项目,广州,,22-36k-13薪,---5-10年--大专及以上-,中软国际科技,-IT服务-10000人以上-,赵女士
java开发,广州,,20-40k-13薪,---3-5年--学历不限-,创思,-互联网/电商-不需要融资-2000-5000人-,徐女士
资深java专家,广州-天河区,,30-55k-16薪,---5-10年--学历不限-,国内知名互联网公司,-互联网/电商-已上市-10000人以上-,姜女士
Java后端leader,广州-天河区,,30-50k-15薪,---5-10年--统招本科-,TT语音,-互联网/电商-战略融资-1000-2000人-,胡女士
java软件工程师,广州-天河区,,15-20k-15薪,---3-5年--学历不限-,大型知名健康产业企业,-互联网/电商-融资未公开-10000人以上-,姜女士
区块链/JAVA架构师,广州,,20-40k-13薪,---5-10年--本科及以上-,蚁米控股有限公司,-区块链应用-100-499人-,翟先生
java开发工程师,广州,,12-17k,---3-5年--统招本科-,壹链盟,-金融科技-战略投资-100-499人-,徐先生
Java卡应用开发工程师 (MJ000245),广州,,15-30k-13薪,---3-5年--统招本科-,中国联通广东省分公司,-通信业-1000-2000人-,黄女士
高级Java工程师/架构师,广州,,30-40k,---5-10年--本科及以上-,联友科技,-计算机软件-1000-2000人-,莫女士
Java架构师 (MJ000023),广州-番禺区,,20-35k,---5-10年--大专及以上-,中大凯旋,-计算机软件-战略投资-100-499人-,巫先生
java工程师,广州-天河区,,10-15k-13薪,---3-5年--统招本科-,广东德生科技股份有限公司,-互联网/电商-中小板上市-1000-2000人-,梁先生
java开发工程师,广州,,12-17k-13薪,---1-3年--本科及以上-,广州乐圆信息科技有限公司,-互联网/电商-50-99人-,谢先生
高级java开发工程师,广州-天河区,,20-25k,---3-5年--本科及以上-,广东星舆科技有限公司,-自动驾驶-A轮-100-499人-,唐先生
java工程师,广州-天河区,,10-18k,---1-3年--统招本科-,广东星舆科技有限公司,-自动驾驶-A轮-100-499人-,唐先生
