职位名称,工作地点,招聘状态,参考薪资,学历经验,公司名称,公司信息,联系人
Java工程师（数据方向）,苏州,,12-24k,5-10年统招本科,企查查,|电子商务|C轮|100-499人|,王女士
高级java开发工程师,苏州-工业园区,,15-30k·13薪,3-5年统招本科,某大型软件企业,|计算机软件|融资未公开|1-49人|,马先生
java工程师,苏州,,25-30k·13薪,3-5年学历不限,国内某数据开发公司,|互联网/电商|融资未公开|100-499人|,任先生
 急急急！独角兽企业10-15K诚聘Java后端工程师,苏州-工业园区,,10-15k·13薪,1-3年大专及以上,企业创新服务独角兽公司,|企业服务软件|D轮及以上|1000-2000人|,沈先生
JAVA工程师,苏州-工业园区,,18-25k,3-5年统招本科,国内IT公司,|计算机软件|融资未公开|1-49人|,赵女士
java开发,苏州-工业园区,,10-20k,1-3年本科及以上,北京科蓝软件系统股份有限公司,|计算机软件|已上市|2000-5000人|,叶女士
java开发工程师,苏州-工业园区,,12-20k,3-5年本科及以上,江苏风云科技服务有限公司,|计算机软件|融资未公开|500-999人|,李先生
java开发工程师,苏州,,10-24k·14薪,1-3年大专及以上,九维时空科技,|计算机软件|50-99人|,谢先生
Java开发工程师,苏州-工业园区,,7-15k·15薪,1-3年本科及以上,苏州用友,|互联网/电商|沪深A股上市|100-499人|,单女士
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
java高级开发工程师,苏州,,12-16k,5-10年本科及以上,盟拓软件,|计算机软件|500-999人|,HR
苏州-资深Java开发工程师 (MJ000341),苏州,,11-18k,经验不限学历不限,盟拓软件,|计算机软件|500-999人|,HR
高级java工程师,苏州,,18-25k·15薪,5-10年本科及以上,苏州某股份有限公司,|计算机/网络设备|500-999人|,张女士
高级Java,苏州,,25-35k·15薪,3-5年学历不限,知名互联网公司,|人工智能|500-999人|,李先生
项目经理（Java）,苏州,,28-35k·20薪,5-10年本科及以上,互联网,|互联网/电商|500-999人|,李先生
