id,名称,总阅读数,总鲜花数,总催更票数,总打赏(单位万),总月票数,总分享次数,评分,好评人数,小说分类
1656,全民星际：我的基地融合虫族核心,706007,16859,2,26760000.0,10,0,10,2987人,科幻网游
1657,四合院：逼我腾房，还想让我帮忙,222696,6227,0,8880000.0,1,0,10,566人,同人小说
1658,开局十朝元老，吕布跪求当义子,218897,4168,1,3000000.0,6,0,10,625人,军事历史
1659,大秦：武神,14308143,340667,275,278000.0,0,8,10,34002人,军事历史
1660,美食：从巴隆群岛开始吞噬,984150,23449,13,15000.0,0,0,10,3362人,同人小说
1661,感谢不嫁之恩，我成了金融巨头,4858969,891488,452,184000.0,10,0,10,56233人,都市言情
1662,我，开局逮捕相亲对象！,6539158,525745,247,161000.0,1,2,10,32185人,都市言情
1663,老爸婚礼现场，我把后妈抓了,1805634,48448,43,301000.0,0,0,10,3605人,都市言情
1664,娱乐：我夺舍了刘星！,15756854,457590,188,548000.0,0,12,10,40907人,同人小说
1665,武侠：开局童姥散功，我清理门户,189205,3917,5,21000000.0,3,0,10,1535人,武侠仙侠
1666,皇帝颁奖典礼：开局颁发千古一帝,2250138,481084,188,771000.0,3,0,10,22463人,军事历史
1667,全民县令：我无限合成，横扫诸天,119732,34169,0,5880000.0,29,0,10,1732人,玄幻奇幻
1668,四合院：开局坑掉棒梗,802600,16981,0,1000000.0,0,0,10,1016人,同人小说
1669,不一样的热血世界,1022045,26179,9,16000.0,12,3,10,5643人,同人小说
1670,我让痔疮神药，老肝妈火爆国外,134874,15183,0,2000000.0,20,0,10,624人,都市言情
1671,四合院：我有座神秘工厂,2532391,72903,10,62760000.0,0,0,10,4355人,同人小说
1672,大秦：天降榜单，我战神苟不住了,2374651,116911,1,58000.0,0,0,10,1515人,军事历史
1673,审判历史：我化身阎罗，对话古今,1737386,225078,50,998000.0,9,0,10,6145人,都市言情
1674,娱乐：神级导演从败光一个亿开始,9090217,228086,219,2015000.0,0,1,10,19495人,都市言情
1675,都市：毕业照，我跟校花穿情侣装,3044792,98818,39,14000.0,1,0,10,7744人,都市言情
1676,娱乐：演技太差，我的能力自己黑化了,3288968,192837,22,225000.0,0,0,10,23534人,都市言情
1677,特种兵：开局召唤光环斯巴达战士,131017,16818,3,18880000.0,47,0,10,2516人,军事历史
1678,海军本部：开局一颗大虚果实,135238,18704,0,62160000.0,22,0,10,1708人,同人小说
1679,武侠：开局打造狠人榜,3001022,276727,92,1098000.0,0,0,10,18194人,武侠仙侠
1680,木叶：开局推演六式武装色霸气！,2216908,22484,1,62000.0,3,5,10,3357人,同人小说
1681,开局推演雷法千鸟，竟然被姐姐直播曝光了,6047860,941746,527,532000.0,5,0,10,52847人,玄幻奇幻
1682,国运：轮回空间只有我知道剧情,2322528,118212,26,762000.0,2,0,10,7682人,都市言情
1683,一人纪录片，开局拯救华南虎一家,1638216,190664,39,471000.0,7,0,10,10743人,都市言情
1684,王者：我，全网最强打野！,2713086,66502,37,416000.0,0,0,10,4390人,科幻网游
1685,游戏设计师：免费的才是最贵的,7424186,488342,407,94000.0,0,0,10,40556人,都市言情
1686,大秦：秽土转生白起，吓呆罗网！,1213370,14577,3,8880000.0,0,0,10,1487人,军事历史
1687,洪荒：我是一个锻造师！,9826727,223319,93,260000.0,0,0,10,9822人,武侠仙侠
1688,我被丧尸咬了,30507108,685094,940,302000.0,0,425,10,127005人,恐怖灵异
1689,逃亡游戏：我能看到奇怪提示,1802150,223571,157,272000.0,5,4,10,17990人,科幻网游
1690,都市：我真不想做大亨,9224944,238883,36,36000.0,0,43,10,17629人,都市言情
1691,都市：人在非洲，矿场主开始崛起,1742934,151837,155,433000.0,0,0,10,16326人,都市言情
1692,柯学网曝：总有人想扒我马甲,1507191,162863,52,148000.0,10,0,10,14906人,同人小说
1693,奶爸：天降萌娃，女总裁绷不住了,1141381,30814,8,31640000.0,0,0,10,2733人,都市言情
1694,四合院：开局阎解旷，我谁都坑,1560215,235908,59,110000.0,6,0,10,13406人,同人小说
1695,洪荒：我立儒道，读书亦可成圣！,997369,54584,28,363000.0,5,0,10,3507人,玄幻奇幻
1696,开局吃掉所有课本，我考了状元！,3238861,209775,75,1000000.0,0,0,10,15391人,都市言情
1697,开局一首双截棍，开启说唱时代,3795573,337437,151,1229000.0,10,0,10,25271人,都市言情
1698,nba死亡缠绕， 俺是折磨怪,437056,7083,0,1000000.0,3,0,10,1099人,科幻网游
1699,实教：我加载了个人面板,444140,36920,19,15000.0,12,0,10,5615人,青春校园
1700,都市：签到三十天，我推理无敌了,5164454,208975,78,2223000.0,1,5,10,8775人,都市言情
1701,从霹雳开始的行医者,3536317,155148,38,23000.0,4,0,10,17959人,同人小说
1702,刚毕业，女主播就生了三胞胎,264892,10333,0,13000000.0,4,0,10,1349人,都市言情
1703,大航海时代，我成了npc？,1763802,101041,30,31880000.0,0,0,10,5920人,同人小说
1704,我盘点帝王，开启神国,1030399,38008,21,222000.0,7,0,10,12189人,玄幻奇幻
1705,精灵宝可梦：背包系统,12163098,475137,214,269000.0,4,7,10,22800人,同人小说
1706,真假转换：从军火贩子开始,1006855,50323,13,15000.0,0,0,10,4698人,都市言情
1707,大秦：开局召唤黄金白羊座,1804953,210357,83,586000.0,0,0,10,14204人,军事历史
1708,万族战场：我无限爆兵，杀尽万族,119400,32699,0,180000.0,31,0,10,1170人,玄幻奇幻
1709,网游：开局成为皇帝,13044172,685168,219,33000.0,6,162,10,77920人,科幻网游
1710,三国：女装的我，开局替父刺董,222580,45489,5,24520000.0,19,0,10,2734人,军事历史
1711,大唐：开局认李渊长孙皇后为爷娘,1348067,55045,15,372000.0,0,1,10,3101人,军事历史
1712,封神，我十冷河神，复活肌肉哪吒,1785218,217643,68,73000.0,0,0,10,13197人,玄幻奇幻
1713,被子女嫌弃，忽悠老年人报考修仙大学,6566819,681946,888,100000.0,2,1,10,46913人,都市言情
1714,双果实蝙蝠从黑手党开始航海之旅,917974,44918,5,94760000.0,8,0,10,6428人,同人小说
1715,娱乐之功夫帝王,30642572,543850,509,1306000.0,0,246,10,22976人,同人小说
1716,我打造了仙秦多元宇宙帝国,12485833,467625,166,74000.0,0,18,10,34440人,玄幻奇幻
1717,万界：姐姐雷电将军，从偷星开始,202387,48064,22,77880000.0,83,1,10,5605人,同人小说
1718,人在光之国，开局赛迦为师,168484,2803,0,6880000.0,3,0,10,955人,同人小说
1719,从四合院开始诸天影视改命,3676334,82922,25,307000.0,0,0,10,5257人,同人小说
1720,娱乐：我终于等到粉丝成年了,12433706,1191079,560,670000.0,3,133,10,63438人,都市言情
1721,四合院：开局逼我女儿做童养媳？,213180,420,0,1000000.0,0,0,10,35人,同人小说
1722,想要创业的我，被女总裁看上了,1268448,77966,15,236000.0,10,0,10,4246人,都市言情
1723,我真的不是NPC,23209622,1241783,2225,475000.0,1,104,10,222591人,科幻网游
1724,国术没落？我三秒ko拳王被直播,114864,6315,0,50000.0,6,0,10,422人,都市言情
1725,试炼在影视世界,23688995,732291,1720,5944000.0,6,21,10,47684人,武侠仙侠
1726,荣耀：晶晶男友竟是科研大佬?!,1477897,33054,10,61760000.0,2,0,10,3936人,都市言情
1727,网游：开局永久无敌buff！,4324785,738012,488,388000.0,3,3,10,41241人,科幻网游
1728,绑定国运：开局扮演瞎眼剑客！,5440396,645260,228,302000.0,0,5,10,45350人,都市言情
1729,大秦：从无名开始的秦时之路,608510,10206,10,1000000.0,10,0,10,2592人,同人小说
1730,我，大秦嫡孙，开局不受祖龙待见,242273,7821,5,4000000.0,1,0,10,414人,军事历史
1731,世界灾厄的我，被重生者唤醒了,179182,12585,2,1000000.0,23,0,10,723人,科幻网游
1732,全民领主：开局一个六翼炽天使,788673,25727,4,5000000.0,2,0,10,2538人,玄幻奇幻
1733,镇守推进城百年，我无敌了,946081,21738,0,220000.0,0,0,10,2590人,同人小说
1734,大秦：被祖龙捡到，祖龙是我爹？,218118,14226,0,6880000.0,7,0,10,1236人,军事历史
1735,洪荒：开局补全丹之大道,1041488,13462,7,90000.0,0,0,10,1831人,武侠仙侠
1736,仙武之巫法无天,31831270,1206952,621,125000.0,3,89,10,200547人,武侠仙侠
1737,开局扮演银行劫匪，震惊全世界,11668787,699132,407,1595000.0,0,1,10,34638人,都市言情
1738,十大霸气名场面！开局灭杀木叶！,506337,4135,0,21760000.0,0,0,10,2056人,轻小说
1739,娱乐从向往的生活开始,23261063,347253,203,596000.0,1,36,10,37314人,都市言情
1740,全民种树：开局三连sss级天赋,2442850,215769,100,81280000.0,6,0,10,15669人,玄幻奇幻
1741,重生：从漫画之王到商业王朝,7621550,568327,118,438000.0,0,0,10,38311人,都市言情
1742,洪荒：我巫族吉祥物，被后土曝光,4798399,308805,114,158000.0,3,1,10,17831人,玄幻奇幻
1743,洪荒解说：圣人们快被我逼疯了,1606935,8170,21,17880000.0,0,0,10,3170人,玄幻奇幻
1744,直播毒奶：开局逼疯呆小妹,1200701,133486,10,1733000.0,3,2,10,7237人,都市言情
1745,妖魔复苏：开局满级五雷正法！,8747968,177480,109,28000.0,2,1,10,18303人,恐怖灵异
1746,武侠之唯一神级玩家,31221006,676509,684,130000.0,0,413,10,53224人,同人小说
1747,我！至尊幸运神，加入群聊,5009173,754601,137,947000.0,6,2,10,44298人,同人小说
1748,盘十大哲学名场面：开局超兽冥王,2057361,38921,94,40880000.0,0,0,10,4367人,同人小说
1749,吃下大佛果实，被当成佛子了,1637856,369788,118,16000.0,1,1,10,27308人,玄幻奇幻
1750,我，大秦神话，开局打哭赵高！,2575396,87677,5,568000.0,0,0,10,15614人,军事历史
1751,四合院：别惹我，我坑王之王！,221940,396,0,1000000.0,0,0,10,124人,同人小说
1752,四合院：从被傻柱接管开始,923646,18507,2,561000.0,0,0,10,1993人,都市言情
1753,盗墓：七岁发丘天官开局双指探洞,240232,9099,2,13000000.0,5,0,10,722人,恐怖灵异
1754,扮演电锯人，竟被白鸽当成了赫者,1920636,76574,71,618000.0,3,0,10,5146人,同人小说
1755,我被s级加密了,12663645,813443,858,53000.0,0,0,10,41116人,都市言情
1756,降临万界，我带国家开启平推模式,422802,5698,1,5880000.0,6,0,10,1016人,武侠仙侠
1757,荒星生存：这特么不是常识么？,7775264,845975,562,576000.0,0,0,10,45245人,都市言情
1758,从蚂蚁到深渊魔神,23217878,913441,1445,527000.0,0,278,10,175666人,玄幻奇幻
1759,梦幻西游之超级摇钱树,1156034,55703,6,5000000.0,0,0,10,4063人,科幻网游
1760,我，战场暑假工，开局营救龙小云,2300654,36771,42,30880000.0,0,0,10,2472人,军事历史
1761,四合院：开局举报棒梗偷鸡！,780302,7888,5,200000.0,2,0,10,1409人,同人小说
1762,高考前，我突然能听懂动物讲话,801037,21599,2,36760000.0,1,0,10,2354人,都市言情
1763,武侠：开局捡到邀月，降服江玉燕,256150,1529,0,1000000.0,0,0,10,237人,武侠仙侠
1764,四合院：开局坑了棒梗,2260039,118425,16,257000.0,0,0,10,7051人,同人小说
1765,僵尸之邪恶道士,18370977,543681,684,122000.0,0,268,10,86371人,同人小说
1766,抗战：我区小队队长，震惊李云龙,2856125,18907,2,37880000.0,0,0,10,2548人,军事历史
1767,身为老师，开局带学生造核弹,220905,13971,54,39000000.0,5,6,10,1334人,都市言情
1768,符文之地：开局降临暗影岛,266801,10758,1,14000000.0,10,0,10,1386人,同人小说
1769,假扮胖迪对象，参加女儿们的恋爱,1016534,29045,15,15760000.0,7,0,10,4792人,都市言情
1770,娱乐：开局退出杨老板的公司,3241115,67058,12,162000.0,0,0,10,6215人,都市言情
1771,封神：通天偷看我日记竟自废圣位,1555426,15748,1,463000.0,4,0,10,4491人,玄幻奇幻
1772,影视：从风犬世界开始,792263,74343,6,15760000.0,5,0,10,4284人,同人小说
1773,全民推演：我开创了辅助职业！,2518626,219991,208,17000.0,0,0,10,18555人,都市言情
1774,战雷：开局怒炸范坑，观众泪崩了,259554,13831,0,130000.0,1,0,10,840人,军事历史
1775,高武大明：开局被赐婚赵敏！,2337196,235168,16,204000.0,0,0,10,20791人,军事历史
1776,医者仁心，开局发布治癌特效药！,848498,6554,5,11000000.0,3,0,10,1493人,都市言情
1777,综漫：开局变身艾克斯,236255,26771,1,27760000.0,46,0,10,3439人,同人小说
1778,科技：开局继承一家车企,2217478,25241,3,11000000.0,0,0,10,3506人,科幻网游
1779,全民海岛：我的手机通万界,5039981,709311,731,363000.0,3,1,10,49650人,都市言情
1780,热血：从东万开始制霸一切,428005,29104,86,96640000.0,14,0,10,3512人,同人小说
1781,大秦金榜降临，祖龙扒我马甲,4878582,394969,155,13000.0,3,0,10,40312人,玄幻奇幻
1782,都市：开局签到圣魔元胎，打爆主角,3865026,278041,101,449000.0,2,0,10,20019人,玄幻奇幻
1783,僵尸：开局被九叔逼着出师,9930742,381525,255,139000.0,0,4,10,23124人,同人小说
1784,精灵纪元：重生归来,784059,31864,46,11000.0,10,2,10,3856人,同人小说
1785,重生：我老板实在太有钱了！,16864363,1536082,970,4392000.0,3,54,10,130983人,都市言情
1786,洪荒帝江：开局带领巫族退隐,623177,16658,2,10000000.0,0,0,10,1965人,武侠仙侠
1787,特种兵之最强枪神系统,31284693,247419,1468,682000.0,0,260,10,27970人,都市言情
1788,大秦：开局成为韩十公子,4844330,152693,24,32000.0,5,1,10,17983人,武侠仙侠
1789,联盟：恩静生三宝，你跑什么？,173194,4095,0,10000000.0,3,0,10,252人,科幻网游
1790,我，大秦太子，开局融合瞎子剑客,2625161,80403,15,165000.0,0,0,10,5418人,军事历史
1791,人在妖精公会，开局品红腰带,246591,12953,1,13760000.0,11,0,10,1872人,同人小说
1792,人在四合院：从国医圣手开始,4825349,71843,48,67000.0,0,1,10,4934人,同人小说
1793,神级选择：开局上交伟大航路,5814161,489097,259,216000.0,0,0,10,35687人,都市言情
1794,考古神话时代，地球诸天排名榜一,1351439,24452,0,31000.0,0,0,10,1883人,玄幻奇幻
1795,特战王牌，我的军旅生涯,6878484,160710,23,12000.0,0,0,10,9777人,军事历史
1796,大秦：签到大雪龙骑，获无双剑匣,161034,20114,3,5880000.0,11,0,10,774人,军事历史
1797,直播鉴宝：开局鉴定商周奥凸曼,4809686,306114,46,1406000.0,1,0,10,9249人,都市言情
1798,代掌圣地百年:弟子全成大帝,121547,1110,0,60000.0,1,0,10,393人,玄幻奇幻
1799,恐怖复苏：开局融合黑无常,6454332,278811,288,566000.0,3,2,10,17133人,恐怖灵异
1800,moba：skt的龙国女外援,221837,43038,6,39000.0,83,0,10,4891人,科幻网游
1801,从急诊科医生开始,22297859,477794,598,421000.0,0,40,10,64783人,都市言情
1802,武侠：七侠镇捕快，开局抓了����，师妃暄,5100039,400776,218,16000.0,0,0,10,35931人,武侠仙侠
1803,盗墓：搬山追魂，开局震惊小哥！,2201962,96977,2,17760000.0,1,2,10,5752人,恐怖灵异
1804,塞罕坝：我为祖国植树造林,644904,62223,239,22000000.0,19,0,10,7063人,同人小说
1805,大航海：请叫我教父,4956786,271895,126,35000.0,2,2,10,23763人,同人小说
1806,国运：我！从地核开始，重建蓝星,105549,9704,55,18000.0,5,0,10,569人,都市言情
1807,陛下别装了，您登基三月灭了十国,4704888,125769,61,24000.0,0,0,10,13209人,军事历史
1808,特种兵：开局被当成罪犯，暴揍唐心怡！,5999511,158572,24,971000.0,0,0,10,5263人,军事历史
1809,僵尸：开局系统崩溃了,871897,77649,31,32000.0,1,1,10,4901人,同人小说
1810,三国帝皇之万界征战,32763815,2854624,6835,1527000.0,0,1733,10,293621人,玄幻奇幻
1811,大秦始皇：逆子屯兵百万想造反吗,195781,2167,0,1000000.0,6,5,10,544人,军事历史
1812,长生46亿年:开局被星榜曝光,3297175,215972,121,157000.0,0,0,10,14790人,都市言情
1813,视频通动漫，剪辑十大装逼人物,2838782,91497,181,73520000.0,0,0,10,8118人,同人小说
1814,见鬼，你这战斗服还能隐形？,258592,6786,0,51000.0,4,0,10,827人,都市言情
1815,娱乐之超级偶像,15356739,11601,2,23880000.0,0,5,10,1037人,同人小说
1816,反派：我不推进剧情，女主们急了,241674,9979,1,58640000.0,6,0,10,997人,都市言情
1817,隋唐：签到五年，朕摊牌了,1586094,31199,2,22000000.0,0,0,10,2837人,军事历史
1818,告白99次，高冷校花的人设崩了,2421969,596825,437,166000.0,4,0,10,25961人,都市言情
1819,四合院：开局抢了傻柱的饭碗,105307,2543,0,1000000.0,4,0,10,561人,同人小说
1820,隐居桃花源六十年，小哥跪请老祖宗出山！,3824228,42913,25,423000.0,0,1,10,2194人,都市言情
1821,失败万倍返还，先帮圣女老婆离婚,139263,1542,0,2000000.0,2,0,10,398人,玄幻奇幻
1822,刚出精神病院；妹妹曝光保密协议,300415,8612,2,5880000.0,10,0,10,1153人,都市言情
1823,制造欢乐：口出金句笑疯全民开始,2108033,198743,39,507000.0,0,2,10,11332人,都市言情
1824,四合院：史上第一狠人,288170,4087,0,1000000.0,3,0,10,754人,同人小说
1825,洪荒:吾四清，最大流氓团伙！,3129834,70194,48,1094000.0,0,0,10,6840人,玄幻奇幻
1826,特种兵：开局全军通报范天雷,3257096,93154,74,1093000.0,0,0,10,4897人,军事历史
1827,抗日:铁血川军,8452347,260502,59,26000.0,0,11,10,25432人,军事历史
1828,反派：人在大结局，绑架女主角,1908780,67319,11,262000.0,0,3,10,4740人,都市言情
1829,武侠之至尊升级系统,29166010,182918,179,1323000.0,0,268,10,41140人,武侠仙侠
1830,全民领主：开局复制秦始皇的天赋,459165,24076,1,10000000.0,4,0,10,1641人,玄幻奇幻
1831,灵气复苏：成了三十万异人总教官,367359,8206,1,51000.0,4,0,10,532人,都市言情
1832,木叶：从被自来也通灵出来开始,222378,1546,0,1000000.0,0,0,10,451人,同人小说
1833,重生香江：从药业寡头到制霸全球,191319,9430,0,10880000.0,13,0,10,2343人,都市言情
1834,混在公寓里的日子,30457189,1002026,610,119000.0,9,259,10,132677人,同人小说
1835,塞纳河洛神,2916073,160334,168,34000.0,21,0,10,30837人,女生小说
1836,穿书成反派跟班：开局给男主净身,300483,11792,2,51000.0,4,0,10,1256人,都市言情
1837,人在木叶：莽到你发慌,7365042,912988,356,258000.0,0,0,10,48763人,同人小说
1838,人在火影：喝酒就变强,12296142,1516266,739,7689000.0,5,2,10,87582人,同人小说
1839,Moba：我！本想悄悄上分，却被全网直播,7449843,554174,396,550000.0,0,0,10,46761人,科幻网游
1840,大秦：神级召唤,23209237,380805,663,154000.0,0,31,10,71939人,军事历史
1841,开局帝丹高中，传承豪鬼暗杀拳,242798,14703,26,56520000.0,7,0,10,2507人,同人小说
1842,人在奥特：开局抽到雷杰多,6869489,195007,367,98000.0,0,0,10,18188人,同人小说
1843,二百元，让你的葬礼有个神秘过往,1825559,153486,420,187000.0,0,0,10,9500人,都市言情
1844,洪荒：拍卖神话大罗法，吓懵鸿钧,348161,9198,10,6880000.0,3,0,10,720人,玄幻奇幻
1845,洪荒：刚成天帝，你却让我退位？,409716,1808,0,0.0,0,0,10,282人,玄幻奇幻
1846,我在港片缔造传说,6246188,205725,21,22000.0,0,0,10,15687人,同人小说
1847,四合院：从竞岗食堂大师傅开始,3679751,111276,12,395000.0,0,0,10,6188人,同人小说
1848,海贼之神级升级系统,30637715,277269,289,7968000.0,0,174,10,22675人,同人小说
1849,武侠：开局打造天机楼,5000782,837396,232,1114000.0,3,0,10,53260人,玄幻奇幻
1850,我成了史前人类？,592168,111274,99,39760000.0,20,0,10,5152人,玄幻奇幻
1851,国运：我开创了修仙体系,2348499,58596,24,19880000.0,0,2,10,4391人,都市言情
1852,僵尸：刚成少帅，抽到三千阴兵图鉴！,3895421,399161,65,223000.0,4,0,10,34316人,恐怖灵异
1853,都市：谁是你男朋友，请叫我原告,113821,11796,1,1000000.0,11,0,10,1436人,都市言情
1854,我，汽车大亨，开局就造毒药,2507355,57283,33,44000000.0,2,0,10,4060人,都市言情
1855,王者：让你上场抗压，结果乱杀？,2319341,256331,36,685000.0,0,1,10,11702人,科幻网游
1856,证道天帝，我被华夏召唤了！,347179,11872,1,80000.0,3,0,10,1404人,玄幻奇幻
1857,nba：开局融合魔神盘古,2928184,91715,88,164000.0,0,0,10,16214人,科幻网游
1858,我，反派连载剧情，女主别演我！,323748,11300,10,72640000.0,4,0,10,1979人,都市言情
1859,玄幻：觉醒系统的我加入聊天群,917884,17729,1,14760000.0,8,0,10,5190人,同人小说
1860,我丢！原来主播在修仙,13570479,1183979,866,1022000.0,0,6,10,92832人,都市言情
1861,港片：让你当卧底，你却本色出演,266182,5978,7,5880000.0,5,0,10,1227人,同人小说
1862,我的写轮眼太争气，自己进化成轮回眼,4265515,167529,178,20000.0,0,1,10,12557人,同人小说
1863,直播盗墓：疯了吧！你还说自己是个漫画家？,4199977,176798,126,22000.0,0,0,10,15840人,都市言情
1864,隋唐：开局屠了唐国公府,6326782,141683,98,220000.0,0,0,10,18488人,军事历史
1865,我！游戏设计师！顶级折磨王！,7575182,888959,728,416000.0,0,3,10,45248人,都市言情
1866,三国金榜降世，假太监身份曝光了,585424,16479,2,1000000.0,1,0,10,1477人,军事历史
1867,洪荒：我，九转金丹，都想吃我！,8808574,882380,135,32000.0,1,0,10,31581人,武侠仙侠
1868,江湖最强神捕,8959278,526433,180,18000.0,0,1,10,45018人,武侠仙侠
1869,洪荒：我，昊天！打造神话天庭！,2313607,253675,114,1100000.0,0,0,10,9624人,武侠仙侠
1870,国运：开局唢呐一曲震惊世界,550920,20750,0,23000000.0,1,3,10,1702人,玄幻奇幻
1871,武侠之气运掠夺,30765689,1400105,3432,578000.0,0,1213,10,182800人,武侠仙侠
1872,综武：从罗网之主开始,548215,3607,1,11760000.0,0,0,10,990人,武侠仙侠
1873,大明：刚中举，你告诉我这是综武,1443444,53831,5,32880000.0,0,7,10,4438人,同人小说
1874,大秦：皇子开局，怒怼祖龙太仁慈,1619601,39572,22,29640000.0,1,0,10,2513人,军事历史
1875,网游武侠：开局获得北冥神功,14681514,1221277,190,857000.0,3,41,10,105207人,科幻网游
1876,德云签到十年，相声满级小师叔,5758894,190992,196,12000.0,0,0,10,7899人,都市言情
1877,变身：美食开始，成为最强女主播,205643,20548,1,20880000.0,27,0,10,4486人,都市言情
1878,重生四合院的逍遥人生,1030746,8975,7,7880000.0,0,0,10,993人,都市言情
1879,枭雄从港片世界开始,3136183,133885,15,297000.0,3,2,10,11621人,同人小说
1880,开局暴打许大茂，轰走所有住户！,560080,11213,10,11000000.0,0,0,10,1148人,同人小说
1881,反派：偷听心声，女主们秀到飞起,212145,4398,0,22880000.0,10,0,10,696人,都市言情
1882,领主时代：只有我能无限暴兵,605633,52634,11,28880000.0,6,0,10,3656人,科幻网游
1883,开局通天怒斩鸿钧，为师苟不住了,2013814,33187,33,266000.0,3,0,10,2671人,玄幻奇幻
1884,重生：我的僚机竟然是校花她自己,6825070,850520,1034,146000.0,0,1,10,54484人,都市言情
1885,开局绑定县运，打造不朽神朝！,3841468,516756,168,516000.0,0,3,10,42028人,玄幻奇幻
1886,开局重瞳的我，被女帝馋上了！,105241,1701,0,80000.0,0,0,10,274人,玄幻奇幻
1887,破案：我是最强群众,12783524,915762,281,1923000.0,0,81,10,85021人,恐怖灵异
1888,抗战：从县大队开始的军工大佬,151145,12200,1,3000000.0,17,0,10,1233人,军事历史
1889,钓鱼：盘的黑坑老板见我就跑！,1138810,86709,23,3000000.0,3,0,10,2627人,都市言情
1890,四合院：开局请贾家吃闭门羹,4657435,51905,57,10000000.0,0,0,10,4004人,同人小说
1891,从终极一班开始签到,8397832,306885,117,40000.0,0,3,10,13069人,同人小说
1892,反派跟班太抢眼，女主人设崩了,230956,36295,0,12760000.0,12,0,10,953人,都市言情
1893,洪荒：推演功法，没让你开辟万道,402572,1565,40,220000.0,0,1,10,168人,武侠仙侠
1894,大秦神级奶爸,5292697,137629,25,517000.0,0,0,10,5732人,军事历史
1895,我不当舔狗后，她们追夫火葬场,117958,7716,0,80000.0,11,0,10,681人,都市言情
1896,开局献祭世界集团，全被我坑哭了！,1098948,103624,49,264000.0,0,0,10,5522人,都市言情
1897,三国:开局继任北辰王,511076,4089,5,8880000.0,2,0,10,797人,军事历史
1898,宇智波逼王，装逼就开眼！,1797204,90448,26,11000.0,0,0,10,9059人,同人小说
1899,海洋求生：从游艇开始升级,670610,13418,1,61000.0,4,0,10,1152人,都市言情
1900,人在民政局，刚娶了大款千金,7079899,312262,148,345000.0,0,1,10,10089人,都市言情
1901,Moba：狂撩呆小妹，每天第一局必胜,723751,17047,3,710000.0,6,0,10,1201人,都市言情
1902,特种兵：开局营救女将军,5557212,56014,108,51640000.0,0,5,10,5206人,军事历史
1903,四合院：开局截胡十八岁秦淮茹,3756407,84056,30,252000.0,0,0,10,5815人,同人小说
1904,四合院：偷鸡摔碎蛋，还让我管？,109304,8019,0,1000000.0,8,0,10,341人,同人小说
1905,综漫：开局用精灵球捕捉萌王,1572585,87712,57,64000000.0,1,0,10,4898人,同人小说
1906,神奇宝贝之智爷王朝,30394824,252563,209,182000.0,3,204,10,20790人,同人小说
1907,综漫：从斩妹开始扮演百兽凯多！,320994,28995,1,24640000.0,23,0,10,2913人,同人小说
1908,大唐从大理寺少卿开始,12006866,474630,284,353000.0,1,34,10,51127人,军事历史
1909,洪荒：开局让通天做选择题！,5508658,156567,598,328000.0,0,2,10,13042人,玄幻奇幻
1910,开局扮演刘华强，这瓜保熟吗？,754892,10404,1,6880000.0,0,0,10,1050人,同人小说
1911,双穿门，开局生化危机副本,534567,19671,7,53000.0,3,0,10,2086人,同人小说
1912,大医：从一台手术全网爆火开始！,5127379,335292,175,45000.0,0,3,10,15052人,都市言情
1913,十大巨型boss：开局手握地球,654227,3320,1,6880000.0,0,0,10,789人,同人小说
1914,洪荒：吾十三祖巫，量劫终结者,2382238,171662,70,1160000.0,0,3,10,7047人,玄幻奇幻
1915,港片：何敏成了我的未婚妻,8307583,480087,41,583000.0,0,0,10,51308人,同人小说
1916,四合院整蛊：从傻柱饭盒开始,1583618,24512,7,15880000.0,0,0,10,3501人,同人小说
1917,万界登录之全知全能,30053502,871923,609,595000.0,0,199,10,95496人,科幻网游
1918,女儿带着皮卡丘上学，被冰冰直播,791089,28251,6,38880000.0,0,0,10,3552人,都市言情
1919,开局被美女反派盯上，我在劫难逃,203993,6357,2,2000000.0,9,0,10,1227人,都市言情
1920,四合院：截胡于莉，别叫我大舅哥,281940,2589,0,1000000.0,0,0,10,335人,同人小说
1921,四合院：我有一个游戏世界,1954343,105359,29,17880000.0,0,0,10,6546人,同人小说
1922,破案之神级融合系统,28686494,185327,312,1553000.0,0,64,10,25646人,恐怖灵异
1923,最强奥特，我自三千万年后苏醒,6756410,193020,215,73000.0,3,2,10,17022人,同人小说
1924,直播：开局和女主播结婚,5452632,460249,274,218000.0,0,0,10,37543人,都市言情
1925,国运：变身龙葵，射程之内皆真理,990632,123383,20,29000.0,0,0,10,11126人,都市言情
1926,西厂厂花，开局被公主表白,6482219,772224,379,218000.0,3,2,10,54295人,武侠仙侠
1927,四合院：开局暴打棒梗,1633089,63478,6,322000.0,0,0,10,2487人,同人小说
1928,西游：开局忽悠猴子学习遮天法,3244148,65048,53,1093000.0,0,0,10,6417人,玄幻奇幻
1929,全民御卡：开局刻画大圣孙悟空！,1643153,165649,39,574000.0,0,1,10,10663人,玄幻奇幻
1930,网王之最强,15480040,273219,465,49000.0,0,61,10,37545人,同人小说
1931,武侠之神级大宗师,30943883,204712,251,432000.0,0,239,10,20398人,同人小说
1932,围棋：开局阿尔法狗,15071020,7033678,3403,1210000.0,0,19,10,601409人,同人小说
1933,怀旧剧融合：开局四合院签到把棒梗送监狱,5711250,495871,439,214000.0,0,0,10,30218人,同人小说
1934,海贼：在红发船上当实习生,16629764,849887,716,573000.0,0,168,10,53691人,同人小说
