id,名称,总阅读数,总鲜花数,总催更票数,总打赏(单位万),总月票数,总分享次数,评分,好评人数,小说分类
4470,食戟之无敌厨神,29690394,159136,124,432000.0,0,85,10,14454人,同人小说
4471,全民星球：开局进化机械生命,240495,6731,15,12000000.0,2,0,10,771人,都市言情
4472,神�o时代，我神域里全是地球玩家,7088950,415073,312,452000.0,0,3,10,31598人,玄幻奇幻
4473,我在四合院里学斩神,108592,936,0,5880000.0,0,0,10,118人,同人小说
4474,法外狂徒张三，我开局送走原告,270762,36763,5,8880000.0,0,0,10,1899人,都市言情
4475,重生95：从罐头厂到世界商业霸主！,5195486,47068,10,630000.0,0,0,10,3868人,都市言情
4476,西游：我打造了炼狱版八十一难！,4714167,180708,88,295000.0,0,0,10,10292人,武侠仙侠
4477,大秦神级选择,18724442,74477,42,473000.0,0,9,10,11848人,军事历史
4478,Moba：但求一败,18115636,327962,330,1203000.0,0,13,10,26240人,科幻网游
4479,向往的生活之最强领主,10843770,86252,537,98000.0,0,14,10,11156人,都市言情
4480,洪荒：开局抓了三霄和赵公明,5642271,54137,12,522000.0,0,0,10,2777人,玄幻奇幻
4481,次元的史莱姆,10183112,1865271,130,110000.0,33,16,10,110893人,同人小说
4482,大唐：开局娶高阳，我劝她逃婚！,3609799,100707,3,700000.0,0,0,10,1645人,军事历史
4483,洪荒旁白：全世界都知道我是圣人,1232213,5290,1,231000.0,0,0,10,797人,玄幻奇幻
4484,洪荒：我为建木通万界！,12363709,340013,74,401000.0,0,10,10,42979人,玄幻奇幻
4485,特种兵：开局狙杀坦克连,7800727,88117,69,583000.0,0,0,10,5418人,武侠仙侠
4486,全球衍化：我开局创造大秦帝国,1782754,84315,9,342000.0,0,0,10,5975人,都市言情
4487,综漫：开局签到无限龙神,7158531,259372,30,941000.0,0,0,10,24620人,同人小说
4488,移动末日,11029453,71767,87,76520000.0,0,9,10,12092人,同人小说
4489,国运：扮演酒剑仙，队友冷面麒麟,1835159,20604,6,56000000.0,0,0,10,1064人,玄幻奇幻
4490,光之国直播，全都是名场面！,2566426,27266,23,536000.0,0,0,10,2634人,同人小说
4491,人在木叶：我身体里封印着一条龙,107140,2217,0,3000000.0,0,0,10,871人,同人小说
4492,罐子商人：开局娜美砸出八级天,4020232,117260,734,472000.0,0,0,10,7909人,同人小说
4493,综漫之冠位王者系统,20500027,279052,166,86000.0,0,24,10,39066人,同人小说
4494,西游：我杨戬不听调不听宣,2558310,12270,2,6880000.0,0,0,10,1287人,玄幻奇幻
4495,综武：开局天龙，掳走王语嫣！,263855,1006,0,5880000.0,0,0,10,433人,武侠仙侠
4496,盗墓：开局沉睡五十年被胖爷盗了,3652812,18966,10,70000.0,0,0,10,1316人,恐怖灵异
4497,洪荒:谢邀，我，推演神话修炼法,1832415,12180,21,12000.0,0,0,10,2215人,玄幻奇幻
4498,全球神�o时代:混沌之主,6496998,374630,421,118000.0,0,1,10,31596人,玄幻奇幻
4499,我！反派男配，夺挂壁女主机缘,2071970,52788,146,12000.0,0,4,10,5155人,玄幻奇幻
4500,全民dnf时代：我选择全系鬼剑,287148,9507,2,24760000.0,0,0,10,1112人,都市言情
4501,历史选择题：开局让祖龙选死因！,3946529,73693,60,231000.0,0,0,10,4866人,军事历史
4502,大唐：绝不回宫！我太上皇死也死在这里！,7612577,128721,128,142000.0,0,0,10,6367人,军事历史
4503,打造魔刀千刃，被呆小妹直播了,626432,5306,2,2000000.0,0,0,10,728人,玄幻奇幻
4504,火影之顶峰,20466763,77084,184,219000.0,0,119,10,20609人,同人小说
4505,僵尸世界：我竟是养尸人,1425463,41967,5,13000000.0,0,0,10,1470人,恐怖灵异
4506,NBA：开局融合巅峰库里跟字母哥,3853194,35630,15,502000.0,0,0,10,4884人,科幻网游
4507,网球高手，开局觉醒轮回眼！,1952974,90127,49,88760000.0,1,0,10,8366人,同人小说
4508,洪荒：冥河，求求你不要自爆了！,5294722,17217,6,821000.0,0,0,10,1245人,玄幻奇幻
4509,日常：我家丫头超可爱,6112780,131310,118,594000.0,0,0,10,8201人,都市言情
4510,魔导士：创建公会，召唤卡卡西,100028,2569,1,0.0,1,0,10,646人,同人小说
4511,直播：我在家中养动物,2568591,54467,26,39880000.0,0,0,10,5183人,都市言情
4512,大唐龙虎榜降世，我双榜第一了？,2124416,139634,2,1320000.0,0,0,10,1840人,军事历史
4513,特种兵：边境兵魔，怒踹范天雷,1920906,1091,0,6880000.0,0,1,10,508人,军事历史
4514,我就是迪迦奥特曼,20186622,92538,98,142000.0,0,33,10,19375人,同人小说
4515,大秦：祖龙夹菜时，吓哭赵高！,1764197,20978,0,158000.0,0,0,10,770人,军事历史
4516,人间阎罗，我设计了完美意外,1928050,168258,95,41000.0,0,0,10,16754人,都市言情
4517,罗杰遗嘱：艾斯，其实你有个哥哥,132906,255,0,1000000.0,0,0,10,93人,同人小说
4518,空岛求生：每日复制一物,4430934,229704,90,1099000.0,0,0,10,7680人,都市言情
4519,我在二战当平头哥,5381581,65754,8,159000.0,0,2,10,6731人,科幻网游
4520,速度与激情：开局核超跑,16208549,4339855,697,652000.0,0,13,10,1412300人,都市言情
4521,僵尸世界：人间佛门圣僧,5347000,248089,95,282000.0,0,0,10,19855人,恐怖灵异
4522,我，只是个演员,17281476,469250,971,962000.0,0,66,10,104198人,都市言情
4523,荒野求生：开局一把锄头,5080148,356273,106,476000.0,0,1,10,25290人,都市言情
4524,全能医生：从心术开始,14714929,88958,75,275000.0,0,7,10,12340人,都市言情
4525,我，房遗爱，开局在高阳身上签到,433273,2272,0,22000.0,0,2,10,83人,军事历史
4526,抓个明星去渡劫,3926533,173314,48,53520000.0,4,1,10,10163人,都市言情
4527,从手机帝国开始无敌,7749288,70599,18,124000.0,0,0,10,4517人,都市言情
4528,无心法师：道出青云,13067954,34321,12,11000.0,0,7,10,5136人,同人小说
4529,娱乐：我的粉丝都是硬汉,8681011,4339,6,36880000.0,0,8,10,787人,都市言情
4530,戏子打碎我家花瓶，我让他赔十个亿,3200259,119583,142,14000.0,0,0,10,4190人,都市言情
4531,盗墓：我是超级鉴宝师,3425628,94452,22,95000000.0,3,0,10,7053人,同人小说
4532,我！洪荒大道，今天退休,7215237,180259,209,139000.0,0,0,10,11822人,玄幻奇幻
4533,国运:永生的我被曝光了,608450,997,1,0.0,0,0,10,369人,都市言情
4534,直播：鬼才发明家，你管这叫发明,266439,13299,10,11000000.0,1,0,10,1614人,都市言情
4535,次元镇守府,4657929,55813,5,36880000.0,3,0,10,8367人,同人小说
4536,综漫：从恶魔高校开始穿梭,1146585,31696,1,30640000.0,0,0,10,2946人,同人小说
4537,直播算命：榜一大哥连夜跑路,195381,68,0,1000000.0,0,0,10,27人,都市言情
4538,率领历史人物杀入洪荒,6798801,34716,29,332000.0,0,0,10,3950人,武侠仙侠
4539,从认错相亲对象开始成为神豪,3619967,82238,15,46000.0,3,1,10,5848人,都市言情
4540,大梁之太子殿下,28127715,256983,1356,441000.0,0,23,10,27126人,军事历史
4541,特种兵：闭关五年，狼牙求我加入,3022231,4302,1,58000000.0,0,0,10,611人,军事历史
4542,开局一首痒，唱的呆小妹怀疑人生,1559006,20069,1,2000000.0,0,0,10,1393人,都市言情
4543,王者：我，通天代！开局国一老虎,2287871,24092,3,43400000.0,0,0,10,2650人,科幻网游
4544,此刻，全球阻止我报效祖国,7046496,146119,89,37000.0,0,0,10,9402人,都市言情
4545,我在玄幻时代捡宝箱,2433657,72443,49,217000.0,0,9,10,7132人,玄幻奇幻
4546,人在骑士：未婚妻门矢小夜,7395773,334811,510,240000.0,1,2,10,29784人,同人小说
4547,人在海贼，开局预言顶上战争！,4534611,17799,11,31880000.0,0,0,10,4663人,同人小说
4548,fate神级英灵系统,25306471,30982,92,179000.0,0,22,10,4499人,同人小说
4549,封神：我母亲是瑶姬，即将被镇压桃山,3929893,44580,24,554000.0,0,0,10,2441人,武侠仙侠
4550,浪迹万年历史，我被考古学家发现了,2508160,162266,21,1415000.0,0,0,10,3127人,都市言情
4551,漫威：我会召唤术,13474445,274863,46,10083000.0,0,253,10,17739人,同人小说
4552,Moba：最强修改器,17021466,73616,110,951000.0,0,6,10,11251人,科幻网游
4553,Moba之冠军玩家,29315209,184605,460,265000.0,0,28,10,37717人,科幻网游
4554,向往的生活之全民男神,16986622,295084,264,3033000.0,0,20,10,17144人,都市言情
4555,从陪玩到大款,23110522,261775,112,759000.0,0,60,10,37938人,都市言情
4556,儿子别装了，你十岁资产都过亿了,105655,2133,0,0.0,0,0,10,191人,都市言情
4557,我夺舍了反派圣子,11696883,78054,38,1086000.0,0,11,10,11239人,玄幻奇幻
4558,洪荒：开局选择献祭盘古精血,4304719,38923,9,32400000.0,0,0,10,4334人,玄幻奇幻
4559,我师父是高进,24832966,380935,292,375000.0,0,28,10,75600人,都市言情
4560,四合院：我能操控禽兽们的命运,103716,1216,0,2000000.0,3,0,10,248人,同人小说
4561,综漫日常:不想被攻略的我,220388,2506,0,2000000.0,6,0,10,669人,同人小说
4562,谢邀！从向往的生活开始复出！,6308209,27951,34,60880000.0,0,0,10,2323人,都市言情
4563,盗墓：开局融合燕双鹰,4510844,28504,19,18880000.0,0,1,10,4315人,同人小说
4564,重生第一天，拯救暗恋我的胖校花,241327,5725,2,3000000.0,3,0,10,926人,都市言情
4565,从胖子开始成为大明星,241541,3267,1,0.0,6,0,10,793人,都市言情
4566,我虎王一心想苟住，被女主播直播了,5912951,312895,379,229000.0,0,0,10,21682人,都市言情
4567,全民神战：我的科技军团无敌了,2294812,200042,54,25000.0,1,2,10,11783人,科幻网游
4568,特种兵：签到一百天，吊打范天雷,2045245,1849,0,11000000.0,0,0,10,367人,军事历史
4569,娱乐：开局加入德云斗笑社,1464841,81529,31,21880000.0,0,0,10,2901人,都市言情
4570,NBA:疯了吧，开局狂演哈登？,2517653,81020,1,57000.0,0,0,10,5588人,科幻网游
4571,谢邀！人在封神，已成金仙,9347919,203301,121,369000.0,0,51,10,23582人,玄幻奇幻
4572,全球灭绝：我在地下城苟到超神,2399945,15643,3,2000000.0,0,0,10,1985人,科幻网游
4573,综漫：我在驹王学园当风纪委员,2206210,71899,74,1101000.0,0,0,10,6715人,同人小说
4574,直播！这只鹦鹉秀到爆,9501152,502023,187,1125000.0,0,97,10,37837人,都市言情
4575,海贼之最强转生眼,17621314,42919,25,28000.0,0,22,10,6054人,同人小说
4576,社恐的我喜欢女反派,177757,2531,1,0.0,3,0,10,313人,轻小说
4577,超神：我能掌控联盟技能,4293794,8005,5,47000.0,0,5,10,2587人,同人小说
4578,刚准备西征罗马，你告诉我这里是西游？,3569739,108801,46,784000.0,0,0,10,7210人,玄幻奇幻
4579,言灵时代：开局觉醒巨龙领主之力,3477743,38694,3,64880000.0,0,0,10,3425人,都市言情
4580,我，被打假的太极宗师,8857910,212522,135,661000.0,0,3,10,14922人,都市言情
4581,特种兵：开局虐杀马云飞,6979999,42481,36,81000.0,0,2,10,4654人,军事历史
4582,海贼之最强圣斗士,24079224,33044,64,23000.0,0,52,10,7176人,同人小说
4583,调查节目：我怼哭了百万毒鸡汤,3459592,496086,181,441000.0,0,1,10,19925人,都市言情
4584,我的厉鬼系统,13006687,211875,487,102000.0,0,60,10,38127人,恐怖灵异
4585,武侠：开局成为雌雄双煞,3731865,32131,1,5000000.0,0,1,10,3185人,同人小说
4586,综漫：从聊天群开始卖罐子,2811718,39136,8,33880000.0,0,0,10,3627人,同人小说
4587,王者：全体起立，欢迎野王归来！,1343261,6885,4,2000000.0,0,0,10,1542人,科幻网游
4588,火影：从抽奖走向无敌,15581922,52466,40,36640000.0,0,18,10,5855人,同人小说
4589,人在精灵：我有骑士腰带,4765087,49762,32,33880000.0,0,0,10,4577人,同人小说
4590,感谢质疑，我让中医文化扬名世界,1286598,171836,12,1463000.0,14,0,10,2523人,都市言情
4591,NBA：开局加强版魔神皇佛鲨！,3765953,63603,24,281000.0,0,2,10,9656人,科幻网游
4592,西游：开局一掌把猴子拍回八卦炉,2440923,66404,13,674000.0,0,0,10,2289人,武侠仙侠
4593,主播，请自重！,10597094,185296,106,379000.0,0,6,10,14609人,都市言情
4594,大航海：开局一颗大天神果实,496024,10321,0,0.0,0,0,10,1165人,同人小说
4595,异星杀戮：开局觉醒sss级天赋,208837,1717,0,1000000.0,0,0,10,333人,玄幻奇幻
4596,向全忍界曝光黑料，求求别播了！,2446792,131304,13,1260000.0,0,0,10,2354人,同人小说
4597,从精灵开始加载模板,166078,3191,0,0.0,0,0,10,243人,同人小说
4598,港片：从雷洛传开始,11593822,278794,38,248000.0,0,13,10,15892人,同人小说
4599,人是铁饭是钢：我南易绝不娶寡妇,2619719,49005,19,156000.0,0,0,10,2716人,同人小说
4600,洪荒：开局拒绝女娲,7389079,51598,15,11000.0,0,0,10,3639人,玄幻奇幻
4601,我，开局一个神奇系统,8370105,143563,76,89520000.0,0,20,10,13955人,都市言情
4602,综漫起始罪域骨王,28306982,197214,149,31000.0,4,4,10,18730人,同人小说
4603,西游：求求你，别再种蟠桃了,2946639,269616,26,237000.0,0,0,10,9329人,玄幻奇幻
4604,梦幻西游：极限复制,8540239,317394,80,193000.0,0,3,10,15568人,科幻网游
4605,恐怖复苏：我的八奇技会自动修炼,2981865,109660,40,629000.0,0,0,10,6604人,恐怖灵异
4606,人在书中，我成了女主身边的卧底,987575,7751,11,201000.0,0,6,10,2120人,都市言情
4607,洪荒：封神时，开局解散截教！,7065180,276920,14,431000.0,0,0,10,4422人,玄幻奇幻
4608,我在市中心种地,7874615,342169,301,1912000.0,0,8,10,16993人,都市言情
4609,开局燕回闪，网球还能这么打？,1102305,8541,4,4000000.0,0,18,10,1555人,都市言情
4610,你用宝莲灯砸了我杨戬，还想娶我妹三圣母？,4503152,111227,29,706000.0,0,0,10,3047人,玄幻奇幻
4611,登游万界之我知道剧情,29520235,364834,571,308000.0,0,92,10,44537人,科幻网游
4612,都市：我！究极大反派,5549611,52658,42,1671000.0,0,0,10,8755人,都市言情
4613,特种兵：刚成僵尸被龙小云挖出,3557067,28567,9,32880000.0,0,0,10,1972人,军事历史
4614,综漫:我在东京当不良,140109,914,1,11880000.0,1,0,10,200人,同人小说
4615,大明之公子无双,9930314,52827,11,45590000.0,0,5,10,10738人,同人小说
4616,在玄幻老死？我举界飞升洪荒！,1296106,50455,14,373000.0,0,0,10,2673人,武侠仙侠
4617,国货崛起：从卷轴手机开始,2668705,33565,4,541000.0,0,0,10,5379人,都市言情
4618,四合院：穿越傻柱弟弟，秦寡妇对我美人计！,3098357,8211,0,1000000.0,0,0,10,452人,同人小说
4619,城市模拟经营，开局女仆咖啡厅,972041,170441,24,192000.0,0,0,10,1320人,都市言情
4620,人在航海，我的船员都来自晓组织,4205543,82028,77,68000.0,0,1,10,4833人,同人小说
4621,我！直播当皇帝,21962573,294968,306,2725000.0,0,27,10,47706人,玄幻奇幻
4622,四合院：开局送棒梗进局子,450843,172,0,1000000.0,0,0,10,263人,同人小说
4623,等一下，我插队渡个劫,5214876,23108,12,856000.0,0,0,10,2729人,都市言情
4624,少年派：最强转校生,7561792,93913,81,235000.0,3,2,10,10284人,都市言情
4625,大秦：开局扮演剑神,14375260,726494,1379,218000.0,0,18,10,63748人,科幻网游
4626,综漫：英灵主宰,29740071,135073,325,729000.0,0,104,10,16725人,同人小说
4627,盗墓：从老九门开始刨坟,10743670,122344,51,44000.0,0,7,10,8566人,恐怖灵异
4628,大明：皇后别闹,8381223,209233,105,1140000.0,0,17,10,10168人,军事历史
4629,灵气复苏：我从小说中提取功法！,152748,1461,0,0.0,0,0,10,307人,玄幻奇幻
4630,沙鲁跪下！我，世界冠军撒旦！,1299449,46869,51,54880000.0,0,0,10,6720人,同人小说
4631,陆战：从张能量退兵开始,13171812,185075,992,438000.0,0,1,10,15148人,军事历史
4632,落榜后，从创办大学开始,7959315,170683,176,409000.0,0,0,10,8295人,都市言情
4633,四合院：开局坑哭白眼狼一家,848054,2573,0,5880000.0,0,0,10,574人,同人小说
4634,签到一拳，老婆是龙卷,5339887,110243,94,20000.0,0,3,10,9093人,同人小说
4635,我欧布在泽塔娶了结花,4291633,152721,206,544000.0,0,0,10,14039人,同人小说
4636,nba:崩坏区域内的我，无敌,1731278,20818,0,10880000.0,0,0,10,1518人,科幻网游
4637,顶上战争：开局三千自然系能力者,3140000,21823,18,211000.0,0,0,10,2394人,同人小说
4638,梦幻西游：看破一切,7925561,47399,11,16000.0,0,4,10,3432人,科幻网游
4639,仙武之绝世剑仙,16719832,63843,26,36000.0,1,36,10,8829人,玄幻奇幻
4640,都市：以家人之名开始,7042612,228500,143,30000.0,0,0,10,14885人,同人小说
4641,四合院：我许大茂,678296,7483,1,6880000.0,0,0,10,1094人,同人小说
4642,我，最强长城守卫军！,7336375,772290,630,112000.0,2,0,10,55046人,科幻网游
4643,科技：学霸的伟大之路,257014,2316,0,1000000.0,6,0,10,708人,都市言情
4644,情满渔村：被青梅竹马表白后的温馨日常,3644060,35181,2,526000.0,0,0,10,2982人,都市言情
4645,影视：从同过窗开始,2907843,102681,55,25000.0,0,0,10,9625人,同人小说
4646,忍界：咸鱼下忍，被纲手偷听心声,2609068,103563,29,433000.0,0,0,10,3976人,同人小说
4647,我在美漫召唤神龙,2704955,13564,1,1000000.0,0,0,10,1156人,同人小说
4648,短视频：开局拿到流量放大器！,107415,2901,0,11000.0,4,0,10,330人,都市言情
4649,从急诊医生开始,15436667,38092,88,13000.0,0,2,10,5170人,同人小说
4650,我在木叶，签到仙人体,4251239,192008,11,418000.0,3,0,10,6087人,同人小说
4651,女帝转生：我的师尊是哲学家冥王,1901591,34829,4,432000.0,0,0,10,2948人,玄幻奇幻
4652,僵尸：开局扮演王也，我震惊九叔,458977,18087,3,2000000.0,1,0,10,1003人,恐怖灵异
4653,守护灵时代：神级召唤,17074565,75456,130,450000.0,1,15,10,9560人,玄幻奇幻
4654,洪荒：开局帝道法则化形,5479355,106808,10,796000.0,0,0,10,13030人,玄幻奇幻
4655,盗墓：拘灵遣将，开局一本御灵簿,992026,17200,0,115000.0,0,11,10,534人,恐怖灵异
4656,黑篮之篮球皇帝,27759972,95694,86,13000.0,0,77,10,16619人,同人小说
4657,震惊！全世界抢着帮我做任务,201930,2207,2,12760000.0,0,0,10,243人,都市言情
4658,开局招募虫族女王，我赢麻了！,190562,6325,3,18880000.0,3,1,10,434人,玄幻奇幻
4659,开局：我绑定了孙悟空,7613954,236437,276,384000.0,0,0,10,13409人,都市言情
4660,我，最后一位阴阳绣师,7703943,638952,246,68000.0,0,0,10,29517人,恐怖灵异
4661,领主：开局召唤云缨，打造长安,156589,2550,0,1000000.0,1,0,10,153人,军事历史
4662,人在木叶：开局获得王权剑意,5579779,41985,10,33760000.0,0,0,10,5517人,同人小说
4663,武侠女娲：一入群误认为圣人女娲,991810,4343,1,3000000.0,4,0,10,1700人,女生小说
4664,都市：开局假装修仙者,12278384,208038,57,1616000.0,0,7,10,8946人,都市言情
4665,开局挖了岳绮罗,13867783,85734,52,216000.0,0,6,10,7847人,同人小说
4666,悄悄打卡一万年，为了报仇的圣女求我出山,7869609,538241,627,975000.0,0,0,10,34770人,玄幻奇幻
4667,武道诸天,11199508,4861,1,5880000.0,0,0,10,627人,武侠仙侠
4668,大秦:开局献上狗符咒!,6057284,121921,25,253000.0,0,0,10,10936人,军事历史
4669,冠军我全都要,19280234,282624,200,1527000.0,0,5,10,25821人,科幻网游
4670,洪荒：开局直播纣王上香,1227951,21852,5,3000000.0,0,0,10,1733人,玄幻奇幻
4671,洪荒：开局就抢圣位,10762753,33428,15,444000.0,0,7,10,3632人,武侠仙侠
4672,人在木叶：旗木家的长生老祖宗,17709731,70641,114,413000.0,0,18,10,9281人,同人小说
4673,洪荒：开局打哭元始，原来我是高端大罗,5513518,183980,60,453000.0,0,0,10,11701人,玄幻奇幻
4674,Moba：奇怪的上单,7777945,129857,85,374000.0,0,1,10,12766人,科幻网游
4675,大秦直播间：开局直播赵高谋反！,2469771,74275,3,326000.0,0,0,10,1492人,军事历史
4676,向往：万能杂货店,4880336,173199,22,131000.0,0,0,10,10073人,都市言情
4677,都市：神级发明家系统,5550870,84008,12,43640000.0,0,0,10,5746人,都市言情
4678,玄幻：看书就无敌,6535825,34500,29,359000.0,0,0,10,4255人,玄幻奇幻
4679,玄幻：我能推演万法,12657228,113044,154,391000.0,0,14,10,16520人,玄幻奇幻
4680,一首断桥残雪，粉丝水滴筹演唱会,2992233,7749,5,10000000.0,0,0,10,927人,都市言情
4681,四合院：大茂你这是不育，得截肢,439918,957,0,1000000.0,3,0,10,106人,同人小说
4682,都市剧-安迪她们真以为我是暖男,272896,9715,1,35880000.0,2,0,10,1434人,同人小说
4683,大唐：李二强迫我为公主冲喜！,5499614,63512,52,113000.0,0,0,10,8499人,军事历史
4684,开局吕子乔报警，获得满级金光咒,173590,1291,5,1000000.0,0,0,10,298人,都市言情
4685,超次元佣兵,7215554,75561,4,60880000.0,1,5,10,15241人,玄幻奇幻
4686,火影之强者系统,23878789,89417,282,65000.0,0,282,10,15600人,同人小说
4687,大宋的天子,8246730,36458,67,45880000.0,0,0,10,4181人,军事历史
4688,封神：篡位通天，靠诸天云养截教,1873930,15166,7,21760000.0,0,0,10,1433人,玄幻奇幻
4689,转世为狐仙，开局向霍秀秀讨封！,1997526,36162,1,3000000.0,0,0,10,1360人,玄幻奇幻
4690,网游天龙：我的人品有点猛,2282898,29081,107,18760000.0,0,0,10,3268人,科幻网游
4691,我，孤独患者，音乐世界的王,3464191,362186,136,576000.0,0,1,10,11956人,都市言情
4692,村口老太情报系统，被节目曝光了,152495,134,1,12760000.0,0,2,10,70人,都市言情
4693,洪荒：剧透，开局写下西游记！,3402228,196797,41,1091000.0,0,0,10,8290人,武侠仙侠
4694,我，破坏神比鲁斯，穿越万界！,402785,2690,1,1000000.0,1,0,10,394人,同人小说
4695,海贼：开局签到金狮子,10948719,280647,90,611000.0,0,167,10,29073人,同人小说
4696,我家有只汤姆猫,298852,54829,13,20760000.0,6,0,10,2496人,同人小说
4697,苦恼啊，灵宠太强了怎么办？,2452447,29080,7,10880000.0,1,0,10,1429人,科幻网游
4698,人在乔家：神级返现系统,137331,1485,4,3000000.0,1,4,10,396人,同人小说
4699,都市：开着布加迪威龙送快递,508006,1581,0,2000000.0,0,0,10,146人,都市言情
4700,异界转生，完美开局的我怎么输,3988228,391841,185,1635000.0,6,0,10,27033人,玄幻奇幻
4701,国运：拼历史？华夏底蕴亿点强！,1139988,11128,0,11000000.0,0,0,10,971人,军事历史
4702,玄幻：开辟四十亿世界,14684743,302343,597,681000.0,3,6,10,33451人,玄幻奇幻
4703,武侠：医术通天，开局被女魔头逼婚,3688954,59930,10,305000.0,0,0,10,4199人,武侠仙侠
4704,开局面基！,3502552,31891,20,36880000.0,3,0,10,3879人,同人小说
4705,武侠：无限突破,3281000,10701,1,5000000.0,0,0,10,1744人,武侠仙侠
4706,玄幻：无上提取的我，万世无敌,93715,4054,0,2000000.0,7,0,10,923人,玄幻奇幻
4707,最强圣杯系统,26088355,190534,185,296000.0,0,23,10,31732人,同人小说
4708,我能亿万倍下载天赋,9632139,43382,0,337000.0,0,3,10,4475人,武侠仙侠
4709,彩礼翻倍，反手迎娶呆小妹,1141857,21919,9,5880000.0,0,0,10,2970人,都市言情
4710,海贼：开局召唤白胡子,5977096,107866,52,373000.0,0,6,10,13424人,同人小说
4711,大唐熊孩子之神探狄仁杰,29516977,343867,520,971000.0,0,29,10,35423人,军事历史
4712,全民族长：开局随机唯一种族龙族,1164373,10860,5,54000000.0,0,0,10,1769人,玄幻奇幻
4713,盗墓终极：开局获得凤凰血脉,4448633,75878,63,29000.0,0,0,10,9394人,恐怖灵异
4714,英雄无敌：开局变成龙,12416078,336085,63,347000.0,3,4,10,41782人,科幻网游
4715,中餐厅之我是大名人,29735931,233299,102,852000.0,0,22,10,8790人,都市言情
4716,梦幻西游：职业五开赚钱人,2010535,70336,27,180000.0,0,0,10,7680人,科幻网游
4717,洪荒：这只熊猫太能装,340084,638,0,5880000.0,3,0,10,308人,玄幻奇幻
4718,大唐：神级选择,20612122,326830,304,4401000.0,0,41,10,21456人,军事历史
4719,全民职业：我，神级炼金师！,1136243,64341,12,147000.0,0,0,10,3505人,都市言情
4720,网王之传奇缔造者,27138659,209995,608,1009000.0,0,48,10,19324人,同人小说
4721,末世：我能无限爆兵,12487888,279891,127,121000.0,0,21,10,31472人,恐怖灵异
4722,直播：荒岛第一天，周姐要借宿,683827,11384,1,1000000.0,0,0,10,916人,都市言情
4723,美食：深夜直播，被十亿网友追杀,1736589,12348,3,5000000.0,0,0,10,1925人,都市言情
4724,三国：我提前发动了黄巾之乱,5573323,250323,63,306000.0,0,1,10,22602人,科幻网游
4725,废土：全球御兽时代,6424977,151826,52,135000.0,0,0,10,16766人,科幻网游
4726,NBA：巨兽科比,5413245,25246,5,33760000.0,0,0,10,2558人,科幻网游
4727,签到未来！获得悟吉塔之力,1836188,15178,3,7000000.0,3,0,10,1924人,同人小说
4728,大唐:神级皇帝模板,16234663,26278,36,76880000.0,0,252,10,6196人,军事历史
4729,封神：错把通天当弟，去阐教拜师,1279926,1347,1,1321000.0,0,0,10,277人,玄幻奇幻
4730,洪荒：开局承包封神榜,6492685,88413,12,341000.0,0,3,10,3161人,玄幻奇幻
4731,你能来这打卡，还不让我下楼吃个便饭？,3425675,51410,2,56000.0,0,0,10,2575人,都市言情
4732,武侠：从倚天开始当掌门,12447683,7064,1,55640000.0,0,5,10,1035人,武侠仙侠
4733,大唐：开局被武媚娘拽着私奔,156173,521,0,1000000.0,3,0,10,100人,军事历史
4734,四合院：拒绝白莲花秦淮茹,3578414,34289,6,152000.0,0,0,10,2708人,同人小说
4735,火影：我的女儿是雏田,8846894,46726,87,35000.0,0,3,10,6123人,同人小说
4736,荒岛：变身白猫的我决定修仙,6963948,240419,147,762000.0,0,1,10,15910人,都市言情
4737,足球小将：开局觉醒sss级天赋,182463,2204,0,3000000.0,0,0,10,342人,都市言情
4738,僵尸世界：开局抽取神象镇狱劲！,5258006,38456,9,40880000.0,0,0,10,3245人,恐怖灵异
4739,洪荒：我！神话大罗镇元子！加入聊天群！,3164819,17740,1,184000.0,0,0,10,1567人,武侠仙侠
4740,穿着龙袍渡劫的我，被向往曝光了！！,3158260,24790,1,7000000.0,0,0,10,1430人,都市言情
4741,怀旧影视：开局江德富二哥还活着,2334230,8873,15,9000000.0,3,0,10,2259人,同人小说
4742,moba：我的中单强无敌,2814423,4361,0,21000000.0,0,0,10,913人,科幻网游
4743,洪荒：开局废了太上人教！,4728723,252983,2,800000.0,0,0,10,972人,玄幻奇幻
4744,洪荒之吾乃人皇,26777862,54910,59,16000.0,0,14,10,11206人,玄幻奇幻
4745,震惊！我的魔法书竟是新华字典！,273861,5893,59,2000000.0,3,0,10,991人,玄幻奇幻
4746,大明：我，朱元璋！召唤孝子贤孙,227873,2635,0,2000000.0,3,0,10,384人,军事历史
4747,综漫：开局奖励破坏神传承,559399,3044,0,4000000.0,0,0,10,700人,同人小说
4748,王者:AG巅峰时代,9494686,416805,85,1311000.0,0,13,10,11677人,科幻网游
4749,金色闪光遗言，其实鸣人有个舅舅,144473,4654,0,0.0,0,1,10,230人,同人小说
4750,洪荒：开局搞崩元始心态,5528050,79952,15,125000.0,0,0,10,2781人,武侠仙侠
4751,洪荒:谢邀，神话大罗加入聊天群,2963381,42213,10,252000.0,0,0,10,2195人,玄幻奇幻
4752,Moba：这人思想有问题,9464341,269987,80,181000.0,0,0,10,23929人,科幻网游
4753,网球：只有我知道球技原理,3618722,319190,165,347000.0,0,0,10,25944人,同人小说
4754,影视：从欢喜开始的人生,487288,15218,1,12760000.0,1,0,10,1533人,同人小说
