职位名称,公司名称,工作地点,参考月薪,学历,发布时间
高级java开发工程师,厦门熙重电子科技有限公司,厦门市湖里区,14000-18000,大专,2021-11-05 08:54
Java开发工程师,厦门熙重电子科技有限公司,厦门市,10000-18000,本科,2021-11-05 08:54
java高级工程师（偏架构师）,幼之幼（厦门）教育科技有限公司,厦门市集美区,15000-20000,本科,2021-11-05 08:54
java(java),幼之幼（厦门）教育科技有限公司,厦门市集美区,8000-15000,本科,2021-11-05 08:54
JAVA中级开发工程师,厦门威尔信息技术有限公司,厦门市、厦门市思明区、厦门市集美区,10000-15000,本科,2021-11-05 08:53
JAVA高级开发工程师,厦门威尔信息技术有限公司,厦门市、厦门市思明区、厦门市集美区,15000-25000,本科,2021-11-05 08:53
高级Java技术经理,厦门云赞信息科技有限公司,厦门市思明区,10000-20000,本科,2021-11-05 08:50
Java 软件工程师,厦门美好出行物联网技术有限公司,厦门市海沧区,6000-8000,大专,2021-11-05 08:45
JAVA软件工程师（2022校园招聘）,厦门攸信信息技术有限公司,厦门市海沧区,,本科,2021-11-05 08:42
java中高级软件开发工程师,厦门攸信信息技术有限公司,厦门市海沧区,,本科,2021-11-05 08:42
资深Java开发工程师,漳州立达信光电子科技有限公司,厦门市、深圳市,,本科,2021-11-05 08:37
Java研发工程师,厦门航天信息有限公司,厦门市集美区、厦门市思明区、厦门市,4500-9000,大专,2021-11-05 08:35
Java开发工程师,福建时刻智能科技有限责任公司,泉州市,6000-12000,,2021-11-05 08:33
高级Java工程师,易信（厦门）信用服务技术有限公司,厦门市思明区,15000-25000,本科,2021-11-05 08:33
Java开发工程师,易信（厦门）信用服务技术有限公司,厦门市,10000-15000,本科,2021-11-05 08:33
软件工程师（java）,福建（泉州）哈工大工程技术研究院,泉州市,7000-14000,本科,2021-11-05 08:28
JAVA工程师,大长江（厦门）信息科技有限公司,厦门市湖里区,7000-12000,本科,2021-11-05 08:21
JAVA开发工程师,厦门海实科技有限公司,厦门市集美区,,本科,2021-11-05 08:20
软件工程师（JAVA）,垒知控股集团股份有限公司,厦门市思明区,,本科,2021-11-05 08:19
java开发工程师,厦门金龙联合汽车工业有限公司,厦门市集美区,,本科,2021-11-05 08:12
总部-JAVA高级开发工程师,厦门宏发电声股份有限公司,厦门市集美区,,本科,2021-11-05 08:11
高级JAVA程序员,福建叁壹教育科技集团有限公司,厦门市思明区,15000-20000,本科,2021-11-05 08:11
中级JAVA开发工程师,福建叁壹教育科技集团有限公司,厦门市思明区,10000-15000,本科,2021-11-05 08:11
JAVA工程师,才子服饰股份有限公司,厦门市思明区,8000-10000,本科,2021-11-05 08:05
Java开发工程师,厦门信达股份有限公司,济南市,8000-10000,,2021-11-04 21:19
JAVA开发工程师,厦门华资源科技股份有限公司,厦门市湖里区,7000-14000,大专,2021-11-04 17:54
JAVA开发工程师（高级）,福建易联众医卫信息技术有限公司,厦门市思明区,10000-15000,本科,2021-11-04 17:28
JAVA开发工程师,福建易联众医卫信息技术有限公司,厦门市思明区,5000-6000,,2021-11-04 17:28
JAVA开发工程师（1-3年工作经验）,福建易联众医卫信息技术有限公司,厦门市思明区,7000-11000,本科,2021-11-04 17:28
JAVA开发工程师（中级）,福建易联众医卫信息技术有限公司,厦门市思明区、福州市,8000-12000,本科,2021-11-04 17:28
Java工程师,祺临数据技术（厦门）有限公司,福建省、厦门市、厦门市湖里区,10000-20000,本科,2021-11-04 17:19
JAVA软件开发工程师,厦门斯坦道科学仪器股份有限公司,厦门市思明区,8000-15000,本科,2021-11-04 17:00
JAVA中高级工程师（急）,厦门云顶伟业信息技术有限公司,厦门市思明区,12000-17000,大专,2021-11-04 16:41
JAVA高级工程师,厦门云顶伟业信息技术有限公司,厦门市思明区,,本科,2021-11-04 16:41
JAVA开发工程师,厦门云顶伟业信息技术有限公司,厦门市思明区,,,2021-11-04 16:41
java开发工程师,维迅科技（厦门）有限公司,厦门市集美区,10000-20000,,2021-11-04 16:34
JAVA开发工程师,厦门久凌创新科技有限公司,福建省、厦门市、厦门市思明区,5000-10000,本科,2021-11-04 16:33
中高级Java工程师,厦门久凌创新科技有限公司,福建省、厦门市、厦门市集美区,8000-13000,本科,2021-11-04 16:33
高级JAVA工程师,厦门久凌创新科技有限公司,厦门市思明区,8000-13000,大专,2021-11-04 16:33
中级JAVA开发工程师,厦门同创空间信息技术有限公司,福建省、厦门市集美区,9000-15000,大专,2021-11-04 16:19
初级JAVA开发工程师,厦门同创空间信息技术有限公司,厦门市集美区,4000-6500,大专,2021-11-04 16:19
Java开发工程师-软二,北京宇信科技集团股份有限公司,厦门市思明区,8000-15000,大专,2021-11-04 16:17
java项目经理/架构师,北京宇信科技集团股份有限公司,厦门市思明区,15000-20000,本科,2021-11-04 16:17
高级java工程师-软二,北京宇信科技集团股份有限公司,厦门市思明区,10000-20000,本科,2021-11-04 16:17
JAVA开发工程师,厦门因驰信息科技有限公司,厦门市集美区,5000-10000,本科,2021-11-04 15:15
JAVA开发／软件开发,厦门因驰信息科技有限公司,漳州市,4000-8000,大专,2021-11-04 15:15
Java工程师（急）,人人汇（厦门）信息科技有限公司,厦门市、厦门市思明区,6000-11000,大专,2021-11-04 15:09
java开发工程师,厦门国贸闽光智慧科技有限公司,厦门市湖里区、厦门市,8000-12000,本科,2021-11-04 15:07
中级JAVA开发工程师,福建中青手拉手教育科技有限公司,厦门市,8000-15000,本科,2021-11-04 15:01
初级java工程师,厦门忻德信息技术有限公司,厦门市集美区,6000-8000,,2021-11-04 14:55
中级java工程师,厦门忻德信息技术有限公司,厦门市集美区,13000-16000,,2021-11-04 14:55
Java工程师,厦门中卡科技股份有限公司,厦门市,10000-15000,大专,2021-11-04 14:40
Java 软件工程师 [实习],厦门民航凯亚有限公司,厦门市湖里区,1800以上,无,2021-11-04 14:32
java高级软件工程师,厦门民航凯亚有限公司,厦门市思明区,10000-15000,本科,2021-11-04 14:32
java初级软件工程师,厦门民航凯亚有限公司,厦门市思明区,4000-8000,本科,2021-11-04 14:32
java中级软件工程师,厦门民航凯亚有限公司,厦门市思明区,8000-10000,本科,2021-11-04 14:32
java中级工程师,科技谷（厦门）信息技术有限公司,厦门市,10000-16000,本科,2021-11-04 14:24
高级Java/Python研发工程师,科技谷（厦门）信息技术有限公司,厦门市、北京市、上海市,16000-25000,本科,2021-11-04 14:24
JAVA研发工程师,厦门美亚亿安信息科技有限公司,厦门市思明区,12000-17000,本科,2021-11-04 13:45
JAVA研发工程师（大数据开发）,厦门美亚亿安信息科技有限公司,厦门市思明区,10000-15000,本科,2021-11-04 13:45
高级Java开发工程师,厦门渊亭信息科技有限公司,厦门市思明区,15000-25000,本科,2021-11-04 13:34
Java架构师,厦门渊亭信息科技有限公司,厦门市思明区,28000-40000,本科,2021-11-04 13:34
中级Java开发工程师,厦门渊亭信息科技有限公司,厦门市思明区,9000-15000,无,2021-11-04 13:34
中级Java开发工程师,易联众智能（厦门）科技有限公司,厦门市,8000-15000,本科,2021-11-04 11:54
JAVA开发工程师,厦门路桥信息股份有限公司,厦门市集美区,,本科,2021-11-04 11:29
Java开发工程师,漳州灿坤实业有限公司,漳州市,,大专,2021-11-04 11:02
Java开发工程师,厦门普标计量检测研究有限公司,福建省、厦门市集美区,,本科,2021-11-04 10:59
java开发工程师,厦门创世智云科技有限公司,厦门市思明区,8000-10000,大专,2021-11-04 10:58
JAVA开发实习生,厦门通通超软件科技有限公司,厦门市,5000-6000,大专,2021-11-04 10:21
Java工程师（数字工程）,厦门文广传媒集团有限公司,厦门市思明区,8000-12000,本科,2021-11-04 10:07
java开发工程师,雅马哈发动机（厦门）信息系统有限公司,厦门市集美区,5000-8000,本科,2021-11-04 10:05
JAVA开发工程师,厦门绩牛软件技术有限公司,厦门市思明区,11000-22000,,2021-11-04 09:41
Java工程师,厦门绩牛软件技术有限公司,厦门市思明区,5000-10000,本科,2021-11-04 09:41
中级Java,厦门绩牛软件技术有限公司,厦门市思明区,12-15,本科,2021-11-04 09:41
高级java开发工程师【紧急】,奇秦科技（北京）股份有限公司,厦门市,15000-20000,大专,2021-11-04 09:28
java开发实习生【2022届】【急招】,奇秦科技（北京）股份有限公司,厦门市集美区,3000-4000,本科,2021-11-04 09:28
java开发工程师,奇秦科技（北京）股份有限公司,厦门市,,本科,2021-11-04 09:28
JAVA开发-总部研发,厦门至恒融兴信息技术股份有限公司,厦门市思明区,9000-18000,本科,2021-11-04 09:21
高级JAVA开发,厦门至恒融兴信息技术股份有限公司,厦门市思明区,15000-20000,大专,2021-11-04 09:21
JAVA开发工程师,厦门至恒融兴信息技术股份有限公司,深圳市、北京市、上海市、厦门市、福州市、重庆市、江苏省、浙江省、广州市,9000-18000,本科,2021-11-04 09:21
JAVA开发工程师（宁波）,厦门至恒融兴信息技术股份有限公司,浙江省,,本科,2021-11-04 09:21
JAVA开发工程师（福州）,厦门至恒融兴信息技术股份有限公司,福州市,,本科,2021-11-04 09:21
高级Java开发工程师,厦门亿学软件有限公司,厦门市集美区,12000-17000,大专,2021-11-04 09:19
中级JAVA软件工程师,厦门亿学软件有限公司,厦门市,7000-10000,大专,2021-11-04 09:19
高级JAVA软件工程师,厦门亿学软件有限公司,厦门市集美区、厦门市思明区,10000-20000,大专,2021-11-04 09:19
Java开发工程师,厦门临下集团有限公司,厦门市、厦门市集美区,10000-15000,本科,2021-11-04 09:09
Java开发工程师,厦门立方幻境科技有限公司,厦门市,5000-10000,大专,2021-11-04 08:51
初级JAVA工程师-在这成长最快,厦门房在线科技有限公司,厦门市思明区,6000-11000,本科,2021-11-04 08:38
JAVA开发工程师,北京南北天地科技股份有限公司,厦门市思明区、厦门市集美区,8000-16000,本科,2021-11-04 06:21
JAVA高级开发人员,厦门赢定科技股份有限公司,厦门市湖里区、厦门市,10000-15000,本科,2021-11-03 18:29
高级JAVA开发工程师,厦门微汇管车信息科技有限公司,厦门市思明区,15000-20000,大专,2021-11-03 17:38
JAVA开发工程师,厦门微汇管车信息科技有限公司,福建省、厦门市、厦门市思明区,10000-15000,大专,2021-11-03 17:38
Java高级工程师,一步到位互联网有限公司,厦门市思明区,10000-15000,,2021-11-03 17:14
急聘JAVA工程师,厦门中塔日升信息科技有限公司,厦门市集美区,6000-10000,大专,2021-11-03 16:44
中级java研发,厦门中塔日升信息科技有限公司,厦门市集美区,8000-10000,,2021-11-03 16:44
JAVA后台开发工程师,厦门砺兵智能科技股份有限公司,厦门市湖里区,6000-8000,本科,2021-11-03 16:33
Java开发工程师,厦门速速通信息技术有限公司,厦门市,5000-8000,,2021-11-03 16:27
Java工程师,建信融通有限责任公司,厦门市思明区、厦门市,10000-20000,本科,2021-11-03 15:56
java开发组长,厦门市虫虫网络科技有限公司,厦门市,15000-25000,,2021-11-03 14:54
java后台工程师,厦门市虫虫网络科技有限公司,厦门市、厦门市思明区,15000-25000,大专,2021-11-03 14:54
java中级工程师,厦门美契信息技术有限公司,厦门市思明区,7000-12000,,2021-11-03 14:41
java初级工程师,厦门美契信息技术有限公司,厦门市、厦门市思明区,3000-6000,大专,2021-11-03 14:41
高级java工程师,厦门本捷网络股份有限公司,厦门市思明区,10000-20000,本科,2021-11-03 14:21
java工程师,厦门卓网信息科技股份有限公司,厦门市、厦门市集美区,4000-8000,大专,2021-11-03 14:15
高级Java工程师,厦门指纹科技有限公司,厦门市思明区,15000-20000,本科,2021-11-03 11:25
高级Java工程师（急聘）,厦门指纹科技有限公司,厦门市思明区,10000-20000,本科,2021-11-03 11:25
JAVA工程师,福建亿能电力科技股份有限公司,厦门市、厦门市湖里区,6000-8000,本科,2021-11-03 10:18
电脑软件开发工程师-（Java软件开发中级）,明达实业（厦门）有限公司,厦门市海沧区,6000-12000,大专,2021-11-03 09:47
中级java工程师,厦门市智联信通物联网科技有限公司,厦门市同安区,8000-15000,本科,2021-11-03 09:33
Java程序员,厦门宜众贸易有限公司,厦门市,7000-11000,大专,2021-11-03 09:31
JAVA中级/高级开发工程师,厦门尚为科技股份有限公司,厦门市,9000-15000,本科,2021-11-03 09:24
中级Java工程师,厦门乐榜网络科技有限公司,厦门市、厦门市思明区,6000-10000,大专,2021-11-03 09:21
JAVA实习生 [实习],厦门简会信息科技有限公司,厦门市集美区,3000-4000,无,2021-11-03 09:09
JAVA高级开发工程师,厦门安业科技股份有限公司,厦门市,10000-15000,本科,2021-11-03 08:55
Java工程师,厦门志诚精一管理咨询有限责任公司,厦门市,15000-25000,,2021-11-03 08:29
初级JAVA工程师,厦门保驾护航网络科技有限公司,厦门市、厦门市思明区,4000-8000,大专,2021-11-03 08:28
中级java开发工程师（吉联）,厦门中软卓越教育科技有限公司,厦门市思明区、厦门市,7000-14000,大专,2021-11-02 18:53
java工程师（建发）,厦门中软卓越教育科技有限公司,厦门市,8000-12000,本科,2021-11-02 18:53
Java开发工程师,厦门德正欣谦贸易有限公司,福州市,6000-12000,大专,2021-11-02 18:32
Java开发,荣耀电竞（广州）网络科技有限公司厦门分公司,厦门市集美区,20000-30000,本科,2021-11-02 18:02
Java开发工程师（初级）,厦门合序软件有限公司,厦门市思明区,,本科,2021-11-02 16:16
Java开发工程师（高级）,厦门合序软件有限公司,厦门市,,本科,2021-11-02 16:16
java开发工程师（中级）,厦门合序软件有限公司,厦门市,,本科,2021-11-02 16:16
java开发工程师,用友网络科技股份有限公司厦门分公司,厦门市,5000-10000,本科,2021-11-02 16:07
JAVA开发工程师（中、高级）J10904,立达信物联科技股份有限公司,厦门市,,本科,2021-11-02 14:44
资深java工程师J10557,立达信物联科技股份有限公司,厦门市,,本科,2021-11-02 14:44
JAVA工程师,立达信物联科技股份有限公司,厦门市湖里区,6000-8000,本科,2021-11-02 14:44
java运维开发工程师,百川信（厦门）人力资源服务科技有限公司,南宁市,,大专,2021-11-02 14:35
初级java开发,百川信（厦门）人力资源服务科技有限公司,厦门市集美区,,本科,2021-11-02 14:35
Java软件工程师,厦门新科技软件股份有限公司,厦门市,,大专,2021-11-02 14:27
高级Java工程师,厦门新科技软件股份有限公司,厦门市,,本科,2021-11-02 14:27
高级JAVA开发工程师,九牧厨卫股份有限公司,厦门市思明区,,大专,2021-11-02 13:30
Java软件工程师,麦克奥迪（厦门）医疗诊断系统有限公司,厦门市湖里区、厦门市翔安区,,本科,2021-11-02 10:52
Java应用开发工程师,厦门仟信德信息技术有限公司,厦门市翔安区,10000-15000,本科,2021-11-02 10:45
中级JAVA 开发工程师,厦门法智维途信息技术有限公司,厦门市思明区,8000-15000,本科,2021-11-02 10:31
高级Java开发工程师,厦门法智维途信息技术有限公司,厦门市、厦门市思明区,15000-25000,本科,2021-11-02 10:31
初级JAVA工程师,厦门法智维途信息技术有限公司,厦门市、厦门市思明区,4000-7000,本科,2021-11-02 10:31
Java中级工程师,厦门畅拓科技有限公司,厦门市,11000-16000,本科,2021-11-02 10:30
Java初级工程师,厦门畅拓科技有限公司,厦门市,5000-9000,本科,2021-11-02 10:30
Java高级工程师,厦门畅拓科技有限公司,厦门市,15000-30000,本科,2021-11-02 10:30
Java开发工程师,厦门熵基科技有限公司,厦门市集美区,7000-10000,大专,2021-11-02 09:52
JAVA工程师 高级开发工程师,厦门光莆电子股份有限公司,厦门市翔安区,,大专,2021-11-02 09:43
JAVA开发工程师（中级）,普乐美（厦门）美容有限公司,厦门市、厦门市思明区、厦门市湖里区,8000-13000,大专,2021-11-02 09:37
JAVA开发工程师（高级）,普乐美（厦门）美容有限公司,厦门市、厦门市湖里区,10000-15000,大专,2021-11-02 09:37
JAVA工程师,厦门弘领信息科技有限公司,厦门市翔安区,8000-15000,大专,2021-11-02 09:25
java程序员,厦门弘领信息科技有限公司,厦门市翔安区,8000-15000,大专,2021-11-02 09:24
高级java开发,厦门海菲生物技术股份有限公司,厦门市集美区,10000-20000,本科,2021-11-02 08:48
Java架构师,厦门海菲生物技术股份有限公司,厦门市集美区,20000-30000,,2021-11-02 08:48
Java工程师,厦门海菲生物技术股份有限公司,厦门市集美区,6000-10000,大专,2021-11-02 08:48
Java开发工程师,厦门金蝶软件有限公司,厦门市,,本科,2021-11-01 16:33
JAVA工程师,福建中科云杉信息技术有限公司,厦门市湖里区、深圳市,10000-15000,本科,2021-11-01 16:03
中级Java开发工程师,厦门象屿金象融资租赁有限公司,厦门市湖里区,10000-12000,本科,2021-11-01 15:21
JAVA开发工程师,厦门澜海人力资源顾问有限公司,厦门市,,本科,2021-11-01 14:11
高级JAVA软件工程师,厦门澜海人力资源顾问有限公司,厦门市,,本科,2021-11-01 14:11
中级JAVA开发工程师,厦门澜海人力资源顾问有限公司,厦门市,8000-11000,本科,2021-11-01 14:11
高级Java开发工程师,厦门澜海人力资源顾问有限公司,厦门市,,本科,2021-11-01 14:11
高级Java开发工程师（软二）,厦门澜海人力资源顾问有限公司,厦门市,12000-14000,大专,2021-11-01 14:11
初级JAVA开发工程师,厦门澜海人力资源顾问有限公司,厦门市,,大专,2021-11-01 14:11
中级Java开发工程师（思明）,厦门澜海人力资源顾问有限公司,厦门市,8000-12000,本科,2021-11-01 14:11
Java开发工程师,厦门市云苍穹信息科技有限公司,厦门市,,大专,2021-11-01 13:23
JAVA工程师,易点生活电子商务有限公司,福建省、厦门市,10000-20000,本科,2021-11-01 11:31
资深Java平台架构师,厦门市咕啦电子商务有限责任公司,厦门市思明区,15000-30000,本科,2021-11-01 10:54
高级Java软件工程师,北京法意科技有限公司,厦门市湖里区,10000-20000,本科,2021-11-01 10:03
中级java软件工程师,北京法意科技有限公司,厦门市湖里区,6000-12000,,2021-11-01 10:03
java工程师,厦门千商网络科技有限公司,厦门市,7000-12000,本科,2021-11-01 09:40
JAVA工程师,厦门市致创能源技术有限公司,厦门市思明区,6000-10000,本科,2021-11-01 09:35
Java开发工程师（中高级）,厦门金网科技有限公司,厦门市思明区、厦门市,15000-20000,本科,2021-11-01 09:19
Java工程师：,厦门卡伦特科技有限公司,厦门市集美区,10000-20000,本科,2021-10-30 17:03
高级Java开发工程师,厦门卡伦特科技有限公司,厦门市集美区,15000-30000,本科,2021-10-30 17:03
JAVA工程师,成利吉（厦门）智能股份有限公司,厦门市、厦门市湖里区、厦门市思明区,10000-20000,本科,2021-10-29 19:04
中高级JAVA软件工程师,成利吉（厦门）智能股份有限公司,厦门市,10000-20000,本科,2021-10-29 19:04
Java开发主管,厦门汉仕杰企业管理咨询有限公司,厦门市,23000-45000,,2021-10-29 15:41
JAVA游戏服务端开发工程师,厦门新游网络股份有限公司,厦门市、厦门市湖里区,,大专,2021-10-29 15:15
JAVA高级工程师,厦门新游网络股份有限公司,厦门市湖里区,,本科,2021-10-29 15:15
中级JAVA工程师,厦门青叶软件股份有限公司,厦门市思明区、厦门市,10000-15000,本科,2021-10-29 14:00
高级Java工程师,厦门青叶软件股份有限公司,厦门市、厦门市思明区,15000-20000,本科,2021-10-29 14:00
Java实习生 [实习],厦门青叶软件股份有限公司,厦门市思明区、厦门市,1000-2500,无,2021-10-29 14:00
Java开发工程师,厦门一指通智能科技有限公司,厦门市,7000-14000,本科,2021-10-29 11:22
高级java开发工程师,达利食品集团有限公司,泉州市,8000-15000,大专,2021-10-29 10:00
初级软件开发工程师（Java）,厦门天海图汇信息科技有限公司,厦门市集美区,5000-6000,本科,2021-10-29 09:54
JAVA后端开发,厦门会展集团股份有限公司,厦门市,6000-8000,本科,2021-10-29 09:50
JAVA工程师,厦门科誉软件有限公司,厦门市海沧区,8000-12000,,2021-10-29 09:27
Java云计算中高级程师,成都天用唯勤科技股份有限公司,厦门市,12000-20000,本科,2021-10-29 09:13
高级JAVA工程师,成都天用唯勤科技股份有限公司,厦门市,9000-17000,本科,2021-10-29 09:13
中级JAVA工程师,成都天用唯勤科技股份有限公司,厦门市,6000-12000,本科,2021-10-29 09:13
JAVA开发实习生,厦门好绿盛生态农业有限公司,厦门市思明区,1500-2000,大专,2021-10-29 09:07
中级\初级Java工程师,厦门市南方科宇科技有限公司,厦门市、厦门市思明区,,本科,2021-10-29 09:05
高级Java工程师,厦门市南方科宇科技有限公司,厦门市、厦门市思明区,,本科,2021-10-29 09:05
高级java开发工程师,厦门海晟融创信息技术有限公司,厦门市思明区,12000-20000,无,2021-10-28 16:54
高级Java开发工程师,易联众民生（厦门）科技有限公司,厦门市,13000-18000,本科,2021-10-28 16:48
高级Java开发,易联众民生（厦门）科技有限公司,厦门市,13000-18000,本科,2021-10-28 16:48
Java开发工程师,易联众民生（厦门）科技有限公司,厦门市,7000-10000,本科,2021-10-28 16:48
Java开发工程师（初级）,易联众民生（厦门）科技有限公司,厦门市湖里区,7000-8000,本科,2021-10-28 16:48
Java开发工程师（中高级）,易联众民生（厦门）科技有限公司,厦门市,9000-14000,本科,2021-10-28 16:48
JAVA开发（中高级）,易联众民生（厦门）科技有限公司,厦门市,8000-15000,本科,2021-10-28 16:48
项目经理（Java）,易联众民生（厦门）科技有限公司,厦门市,8000-15000,本科,2021-10-28 16:48
Java开发经理,易联众民生（厦门）科技有限公司,厦门市思明区,10000-20000,本科,2021-10-28 16:48
Java开发工程师,欧仕达听力科技（厦门）有限公司,厦门市海沧区,,大专,2021-10-28 16:40
Java工程师,厦门九洲同盟信息科技有限公司,厦门市,7000-12000,大专,2021-10-28 16:03
Java开发工程师,厦门卡昆卡信息科技有限公司,厦门市思明区,5000-9000,大专,2021-10-28 15:36
高级JAVA工程师,厦门融信汇网络科技有限公司,厦门市、厦门市湖里区,8000-10000,本科,2021-10-28 15:19
Java开发工程师,厦门融信汇网络科技有限公司,厦门市思明区,8000-10000,大专,2021-10-28 15:19
Java工程师+13薪,厦门旺嘉创亿电子商务有限公司,厦门市集美区,8000-15000,大专,2021-10-28 14:27
初级Java开发工程师,广州谷沃信息科技有限公司,厦门市思明区,7000-10000,本科,2021-10-28 11:37
中高级Java开发工程师,广州谷沃信息科技有限公司,厦门市思明区,10000-20000,本科,2021-10-28 11:37
JAVA开发,洋葱头（厦门）信息科技有限公司,厦门市集美区,6000-8000,大专,2021-10-28 11:09
JAVA开发实习,洋葱头（厦门）信息科技有限公司,厦门市翔安区,2000-4000,高中,2021-10-28 11:09
JAVA开发工程师,网宿科技股份有限公司厦门分公司,厦门市集美区,15000-25000,本科,2021-10-28 10:51
java后端软件工程师:,厦门博视源机器视觉技术有限公司,厦门市集美区,10000-20000,大专,2021-10-28 09:55
Java开发工程师,厦门印了么信息科技股份有限公司,厦门市思明区,8000-15000,大专,2021-10-27 17:27
java开发工程师,厦门牧云数据技术有限公司,厦门市、厦门市集美区,7000-13000,大专,2021-10-27 17:23
JAVA开发工程师,厦门市宜车时代信息技术有限公司,厦门市集美区,10000-15000,大专,2021-10-27 17:15
Java开发工程师,厦门易联众易方科技有限公司,厦门市思明区,9000-14000,本科,2021-10-27 17:00
高级java软件工程师,厦门思明百应小额贷款有限公司,福建省、厦门市思明区、厦门市,14000-18000,,2021-10-27 15:52
java中级开发工程师,厦门思明百应小额贷款有限公司,福建省、厦门市、厦门市思明区,10000-15000,本科,2021-10-27 15:51
Java开发工程师,福建易联众保睿通信息科技有限公司,厦门市思明区,7000-12000,本科,2021-10-27 15:03
JAVA实习工程师,埃尔维斯（厦门）信息科技有限公司,厦门市翔安区,3000-5000,,2021-10-27 14:07
JAVA开发顾问,埃尔维斯（厦门）信息科技有限公司,厦门市翔安区,6000-8000,,2021-10-27 14:07
JAVA高级开发顾问,埃尔维斯（厦门）信息科技有限公司,厦门市翔安区,10000-15000,,2021-10-27 14:07
初级/中级Java工程师,广州南驰信息科技有限公司,厦门市思明区,6000-10000,本科,2021-10-27 13:00
高级Java工程师,广州南驰信息科技有限公司,厦门市思明区,12000-20000,本科,2021-10-27 13:00
高级Java开发工程师,厦门服云信息科技有限公司,厦门市思明区,10000-15000,本科,2021-10-27 11:05
Java研发工程师（Base成都）,厦门服云信息科技有限公司,成都市,8000-12000,本科,2021-10-27 11:05
JAVA开发工程师,厦门医数通医疗科技有限公司,厦门市、厦门市思明区,8000-12000,大专,2021-10-27 10:38
JAVA工程师,厦门柏玛三创投资有限公司,福建省、厦门市思明区,10000-15000,,2021-10-27 10:29
中级Java开发工程师,爱逸（厦门）食品科技有限公司,厦门市集美区,10000-15000,本科,2021-10-27 10:08
java开发工程师,罗普特科技集团股份有限公司,厦门市,12000-24000,本科,2021-10-27 09:19
JAVA开发工程师,厦门智慧图信息科技有限公司,厦门市、厦门市思明区,6000-12000,,2021-10-27 09:09
JAVA开发工程师,厦门易联众易方科技有限公司,厦门市思明区,6000-12000,本科,2021-10-27 08:19
Java工程师（中级）,厦门易联众易方科技有限公司,厦门市思明区,9000-15000,本科,2021-10-27 08:19
Java高级工程师,厦门易联众易方科技有限公司,厦门市思明区,15000-20000,本科,2021-10-27 08:19
高级java工程师（厦门）,中电金信软件有限公司,厦门市,10000-18000,本科,2021-10-26 23:37
中级JAVA开发工程师（泉州）,中电金信软件有限公司,泉州市,7000-14000,本科,2021-10-26 23:37
中级JAVA开发工程师（厦门）,中电金信软件有限公司,厦门市,7000-14000,本科,2021-10-26 23:37
高级java工程师（福州）,中电金信软件有限公司,福州市,10000-18000,本科,2021-10-26 23:37
中级JAVA开发工程师（福州）,中电金信软件有限公司,福州市,7000-14000,大专,2021-10-26 23:37
项目经理（JAVA方向）,中电金信软件有限公司,厦门市,10000-20000,本科,2021-10-26 23:37
初级JAVA开发工程师,厦门海晟融创信息技术有限公司,厦门市思明区,5000-8000,本科,2021-10-26 11:13
java开发工程师,厦门北郡科技有限公司,厦门市思明区,13000-18000,,2021-10-26 10:09
高级java工程师,商中在线科技股份有限公司,厦门市思明区,8000-15000,本科,2021-10-26 09:40
初级JAVA工程师,成都天用唯勤科技股份有限公司,厦门市,3500-5000,大专,2021-10-26 09:14
JAVA架构师,迈岭（厦门）信息科技有限公司,厦门市集美区,,本科,2021-10-26 08:42
java(java),厦门市中易服信息科技有限公司,厦门市、厦门市思明区、厦门市湖里区,6000-10000,大专,2021-10-25 17:00
java开发工程师,双驰实业股份有限公司,福建省、福州市,9000-15000,本科,2021-10-25 16:27
初级java工程师,三六一度（中国）有限公司,厦门市、厦门市湖里区,4000-8000,,2021-10-25 16:12
Java架构师（锐特）,厦门锐特信息技术有限公司,厦门市集美区,18000-25000,本科,2021-10-25 14:01
高级Java工程师,厦门锐特信息技术有限公司,厦门市集美区,,,2021-10-25 14:01
Java开发工程师,厦门锐特信息技术有限公司,厦门市集美区,10000-20000,大专,2021-10-25 14:01
中级Java开发工程师,厦门锐特信息技术有限公司,厦门市,,大专,2021-10-25 14:01
高级JAVA研发工程师,厦门市美亚柏科信息股份有限公司,厦门市,,本科,2021-10-25 13:19
JAVA研发工程师（厦门）,厦门市美亚柏科信息股份有限公司,厦门市,,本科,2021-10-25 13:19
JAVA研发工程师（厦门-数据处理方向）,厦门市美亚柏科信息股份有限公司,厦门市,,本科,2021-10-25 13:19
高级JAVA研发工程师（厦门）,厦门市美亚柏科信息股份有限公司,厦门市,,本科,2021-10-25 13:19
中级Java开发,厦门吉联科技有限公司,厦门市,10000-15000,本科,2021-10-25 10:31
JAVA工程师,厦门壹生信息科技有限公司,厦门市、厦门市思明区,,,2021-10-25 09:46
java服务器程序,厦门西岐网络股份有限公司,福建省、厦门市、厦门市思明区,6000-12000,,2021-10-25 09:27
Java开发工程师,福建平安报警网络有限公司,厦门市集美区,6000-12000,,2021-10-22 17:18
JAVA工程师,厦门席众车联网技术有限公司,厦门市思明区,10000-15000,大专,2021-10-22 08:53
高级JAVA工程师,厦门席众车联网技术有限公司,厦门市思明区,15000-20000,大专,2021-10-22 08:53
高级java软件工程师（百应小额贷款公司）,七匹狼控股集团股份有限公司,厦门市思明区,,本科,2021-10-21 17:31
JAVA开发工程师-福州,中电福富信息科技有限公司,福州市,8000-15000,本科,2021-10-21 16:13
